glomerulus,weight,LN_total_connections,LN_to_PN_perct
D,18,562,0.03202846975088968
DA2,4,562,0.0071174377224199285
DA4l,3,562,0.005338078291814947
DC1,6,562,0.010676156583629894
DC2,10,562,0.017793594306049824
DC3,22,562,0.03914590747330961
DM1,12,562,0.021352313167259787
DM2,4,562,0.0071174377224199285
VA2,5,562,0.008896797153024912
VA3,35,562,0.06227758007117438
VA5,15,562,0.026690391459074734
VA6,14,562,0.02491103202846975
VA7l,16,562,0.028469750889679714
VC1,7,562,0.012455516014234875
VC2,8,562,0.014234875444839857
VC3,15,562,0.026690391459074734
VC4,30,562,0.05338078291814947
VC5,3,562,0.005338078291814947
VL1,5,562,0.008896797153024912
VM5d,36,562,0.06405693950177936
VM6,5,562,0.008896797153024912
VM7d,13,562,0.023131672597864767
VM7v,3,562,0.005338078291814947
VP1m,3,562,0.005338078291814947
mPN,104,562,0.18505338078291814
