glomerulus,weight,LN_total_connections,LN_to_PN_perct
DC1,6,637,0.009419152276295133
DC2,2,637,0.0031397174254317113
DC4,13,637,0.02040816326530612
DL4,1,637,0.0015698587127158557
DM1,1,637,0.0015698587127158557
DM2,8,637,0.012558869701726845
DM4,24,637,0.03767660910518053
DM6,2,637,0.0031397174254317113
DP1m,23,637,0.03610675039246468
V,194,637,0.304552590266876
VC3,2,637,0.0031397174254317113
VC4,1,637,0.0015698587127158557
VC5,1,637,0.0015698587127158557
VM5d,1,637,0.0015698587127158557
VM7d,63,637,0.0989010989010989
VM7v,16,637,0.02511773940345369
VP1d,3,637,0.004709576138147566
VP1l,2,637,0.0031397174254317113
VP1m,26,637,0.04081632653061224
VP2,10,637,0.015698587127158554
VP4,3,637,0.004709576138147566
VP5,2,637,0.0031397174254317113
mPN,102,637,0.16012558869701726
