glomerulus,weight,LN_total_connections,LN_to_PN_perct
DA2,1,254,0.003937007874015748
DA4l,5,254,0.01968503937007874
DA4m,5,254,0.01968503937007874
DL1,2,254,0.007874015748031496
DL4,6,254,0.023622047244094488
DM1,1,254,0.003937007874015748
DM4,1,254,0.003937007874015748
VA1v,3,254,0.011811023622047244
VA5,1,254,0.003937007874015748
VA7l,2,254,0.007874015748031496
VL1,1,254,0.003937007874015748
VM4,1,254,0.003937007874015748
VP1d,2,254,0.007874015748031496
VP1l,1,254,0.003937007874015748
mPN,53,254,0.20866141732283464
