glomerulus,weight,LN_total_connections,LN_to_PN_perct
D,24,4040,0.005940594059405941
DA1,38,4040,0.009405940594059406
DA2,8,4040,0.0019801980198019802
DA3,11,4040,0.0027227722772277226
DA4l,8,4040,0.0019801980198019802
DA4m,7,4040,0.0017326732673267327
DC1,41,4040,0.010148514851485149
DC2,39,4040,0.009653465346534653
DC3,29,4040,0.0071782178217821785
DC4,14,4040,0.0034653465346534654
DL1,20,4040,0.0049504950495049506
DL2d,46,4040,0.011386138613861386
DL2v,38,4040,0.009405940594059406
DL4,9,4040,0.0022277227722772275
DL5,28,4040,0.006930693069306931
DM1,19,4040,0.004702970297029703
DM2,35,4040,0.008663366336633664
DM3,15,4040,0.0037128712871287127
DM4,19,4040,0.004702970297029703
DM5,1,4040,0.00024752475247524753
DM6,14,4040,0.0034653465346534654
DP1l,78,4040,0.019306930693069307
DP1m,46,4040,0.011386138613861386
V,53,4040,0.013118811881188118
VA1d,26,4040,0.006435643564356435
VA1v,38,4040,0.009405940594059406
VA2,22,4040,0.005445544554455445
VA3,37,4040,0.009158415841584158
VA4,13,4040,0.0032178217821782176
VA5,71,4040,0.017574257425742576
VA6,30,4040,0.007425742574257425
VA7l,9,4040,0.0022277227722772275
VA7m,18,4040,0.004455445544554455
VC1,25,4040,0.006188118811881188
VC2,22,4040,0.005445544554455445
VC3,52,4040,0.01287128712871287
VC4,31,4040,0.007673267326732673
VC5,39,4040,0.009653465346534653
VL1,44,4040,0.01089108910891089
VL2a,34,4040,0.008415841584158416
VL2p,45,4040,0.011138613861386138
VM1,4,4040,0.0009900990099009901
VM2,2,4040,0.0004950495049504951
VM3,13,4040,0.0032178217821782176
VM4,24,4040,0.005940594059405941
VM5d,35,4040,0.008663366336633664
VM5v,18,4040,0.004455445544554455
VM6,39,4040,0.009653465346534653
VM7d,15,4040,0.0037128712871287127
VM7v,15,4040,0.0037128712871287127
VP1d,91,4040,0.022524752475247524
VP1l,33,4040,0.008168316831683169
VP1m,80,4040,0.019801980198019802
VP2,32,4040,0.007920792079207921
VP3,2,4040,0.0004950495049504951
VP4,1,4040,0.00024752475247524753
VP5,1,4040,0.00024752475247524753
mPN,235,4040,0.05816831683168317
