glomerulus,weight,LN_total_connections,LN_to_PN_perct
D,2,309,0.006472491909385114
DA4l,1,309,0.003236245954692557
DC1,12,309,0.038834951456310676
DC2,15,309,0.04854368932038835
DC4,2,309,0.006472491909385114
DL2d,1,309,0.003236245954692557
DL5,2,309,0.006472491909385114
VA5,6,309,0.019417475728155338
VA6,25,309,0.08090614886731391
VA7m,1,309,0.003236245954692557
VC1,5,309,0.016181229773462782
VC2,3,309,0.009708737864077669
VC5,4,309,0.012944983818770227
VL1,1,309,0.003236245954692557
VL2a,1,309,0.003236245954692557
VM1,3,309,0.009708737864077669
VM7d,2,309,0.006472491909385114
VM7v,1,309,0.003236245954692557
VP1d,13,309,0.042071197411003236
VP1l,10,309,0.032362459546925564
VP1m,52,309,0.16828478964401294
VP3,3,309,0.009708737864077669
VP5,7,309,0.022653721682847898
mPN,120,309,0.3883495145631068
