bodyid,pre,post,upstream,downstream,status,name,voxels,soma,side,connectivity.type,cell.type,group,anatomy.group,class,cellBodyFiber,layer,ct.layer,axon.outputs,dend.outputs,axon.inputs,dend.inputs,total.length,axon.length,dend.length,pd.length,segregation_index,notes,ALR_n_inputs,ALR_n_ipsi_inputs,ALR_n_contra_inputs,ALL_n_inputs,ALL_n_ipsi_inputs,ALL_n_contra_inputs
1918207300,68,110,110,421,Traced,lLN16b_R,102884597,False,right,lLN16B,lLN16B,lLN10-17,l_LN_sparse_,ALLN_sparse,AVM02,2.142,2,378,38,50,56,566.201710545479,239.896519461612,135.213014556137,46.1066233523843,0.173406700256153,"Type: sparse LNs that innervate the same area of the AL, very spread out. Group: sparse LNs that innervate the same area of the AL, very spread out",41,17,24,0,0,0
1701965055,52,189,189,363,Traced,lLN16b_R,138357691,True,right,lLN16B,lLN16B,lLN10-17,l_LN_sparse_,ALLN_sparse,AVM02,2.894,2,322,41,80,104,869.256475387365,351.452371231858,261.520106226754,48.4163518648573,0.178513429408994,"Type: sparse LNs that innervate the same area of the AL, very spread out. Group: sparse LNs that innervate the same area of the AL, very spread out",13,11,2,0,0,0
1887518225,79,164,164,545,Traced,lLN16b_R,115039136,False,right,lLN16B,lLN16B,lLN10-17,l_LN_sparse_,ALLN_sparse,AVM02,2.169,2,492,44,97,64,747.363157351611,301.379300743964,210.418540017758,37.7564866673599,0.106755471797381,"Type: sparse LNs that innervate the same area of the AL, very spread out. Group: sparse LNs that innervate the same area of the AL, very spread out",17,16,1,0,0,0
1918173122,226,335,335,1192,Traced,lLN17_R,415803996,True,right,lLN17,lLN17,lLN10-17,l_LN_sparse_,ALLN_sparse,AVM02,2.122,2,739,448,116,214,1430.13402146112,395.392100218919,726.0620922474,27.9722735246089,0.0484534954105221,Type: sparse LNs that innervate mostly the VA1 with additional weak neurites in other areas of AL. Group: sparse LNs that innervate mostly the VA1 with additional weak neurites in other areas of AL,35,29,6,0,0,0
2013333009,253,526,526,1128,Traced,lLN17_R,377319607,True,right,lLN17,lLN17,lLN10-17,l_LN_sparse_,ALLN_sparse,AVM02,2.167,2,857,187,237,269,1432.43624319701,447.757111598533,528.89801993621,94.0716834972847,0.100743978371305,Type: sparse LNs that innervate mostly the VA1 with additional weak neurites in other areas of AL. Group: sparse LNs that innervate mostly the VA1 with additional weak neurites in other areas of AL,68,42,26,0,0,0
1670287030,5870,19470,19470,20962,Traced,lLN2F_a(Full)_R,5691144460,True,right,lLN2F_a,lLN2F,lLN2F,l_LN_broad_,ALLN_broad,AVM02,2.233,2,13641,7311,12115,7317,20396.8524736285,11477.5864114937,6699.68168410001,35.3752867615893,0.0005944205762796,Type: broad LNs with full/dense neurites belonging to the LN2 type (Tanaka et al. 2012). Group: broad LNs with full/dense neurites belonging to the LN2 type (Tanaka et al. 2012),5381,2751,2630,0,0,0
5901218894,5875,20616,20616,21620,Traced,lLN2F_a(Full)_R,5852221284,True,right,lLN2F_a,lLN2F,lLN2F,l_LN_broad_,ALLN_broad,AVM02,2.245,2,11992,9108,11331,8716,21935.3722819489,10808.5654714759,8095.18015327906,37.2861202614666,7.14590796579984e-06,Type: broad LNs with full/dense neurites belonging to the LN2 type (Tanaka et al. 2012). Group: broad LNs with full/dense neurites belonging to the LN2 type (Tanaka et al. 2012),5552,2675,2877,0,0,0
5813024698,8152,26039,26039,31985,Traced,lLN2F_b(Full)_R,9671459921,True,right,lLN2F_b,lLN2F,lLN2F,l_LN_broad_,ALLN_broad,AVM02,2.173,2,13587,16062,10317,13738,29086.6983062755,9936.7840521246,13223.2752621742,54.4998660586261,0.0006282774900604,Type: broad LNs with full/dense neurites belonging to the LN2 type (Tanaka et al. 2012). Group: broad LNs with full/dense neurites belonging to the LN2 type (Tanaka et al. 2012),8690,3304,5386,0,0,0
1640909284,7998,27355,27355,31781,Traced,lLN2F_b(Full)_R,9656560959,True,right,lLN2F_b,lLN2F,lLN2F,l_LN_broad_,ALLN_broad,AVM02,2.168,2,17678,14087,14734,12606,30500.2285921338,14017.1741887107,12043.7425250615,78.4726849633692,0.0002253599612414,Type: broad LNs with full/dense neurites belonging to the LN2 type (Tanaka et al. 2012). Group: broad LNs with full/dense neurites belonging to the LN2 type (Tanaka et al. 2012),8981,3172,5809,0,0,0
5901197989,114,208,208,537,Traced,lLN9_R,283684487,True,right,lLN9,lLN9,lLN7-9,l_LN_sparse_bil,ALLN_sparse,AVM02,2.184,2,466,62,112,86,1048.89729901413,451.922842515741,297.743498335126,63.4706881512465,0.0954370332224173,Type: sparse bilateral LNs with dense innervation in VA1 Glom. Group: sparse bilateral LNs with dense innervation in VA1 Glom,6,5,1,0,0,0
1857485083,95,155,155,402,Traced,lLN9_R,299485997,True,right,lLN9,lLN9,lLN7-9,l_LN_sparse_bil,ALLN_sparse,AVM02,2.45,2,313,27,56,93,1010.2820884917,390.637410543321,353.566822456975,41.5822126822133,0.264617295674782,Type: sparse bilateral LNs with dense innervation in VA1 Glom. Group: sparse bilateral LNs with dense innervation in VA1 Glom,6,5,1,0,0,0
1640922754,1785,4654,4654,6422,Traced,lLN2S(Star)_R,1990707111,True,right,lLN2S,lLN2S,lLN2S,l_LN_broad_,ALLN_broad,AVM02,2.475,2,3868,2512,2656,1980,7444.93252307681,3902.29817277834,2707.38065338916,35.3800703566489,0.0008243877402003,Type: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012),903,472,431,0,0,0
1732995501,2241,7124,7124,8275,Traced,lLN2S(Star)_R,2491140812,True,right,lLN2S,lLN2S,lLN2S,l_LN_broad_,ALLN_broad,AVM02,2.407,2,4888,3354,4076,3038,9731.46730835005,5074.33772900532,3536.18243964784,29.2619340087368,0.0002994684559497,Type: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012),1568,697,871,0,0,0
5813069085,2310,7951,7951,8689,Traced,lLN2S(Star)_R,2650892211,True,right,lLN2S,lLN2S,lLN2S,l_LN_broad_,ALLN_broad,AVM02,2.48,2,5909,2639,5244,2623,10375.2156070682,6065.35291400134,3065.64533194451,44.4582463793409,0.0005043420521867,Type: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012),1457,696,761,0,0,0
1670627928,2286,7894,7894,8409,Traced,lLN2S(Star)_R,2691090923,True,right,lLN2S,lLN2S,lLN2S,l_LN_broad_,ALLN_broad,AVM02,2.49,2,4310,4037,3883,3985,10166.5006731102,4598.35467794151,4367.67130948338,30.9856078486971,0.0003761213957752,Type: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012),1464,655,809,0,0,0
1702306037,2186,5712,5712,8040,Traced,lLN2S(Star)_R,2569064708,True,right,lLN2S,lLN2S,lLN2S,l_LN_broad_,ALLN_broad,AVM02,2.418,2,5619,2346,3769,1913,9025.84054734184,5343.27969594926,2489.16639244657,51.616160835819,0.0014746363699703,Type: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012),1076,460,616,0,0,0
1762359683,1653,5102,5102,6043,Traced,lLN2S(Star)_R,1984218459,True,right,lLN2S,lLN2S,lLN2S,l_LN_broad_,ALLN_broad,AVM02,2.315,2,3263,2730,2760,2317,7780.22066966323,3694.42306918234,3096.77800636925,34.549399312911,5.12497324356431e-07,Type: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Star shaped (neurite to center of AL and then split into several main banches) LNs belonging to the LN2 type (Tanaka et al. 2012),1542,660,882,0,0,0
5813032595,2060,11555,11555,8898,Traced,lLN2T_a(Tortuous)_R,3820660527,True,right,lLN2T_a,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.689,3,5053,3839,6208,5323,13921.4367488047,6785.94041219408,5770.35613196309,39.6820950269418,0.0006486970025855,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),1283,728,555,0,0,0
1916800213,1672,5227,5227,6319,Traced,lLN2T_a(Tortuous)_R,1935972751,True,right,lLN2T_a,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.351,3,2287,3956,1899,3305,7294.60728335659,2267.01843929607,3909.57710398209,43.9965905267358,1.56122151728777e-06,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),1564,830,734,0,0,0
1640572741,3026,16937,16937,13329,Traced,lLN2T_b(Tortuous)_R,3911962360,True,right,lLN2T_b,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.14,2,4955,8378,6002,10922,17948.6450783654,5704.62385240181,10387.1699704601,57.8563636190021,0.0002243063677733,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),6563,2777,3786,0,0,0
5813034493,3003,16877,16877,13259,Traced,lLN2T_b(Tortuous)_R,3912903420,True,right,lLN2T_b,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_regional,AVM02,2.132,2,1161,12093,1279,15571,17578.0107319778,1355.99267316504,14225.6818124557,51.4585481225146,0.0003281567929656,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),5649,2585,3064,0,0,0
1671292719,2665,16868,16868,13035,Traced,lLN2T_c(Tortuous)_R,3710521168,True,right,lLN2T_c,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.567,3,4607,8428,5863,10997,16057.3024131458,5233.35486681556,8761.06494002622,80.9127798862337,2.55034010521182e-05,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),2208,899,1309,0,0,0
1704347707,2811,18167,18167,13391,Traced,lLN2T_c(Tortuous)_R,4053397057,True,right,lLN2T_c,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.465,3,3813,9575,4825,13310,16892.3683459084,4195.33163434558,10657.1544265336,72.5267174918665,0.0003159478582966,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),3207,1318,1889,0,0,0
1667251683,3575,10899,10899,12235,Traced,lLN2T_d(Tortuous)_R,4016966695,True,right,lLN2T_d,lLN2T,lLN2T_d-e,l_LN_regional_bil,ALLN_regional,AVM02,2.282,2,7429,4688,6355,4523,15102.3200255696,7554.08692612833,5553.66136253648,48.2292208849454,0.0006265665345013,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),2629,937,1692,33,14,19
1762354941,2093,12011,12011,9089,Traced,lLN2T_a(Tortuous)_R,3771823681,True,right,lLN2T_a,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.672,3,3115,5765,4027,7704,13840.0938640772,4191.23140036297,7920.86865177628,52.5756055576325,4.46531170607001e-05,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),1270,729,541,0,0,0
1640922516,2786,10540,10540,11369,Traced,lLN2T_e(Tortuous)_R,3778355445,True,right,lLN2T_e,lLN2T,lLN2T_d-e,l_LN_broad_bil,ALLN_broad,AVM02,2.601,3,7466,3854,6883,3616,16528.6699852296,9470.12627630717,5070.70047383166,93.195211245113,1.25190434789868e-05,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),1254,674,580,4,0,4
5813055277,2158,12469,12469,9291,Traced,lLN2T_a(Tortuous)_R,4204732857,True,right,lLN2T_a,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.657,3,2704,6582,3377,9053,14980.3923368033,3747.18069572228,9479.29990034554,58.8670500187712,0.0003378211185551,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),1456,745,711,0,0,0
5813056598,2366,9019,9019,9740,Traced,lLN2T_a(Tortuous)_R,2609735529,True,right,lLN2T_a,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.711,3,4631,5089,4178,4804,12229.4031035544,5164.785643957,5666.302419513,33.4528466098827,9.21850835045035e-05,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),835,277,558,0,0,0
1730327790,2957,11906,11906,12523,Traced,lLN2T_a(Tortuous)_R,3892759811,True,right,lLN2T_a,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.419,3,5660,6862,5248,6641,15643.9243573206,6191.2481224207,7741.1449203187,47.5120278845881,8.17815762510499e-05,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),2333,1253,1080,0,0,0
5813054726,2865,9262,9262,11101,Traced,lLN2T_a(Tortuous)_R,3068456230,True,right,lLN2T_a,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.43,3,6039,4949,4993,4223,11582.6526092243,5526.39208954279,4617.80998359675,50.8737129091117,4.44401738239897e-05,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),1920,1009,911,0,0,0
1672320134,2407,8661,8661,9458,Traced,lLN2T_a(Tortuous)_R,2699350541,True,right,lLN2T_a,lLN2T,lLN2T_a-c,l_LN_broad_,ALLN_broad,AVM02,2.823,3,6925,2502,6297,2335,11944.9011150814,7778.11650797353,2691.64502261274,23.2405051552873,2.38759112441977e-05,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),649,260,389,0,0,0
1669924220,2367,7444,7444,7823,Traced,lLN2T_d(Tortuous)_R,2701093403,False,right,lLN2T_d,lLN2T,lLN2T_d-e,l_LN_regional_bil,ALLN_regional,AVM02,2.219,2,3912,3698,3585,3732,11355.4879654026,4868.75699679566,4728.17647189262,34.3130655736079,0.0004191616470956,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),2505,924,1581,48,21,27
1699974843,2938,10635,10635,11916,Traced,lLN2T_e(Tortuous)_R,3823068550,True,right,lLN2T_e,lLN2T,lLN2T_d-e,l_LN_broad_bil,ALLN_broad,AVM02,2.624,3,7944,3973,6948,3675,16213.3264726031,9607.68301354323,4986.18683368974,28.3422751317527,0.0001267114065152,Type: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012). Group: Tortuous (similar to patchy) LNs belonging to the LN2 type (Tanaka et al. 2012),1323,684,639,0,0,0
5813075196,1397,3941,3941,5076,Traced,lLN2R_a(Regional)_R,1539911922,True,right,lLN2R_a,lLN2R,lLN2R,l_LN_regional_,ALLN_regional,AVM02,2.216,2,1873,3164,1454,2468,6027.27995292233,1953.46447519413,3145.52052964921,50.335858988422,9.63303883438904e-07,Type: regional LNs belonging to the LN2 type (Tanaka et al. 2012). Group: regional LNs belonging to the LN2 type (Tanaka et al. 2012),1584,799,785,0,0,0
5813034531,1191,3529,3529,4256,Traced,lLN2R_a(Regional)_R,1361158188,True,right,lLN2R_a,lLN2R,lLN2R,l_LN_regional_,ALLN_regional,AVM02,2.232,2,3347,867,2758,754,5453.1355738266,3582.80265156704,931.078747877235,76.1946659317616,8.68473047428431e-05,Type: regional LNs belonging to the LN2 type (Tanaka et al. 2012). Group: regional LNs belonging to the LN2 type (Tanaka et al. 2012),1549,983,566,0,0,0
5813024339,1188,3501,3501,4191,Traced,lLN2R_a(Regional)_R,1516543980,True,right,lLN2R_a,lLN2R,lLN2R,l_LN_regional_,ALLN_regional,AVM02,2.228,2,3153,944,2608,845,5402.26454270814,3390.39150078213,1034.91885654146,79.8302892136676,0.0002033920053085,Type: regional LNs belonging to the LN2 type (Tanaka et al. 2012). Group: regional LNs belonging to the LN2 type (Tanaka et al. 2012),1347,986,361,0,0,0
5813076969,1114,3487,3487,4344,Traced,lLN2R_b(Regional)_R,1251955256,True,right,lLN2R_b,lLN2R,lLN2R,l_LN_regional_,ALLN_regional,AVM02,2.376,2,841,3480,665,2813,5771.20671728114,879.376503856167,4115.22477254944,38.6783414169034,1.35711905828728e-05,Type: regional LNs belonging to the LN2 type (Tanaka et al. 2012). Group: regional LNs belonging to the LN2 type (Tanaka et al. 2012),553,245,308,0,0,0
1702305987,612,2116,2116,2487,Traced,lLN2R_b(Regional)_R,815279888,True,right,lLN2R_b,lLN2R,lLN2R,l_LN_regional_,ALLN_regional,AVM02,2.455,2,926,1537,741,1369,4036.96332983119,1308.49457009647,2030.56036825894,19.515792190371,0.000477643625695,Type: regional LNs belonging to the LN2 type (Tanaka et al. 2012). Group: regional LNs belonging to the LN2 type (Tanaka et al. 2012),203,136,67,0,0,0
2041993364,328,849,849,1441,Traced,lLN7_R,1408055671,True,right,lLN7,lLN7,lLN7-9,l_LN_regional_bil,ALLN_regional,AVM02,2.553,3,1231,191,641,197,2730.0202774405,1527.05157915559,475.443669993104,136.292026042749,0.0122855265172862,Type: unique regional bilateral LN with a thick neurite towards the GNG. Group: unique regional bilateral LN with a thick neurite towards the GNG,82,59,23,25,22,3
1795734228,312,840,840,1389,Traced,lLN8_R,982453892,True,right,lLN8,lLN8,lLN7-9,l_LN_sparse_bil,ALLN_sparse,AVM02,2.09,2,999,295,528,268,2812.05955480325,1273.09216747694,645.154636242117,233.274662956876,0.0104981299819473,Type: sparse bilateral LNs with dense innervation in DL2 and DP1 Glom. Group: sparse bilateral LNs with dense innervation in DL2 and DP1 Glom,293,269,24,117,84,33
1885765762,351,643,643,1478,Traced,lLN8_R,1162288558,True,right,lLN8,lLN8,lLN7-9,l_LN_sparse_bil,ALLN_sparse,AVM02,2.074,2,955,504,195,441,2511.97863784489,865.534356388909,1075.08330184093,46.3380607197096,0.085263740610835,Type: sparse bilateral LNs with dense innervation in DL2 and DP1 Glom. Group: sparse bilateral LNs with dense innervation in DL2 and DP1 Glom,346,325,21,11,5,6
1793744512,328,940,940,2045,Traced,l2LN19_R,663473385,True,right,l2LN19,l2LN19,l2LN19,l2_LN_sparse_,ALLN_sparse,AVM03,2.255,2,1082,956,208,714,2437.73237621468,463.622292631772,1353.95983286444,103.841275935529,0.0687693520250064,"Type: sparse LN innervating  mainly the V, VM7 and DC4 Glom. Group: sparse LN innervating  mainly the V, VM7 and DC4 Glom",280,240,40,0,0,0
1702336197,296,1053,1053,1900,Traced,l2LN19_R,710623208,True,right,l2LN19,l2LN19,l2LN19,l2_LN_sparse_,ALLN_sparse,AVM03,2.207,2,966,918,189,848,2545.94722244768,478.941260180703,1428.88942034246,108.353139263622,0.0856073032853167,"Type: sparse LN innervating  mainly the V, VM7 and DC4 Glom. Group: sparse LN innervating  mainly the V, VM7 and DC4 Glom",280,235,45,0,0,0
2007578488,211,953,953,1503,Traced,l2LN20_R,538213385,True,right,l2LN20,l2LN20,l2LN20,l2_LN_sparse_bil,ALLN_sparse,AVM03,2.327,2,1101,351,301,609,2144.69529518933,701.94849664224,800.658766289749,62.4161937527306,0.136525436867848,"Type: only two bilateral LNs in the l2 hemilineage, mainly innervating VP2, VP3 and VP5. Group: only two bilateral LNs in the l2 hemilineage, mainly innervating VP2, VP3 and VP5",222,222,0,0,0,0
2007578510,202,656,656,1421,Traced,l2LN20_R,562673442,True,right,l2LN20,l2LN20,l2LN20,l2_LN_sparse_bil,ALLN_sparse,AVM03,2.209,2,781,622,108,537,1777.29010378748,316.611910211246,830.134895246724,50.9547339853725,0.115090524918633,"Type: only two bilateral LNs in the l2 hemilineage, mainly innervating VP2, VP3 and VP5. Group: only two bilateral LNs in the l2 hemilineage, mainly innervating VP2, VP3 and VP5",209,209,0,0,0,0
5813054773,2894,11820,11820,12429,Traced,l2LN18_R,3942265923,True,right,l2LN18,l2LN18,l2LN18,l2_LN_broad_,ALLN_broad,AVM03,2.428,2,8672,3757,8104,3700,15165.1447789691,9262.48870866165,4300.70084682133,61.5676245524472,0.0001057040632262,Type: only broad LN in the l2 hemilineage. Group: only broad LN in the l2 hemilineage,2078,1103,975,0,0,0
1976565858,228,1389,1389,1692,Traced,l2LN21_R,972190752,True,right,l2LN21,l2LN21,l2LN21-23,l2_LN_sparse_,ALLN_sparse,AVM03,2.074,2,1687,0,121,1236,2404.81305844727,467.17625106364,1099.6193208704,47.5116217770642,0.787734016239777,"Type: in morphology similar to the l2LN20 but it is not bilateral, mainly innervating VP2, VP3, VP5. Group: in morphology similar to the l2LN20 but it is not bilateral, mainly innervating VP2, VP3, VP5",590,590,0,0,0,0
2101339904,267,694,694,1318,Traced,l2LN22_R,406725697,True,right,l2LN22,l2LN22,l2LN21-23,l2_LN_sparse_,ALLN_sparse,AVM03,2.018,2,695,610,352,338,1805.24005654005,598.493947161686,637.733569215499,31.8807034766685,0.0003535233025109,"Type: sparse LN innervating the VP Glom, strongest in VP3. Group: sparse LN innervating the VP Glom, strongest in VP3",335,335,0,0,0,0
5813003258,240,638,638,1229,Traced,l2LN22_R,394581202,True,right,l2LN22,l2LN22,l2LN21-23,l2_LN_sparse_,ALLN_sparse,AVM03,2.015,2,870,309,453,177,1639.51847267825,735.485303553073,312.180920853198,34.1807004332037,0.0003166910441255,"Type: sparse LN innervating the VP Glom, strongest in VP3. Group: sparse LN innervating the VP Glom, strongest in VP3",307,307,0,0,0,0
1763037543,482,2757,2757,2882,Traced,vLN24,1074183288,False,right,vLN24,vLN24,vLN24-25,v_LN_regional_,ALLN_regional,AVM04,2.166,2,2640,222,1615,1078,5562.24725397933,3224.52086068308,1078.98661907263,19.9452649009809,0.111481547016902,"Type: regional almost broad LNs, strongly innervating the V Glom. Group: regional almost broad LNs, strongly innervating the V Glom",1338,1304,34,0,0,0
1761345315,751,5031,5031,3715,Traced,vLN24_R,1900350627,True,right,vLN24,vLN24,vLN24-25,v_LN_regional_,ALLN_regional,AVM04,2.221,2,1056,2659,1273,3711,9308.32071233635,2007.22292601022,5321.83320497572,39.6330555820903,0.0007580536908512,"Type: regional almost broad LNs, strongly innervating the V Glom. Group: regional almost broad LNs, strongly innervating the V Glom",1541,1239,302,0,0,0
5813018729,451,2448,2448,3143,Traced,vLN25_R,1206134962,False,right,vLN25,vLN25,vLN24-25,v_LN_regional_,ALLN_regional,AVM04,2.186,2,2453,622,1198,1242,3917.86020374616,1761.10195806289,1409.31478223398,11.5484621861463,0.0762331802238129,"Type: regional LNs innervating the same area of the AL, strongly innervating the VL2 and DP1l Glom. Group: regional LNs innervating the same area of the AL, strongly innervating the VL2 and DP1l Glom",697,678,19,0,0,0
1794037618,456,2547,2547,3151,Traced,vLN25,1195091606,False,right,vLN25,vLN25,vLN24-25,v_LN_regional_,ALLN_regional,AVM04,2.175,2,2686,406,1661,860,4149.77347902937,2239.44411664606,1006.08995082074,47.9404268315157,0.0456145100136196,"Type: regional LNs innervating the same area of the AL, strongly innervating the VL2 and DP1l Glom. Group: regional LNs innervating the same area of the AL, strongly innervating the VL2 and DP1l Glom",794,754,40,0,0,0
5813018847,452,1229,1229,2636,Traced,vLN27_R,718213811,False,right,vLN27,vLN27,vLN27-29,v_LN_sparse_,ALLN_sparse,AVM04,2.263,2,1130,1499,401,822,3551.31210421182,1049.26506665136,1314.36669328323,121.55084790898,0.0076262525537241,"Type: sparse LN innervating mainly VM6 Glom, unique additiona neurite. Group: sparse LN innervating mainly VM6 Glom, unique additiona neurite",150,26,124,0,0,0
2132374646,112,206,206,851,Traced,v2LN2_R,247346924,False,right,v2LN2,v2LN2,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.095,2,848,6,75,104,864.271328358103,242.087579775198,284.991365847335,68.1040191647914,0.404927664168866,Type: ventral LNs belonging to the LN2 type (Tanaka et al. 2012). Group: ventral LNs belonging to the LN2 type (Tanaka et al. 2012),107,96,11,0,0,0
2039273648,128,315,315,937,Traced,v2LN2_R,461746797,True,right,v2LN2,v2LN2,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.097,2,752,181,70,233,1282.85548854846,259.849693920055,504.271377386002,22.408453929159,0.240173407492526,Type: ventral LNs belonging to the LN2 type (Tanaka et al. 2012). Group: ventral LNs belonging to the LN2 type (Tanaka et al. 2012),174,145,29,0,0,0
5813102390,96,323,323,758,Traced,v2LN2_R,214391993,False,right,v2LN2,v2LN2,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.148,2,750,3,68,201,910.207426980348,235.745158365721,368.198228183653,10.3650426898313,0.575824079410834,Type: ventral LNs belonging to the LN2 type (Tanaka et al. 2012). Group: ventral LNs belonging to the LN2 type (Tanaka et al. 2012),127,107,20,0,0,0
1671620613,3134,14703,14703,18067,Traced,v2LN30_R,4849858400,True,right,v2LN30,v2LN30,v2LN30/v2LN37,v2_LN_regional_,ALLN_regional,AVM05,2.52,3,3892,14150,2925,11745,21181.3389158617,3561.77514618332,12960.718844062,80.0674279555381,0.0002913737175622,Type: unique regional LN. Group: unique regional LN,1765,777,988,0,0,0
1820721562,190,366,366,1067,Traced,v2LN32_R,493403607,True,right,v2LN32,v2LN32,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.862,3,237,802,25,320,1787.10348395827,312.010422971508,776.110875660571,56.3307627083484,0.0307950364486219,Type: unique sparse bilateral LN. Group: unique sparse bilateral LN,26,26,0,0,0,0
5813078133,219,1388,1388,1214,Traced,v2LN33_R,958279943,True,right,v2LN33,v2LN33,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.278,2,838,260,577,757,2599.20526037225,1041.27234174546,850.108579528044,80.1719634913099,0.0833474840498727,Type: sparse bilateral LN with strong innervation in VL1 Glom and additional neurites in the same area of AL. Group: sparse bilateral LN with strong innervation in VL1 Glom and additional neurites in the same area of AL,392,370,22,0,0,0
