bodyid,pre,post,upstream,downstream,status,name,voxels,soma,side,connectivity.type,cell.type,group,anatomy.group,class,cellBodyFiber,layer,ct.layer,axon.outputs,dend.outputs,axon.inputs,dend.inputs,total.length,axon.length,dend.length,pd.length,segregation_index,notes,ALR_n_inputs,ALR_n_ipsi_inputs,ALR_n_contra_inputs,ALL_n_inputs,ALL_n_ipsi_inputs,ALL_n_contra_inputs
1728315957,185,1333,1333,1093,Traced,v2LN33_R,697374221,True,right,v2LN33,v2LN33,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.305,2,580,408,300,952,2089.26023900813,601.141434141234,891.752997887233,27.5589062731262,0.0921505837095896,Type: sparse bilateral LN with strong innervation in VL1 Glom and additional neurites in the same area of AL. Group: sparse bilateral LN with strong innervation in VL1 Glom and additional neurites in the same area of AL,438,422,16,1,1,0
1913480167,221,1508,1508,1289,Traced,v2LN33_R,883446915,True,right,v2LN33,v2LN33,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.311,2,1016,259,1083,402,2478.05166732428,1445.04035163156,392.00854437115,64.6958975632648,0.0045477390987634,Type: sparse bilateral LN with strong innervation in VL1 Glom and additional neurites in the same area of AL. Group: sparse bilateral LN with strong innervation in VL1 Glom and additional neurites in the same area of AL,420,405,15,1,1,0
1730979793,480,1972,1972,2225,Traced,v2LN31_R,1637019982,True,right,v2LN31,v2LN31,v2LN31,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.059,2,1030,1161,256,1710,3578.99563741848,691.999551430664,1798.23637042771,90.80820193547,0.103035453459973,Type: unique sparse bilateral LN. Group: unique sparse bilateral LN,1286,1160,126,0,0,0
1915155414,161,324,324,975,Traced,v2LN39b_R,264027581,False,right,v2LN39B,v2LN39B,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.145,2,651,305,91,219,1356.75186591297,450.257193204889,477.265874701095,28.4479205996656,0.102779009718214,Type: sparse LNs innervating mainly the VP Glom but with additional neurites . Group: sparse LNs innervating mainly the VP Glom but with additional neurites ,141,124,17,0,0,0
2008926220,118,360,360,926,Traced,v2LN39b_R,468091065,True,right,v2LN39B,v2LN39B,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.084,2,699,242,80,251,1438.62931118005,275.555056933881,582.865857528327,45.4798479546561,0.17794204999915,Type: sparse LNs innervating mainly the VP Glom but with additional neurites . Group: sparse LNs innervating mainly the VP Glom but with additional neurites ,183,163,20,0,0,0
5901196806,408,1360,1360,2107,Traced,v2LN3a_R,966779694,True,right,v2LN3A,v2LN3A,v2LN3,v2_LN_regional_bil,ALLN_regional,AVM05,2.228,2,1326,729,663,650,3728.34234843302,1449.11224903844,1369.02653421342,62.1361067116236,0.0144301310247305,Type: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012). Group: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012),459,395,64,4,2,2
1700644008,291,940,940,1417,Traced,v2LN3a_R,779222794,True,right,v2LN3A,v2LN3A,v2LN3,v2_LN_regional_bil,ALLN_regional,AVM05,2.302,2,907,441,413,508,2996.43971359915,1439.45404723732,929.808111827818,117.978681878986,0.0369859227489204,Type: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012). Group: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012),300,254,46,11,9,2
1730651751,326,1251,1251,1687,Traced,v2LN3a_R,829906263,True,right,v2LN3A,v2LN3A,v2LN3,v2_LN_regional_bil,ALLN_regional,AVM05,2.173,2,861,799,463,767,3300.23608278186,1138.40884739421,1553.87509272378,5.74577840792321,0.0146993334055491,Type: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012). Group: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012),458,389,69,0,0,0
1730996778,267,804,804,1323,Traced,v2LN3a_R,466560267,False,right,v2LN3A,v2LN3A,v2LN3,v2_LN_regional_bil,ALLN_regional,AVM05,2.202,2,518,778,131,664,2557.06967015679,431.04587582834,1546.43865617071,94.7982730939205,0.0484880422999773,Type: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012). Group: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012),198,180,18,5,5,0
1888199872,468,1737,1737,2381,Traced,v2LN3b_R,1069346830,True,right,v2LN3B,v2LN3B,v2LN3,v2_LN_regional_bil,ALLN_regional,AVM05,2.407,2,867,1514,491,1235,4306.55630542034,1102.63295230799,2297.7969529973,97.0637801317438,0.0051773899383361,Type: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012). Group: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012),346,292,54,2,1,1
1920590638,356,1237,1237,1772,Traced,v2LN3b_R,622999799,False,right,v2LN3B,v2LN3B,v2LN3,v2_LN_regional_bil,ALLN_regional,AVM05,2.541,2,773,990,355,873,3260.20764883176,1036.73401182963,1620.33523111352,56.7428714798877,0.0172320039808888,Type: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012). Group: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012),199,93,106,3,1,2
5813034455,554,1891,1891,2762,Traced,v2LN3b_R,1049685238,True,right,v2LN3B,v2LN3B,v2LN3,v2_LN_regional_bil,ALLN_regional,AVM05,2.516,2,1403,1354,775,1112,4570.46628838149,1755.55536899343,1913.73145837955,23.5435115522576,0.0069346545782337,Type: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012). Group: regional bilateral LNs belonging to the LN3 type (Tanaka et al. 2012),259,195,64,2,2,0
1759674685,199,765,765,1402,Traced,v2LN34a_R,354083525,False,right,v2LN34A,v2LN34A,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.96,3,742,662,84,669,2158.12314691446,503.041127219102,1206.50165180064,52.1638001984226,0.144187520498235,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,41,40,1,3,1,2
5901198734,177,672,672,1274,Traced,v2LN34a_R,302716001,False,right,v2LN34A,v2LN34A,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.812,3,796,476,182,466,2150.51014251509,675.627256775883,1062.04162541111,55.1208237804616,0.0853287710950593,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,77,73,4,1,1,0
1857830017,165,784,784,1149,Traced,v2LN34a_R,318862770,False,right,v2LN34A,v2LN34A,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.745,3,610,539,124,637,2229.10334158386,568.103715608319,1240.64314932308,49.225030778172,0.108853347855987,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,92,92,0,6,3,3
5812990165,157,576,576,1117,Traced,v2LN34a_R,314147201,False,right,v2LN34A,v2LN34A,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.956,3,685,410,227,305,1702.78794825073,724.525285857377,651.247011088621,61.4791566248519,0.0278978374378916,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,31,29,2,3,2,1
5813034306,181,986,986,1012,Traced,v2LN34b_R,482420180,True,right,v2LN34B,v2LN34B,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.471,2,370,557,174,751,2428.34499664977,590.556694800753,1207.60861121437,78.3373559283703,0.0393815550962576,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,238,230,8,1,1,0
1888860489,235,1293,1293,1302,Traced,v2LN34b_R,447780671,False,right,v2LN34B,v2LN34B,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.388,2,391,911,248,1035,2911.51865179603,753.887691598394,1659.23690586432,22.8582922752595,0.0111739865198189,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,339,338,1,1,0,1
1856466057,118,689,689,712,Traced,v2LN34b_R,231117651,False,right,v2LN34B,v2LN34B,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.354,2,361,347,84,591,1542.93168103299,336.184924987982,873.756575990132,61.9490445848748,0.130021989271816,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,185,173,12,0,0,0
5813002250,114,434,434,721,Traced,v2LN34b_R,173417421,False,right,v2LN34B,v2LN34B,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.743,2,279,268,67,342,1126.59231261325,180.167860680331,597.521563025486,81.0257826110056,0.0985025891408796,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,59,51,8,0,0,0
2071677193,164,989,989,919,Traced,v2LN34c_R,388773727,False,right,v2LN34C,v2LN34C,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.415,2,313,599,83,897,2170.06149937571,385.386927777909,1317.40537596848,41.2650300485296,0.0761932484957613,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,234,233,1,0,0,0
1915837804,142,850,850,759,Traced,v2LN34c_R,511226198,True,right,v2LN34C,v2LN34C,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.375,2,535,224,372,470,2004.71978252691,872.274452969708,642.762263088753,22.0931222504436,0.0515863070663395,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,221,219,2,2,1,1
5813057474,92,398,398,603,Traced,v2LN34d_R,311216343,False,right,v2LN34D,v2LN34D,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.61,3,87,428,10,381,1566.87933741839,49.3456832471015,1065.69049391613,84.989166963704,0.0450408480065547,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,47,46,1,1,1,0
1915159759,94,416,416,617,Traced,v2LN34d_R,445701550,True,right,v2LN34D,v2LN34D,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.602,3,340,262,61,348,1520.56542508998,275.211958136553,837.532043566611,61.4253561134225,0.138552311139894,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,18,16,2,3,1,2
1826458709,82,313,313,516,Traced,v2LN34d_R,487941377,True,right,v2LN34D,v2LN34D,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.504,3,263,253,40,267,1334.6331394025,216.850879347369,689.286583501762,39.7934099304141,0.119846679063375,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,31,27,4,0,0,0
1794080892,110,279,279,687,Traced,v2LN34e_R,336385836,True,right,v2LN34E,v2LN34E,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,3.001,3,564,123,74,176,1329.58183156887,426.950353082051,589.985494943527,67.6376137105961,0.206136161870643,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,12,11,1,1,1,0
1670636531,91,300,300,658,Traced,v2LN34e_R,352102578,True,right,v2LN34E,v2LN34E,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.946,3,637,21,55,223,1279.30692887147,392.340450765361,548.951688593723,71.6030169538738,0.537032836599886,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,11,10,1,3,2,1
1854419820,67,256,256,567,Traced,v2LN34e_R,302375009,True,right,v2LN34E,v2LN34E,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,3.03,3,567,0,54,193,1107.49452607047,387.46071983012,474.427734326002,69.4409911531955,0.632765663665854,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,2,2,0,2,2,0
1856129403,47,263,263,391,Traced,v2LN34e_R,146890618,False,right,v2LN34E,v2LN34E,v2LN34-35,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.857,3,365,0,127,132,936.689720728876,384.353162013892,272.813280645314,62.0450721190182,0.336499151748972,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,14,14,0,1,1,0
1668275074,170,545,545,1165,Traced,v2LN34f_R,465129684,True,right,v2LN34F,v2LN34F,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,3.128,3,797,368,102,436,1998.93464415869,514.668533628694,1010.04162253531,86.4594458416623,0.178744325595877,Type: regional or sparse bilateral LNs with neurites in similar region of AL. Group: regional or sparse bilateral LNs with neurites in similar region of AL,20,17,3,2,1,1
1764388538,349,1499,1499,1745,Traced,v2LN35_R,875146510,True,right,v2LN35,v2LN35,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.428,2,847,836,718,737,3583.12289677432,1277.68067413238,1393.72055825414,20.9078547735542,6.91381314057438e-05,Type: regional bilateral LNs innervating similar region of AL. Group: regional bilateral LNs innervating similar region of AL,371,335,36,0,0,0
1668944259,303,1145,1145,1453,Traced,v2LN35_R,606619493,False,right,v2LN35,v2LN35,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.52,2,714,739,190,947,3394.90593730005,768.692833639177,2081.03558813807,48.9818851803918,0.0874552826070637,Type: regional bilateral LNs innervating similar region of AL. Group: regional bilateral LNs innervating similar region of AL,241,123,118,0,0,0
1733056086,246,1037,1037,1497,Traced,v2LN35_R,583663859,True,right,v2LN35,v2LN35,v2LN34-35,v2_LN_regional_bil,ALLN_regional,AVM05,2.551,2,821,670,133,897,2835.57180175157,603.622497442155,1718.11291157454,58.1721897819021,0.146657828367073,Type: regional bilateral LNs innervating similar region of AL. Group: regional bilateral LNs innervating similar region of AL,215,152,63,1,0,1
5813054716,1588,7315,7315,6310,Traced,v2LN36_R,2009863822,True,right,v2LN36,v2LN36,v2LN36,v2_LN_sparse_,ALLN_sparse,AVM05,2.066,2,2267,4040,2331,4970,8858.47415171235,2290.69065606085,4372.80361297804,38.3558343356449,0.0012975546019551,Type: unique sparse LN. Group: unique sparse LN,2790,2308,482,0,0,0
1916485259,572,2179,2179,4420,Traced,v2LN37_R,1044099470,True,right,v2LN37,v2LN37,v2LN30/v2LN37,v2_LN_regional_,ALLN_regional,AVM05,2.423,2,2756,1643,343,1826,4563.96183068392,658.558266963004,2792.98273028328,51.1666371944833,0.165235549037989,Type: unique regional LN. Group: unique regional LN,426,356,70,0,0,0
2038280489,146,455,455,756,Traced,v2LN38_R,260939618,False,right,v2LN38,v2LN38,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.058,2,165,547,102,362,1370.79697275981,240.814284263123,539.303204726414,113.666215271077,0.0001444195227462,"Type: sparse bilateral LNs innervating the VP Glom, mainly VP5. Group: sparse bilateral LNs innervating the VP Glom, mainly VP5",296,288,8,0,0,0
1883443069,151,465,465,805,Traced,v2LN38_R,268703885,False,right,v2LN38,v2LN38,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.103,2,473,295,211,241,1408.761694852,475.846422426694,339.299426466576,146.213931031173,0.0159323137121281,"Type: sparse bilateral LNs innervating the VP Glom, mainly VP5. Group: sparse bilateral LNs innervating the VP Glom, mainly VP5",274,273,1,0,0,0
5813040492,180,703,703,1037,Traced,v2LN38_L,299998175,False,right,v2LN38,v2LN38,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,,2.062,2,385,552,223,466,1441.58762698088,355.443524823051,561.877242445161,76.284914453446,0.0058619055971587,"Type: sparse bilateral LNs innervating the VP Glom, mainly VP5. Group: sparse bilateral LNs innervating the VP Glom, mainly VP5",480,480,0,0,0,0
1887177026,115,399,399,853,Traced,v2LN39a_R,393562522,True,right,v2LN39A,v2LN39A,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.156,2,838,20,160,231,1433.24384311976,436.929220755434,405.529513911881,56.9874390416575,0.344183012961554,Type: sparse LNs innervating mainly the VP Glom but with additional neurites . Group: sparse LNs innervating mainly the VP Glom but with additional neurites ,199,178,21,0,0,0
2069989274,171,323,323,1423,Traced,v2LN39a_R,285718104,False,right,v2LN39A,v2LN39A,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.159,2,736,693,27,254,1147.0269907389,236.722866715894,578.355251215693,7.08312914905241,0.126436053994047,Type: sparse LNs innervating mainly the VP Glom but with additional neurites . Group: sparse LNs innervating mainly the VP Glom but with additional neurites ,146,109,37,0,0,0
2100666288,159,374,374,1155,Traced,v2LN39a_R,307188161,False,right,v2LN39A,v2LN39A,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.114,2,1134,26,63,302,1165.27327964258,380.183549244543,394.639786686319,47.2095150114699,0.597659896563816,Type: sparse LNs innervating mainly the VP Glom but with additional neurites . Group: sparse LNs innervating mainly the VP Glom but with additional neurites ,183,153,30,0,0,0
2256863785,154,323,323,1206,Traced,v2LN39a_R,403829063,True,right,v2LN39A,v2LN39A,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.175,2,981,252,49,233,1358.58242395134,304.312753535733,465.046523940379,36.8798560224851,0.268136605917109,Type: sparse LNs innervating mainly the VP Glom but with additional neurites . Group: sparse LNs innervating mainly the VP Glom but with additional neurites ,148,127,21,0,0,0
1883102183,399,1570,1570,2333,Traced,v2LN5_R,1264423520,True,right,v2LN5,v2LN5,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.064,2,268,1894,15,1548,3057.97390940765,33.8532240818186,1781.70284849116,38.3874552099202,0.0420560775093428,"Type: sparse bilateral LNs belonging to the LN5 type (Tanaka et al. 2012), VM6. Group: sparse bilateral LNs belonging to the LN5 type (Tanaka et al. 2012), VM6",5,0,5,0,0,0
5813066684,404,1392,1392,2304,Traced,v2LN5_R,1118987318,True,right,v2LN5,v2LN5,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.067,2,2095,174,710,673,2658.40072624435,976.741625888836,589.891423008316,160.346414899305,0.167485972172882,"Type: sparse bilateral LNs belonging to the LN5 type (Tanaka et al. 2012), VM6. Group: sparse bilateral LNs belonging to the LN5 type (Tanaka et al. 2012), VM6",2,1,1,0,0,0
1883788812,88,541,541,520,Traced,v2LN50_R,493480413,True,right,v2LN50,v2LN50,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.628,3,333,187,143,390,1827.23291187106,331.451846871815,874.744167380304,69.064892759306,0.103319034096794,"Type: unique LN, is being changed by Kei and Shin-ya. Group: unique LN, is being changed by Kei and Shin-ya",94,86,8,0,0,0
1887837668,95,605,605,479,Traced,v2LN40_R,516492612,False,right,v2LN40,v2LN40,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.057,2,225,252,50,553,1208.00055380666,229.549282821368,676.410373569401,54.4680304894265,0.14910975525389,Type: sparse bilateral LNs main innervation in  VL1 Glom. Group: sparse bilateral LNs main innervation in  VL1 Glom,414,414,0,0,0,0
1947188040,41,359,359,286,Traced,v2LN40_R,211424472,False,right,v2LN40,v2LN40,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.127,2,212,74,23,322,1112.02429309589,218.048753481339,583.075716746426,28.9394656900551,0.38790778239988,Type: sparse bilateral LNs main innervation in  VL1 Glom. Group: sparse bilateral LNs main innervation in  VL1 Glom,73,73,0,0,0,0
1728294318,149,1043,1043,772,Traced,v2LN40_R,743187565,True,right,v2LN40,v2LN40,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.067,2,567,205,354,685,1639.89169677104,556.664901866793,636.453619365608,38.401053846615,0.114673672432842,Type: sparse bilateral LNs main innervation in  VL1 Glom. Group: sparse bilateral LNs main innervation in  VL1 Glom,787,787,0,1,0,1
1728294045,102,706,706,493,Traced,v2LN40_R,508049612,True,right,v2LN40,v2LN40,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.093,2,187,287,147,521,1851.18290615036,428.375174747029,745.239022874042,91.5397736375306,0.026085431935148,Type: sparse bilateral LNs main innervation in  VL1 Glom. Group: sparse bilateral LNs main innervation in  VL1 Glom,396,396,0,0,0,0
1852754119,73,396,396,390,Traced,v2LN40_R,621582699,True,right,v2LN40,v2LN40,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.056,2,324,9,110,280,1158.63549304776,421.341303561307,351.430540541856,24.8463475599027,0.427197888376837,Type: sparse bilateral LNs main innervation in  VL1 Glom. Group: sparse bilateral LNs main innervation in  VL1 Glom,281,281,0,0,0,0
1888860914,30,339,339,211,Traced,v2LN40_R,218358966,False,right,v2LN40,v2LN40,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.111,2,111,100,23,306,1210.15169496736,168.468480862174,671.566428651056,49.1348510595937,0.202657548970495,Type: sparse bilateral LNs main innervation in  VL1 Glom. Group: sparse bilateral LNs main innervation in  VL1 Glom,158,157,1,0,0,0
1947192569,309,1829,1829,1655,Traced,v2LN40_R,804616134,False,right,v2LN40,v2LN40,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.068,2,946,651,626,1168,2448.55523236204,704.23739442025,1105.91014259143,127.169123733734,0.0433170970469736,Type: sparse bilateral LNs main innervation in  VL1 Glom. Group: sparse bilateral LNs main innervation in  VL1 Glom,1214,1213,1,0,0,0
2101015643,167,897,897,1339,Traced,v2LN41_R,357914641,False,right,v2LN41,v2LN41,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.075,2,1065,121,27,845,1844.31390469201,323.020988617252,980.050509190792,4.71390950336333,0.649892611500227,"Type: sparse bilateral LNs innervating the VP Glom, VP1. Group: sparse bilateral LNs innervating the VP Glom, VP1",534,534,0,0,0,0
5901199598,159,427,427,1098,Traced,v2LN41_R,280605574,False,right,v2LN41,v2LN41,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.12,2,601,412,75,338,1314.63739787433,305.471279734054,475.163487444929,71.3287672337267,0.123984053716019,"Type: sparse bilateral LNs innervating the VP Glom, VP1. Group: sparse bilateral LNs innervating the VP Glom, VP1",226,217,9,2,1,1
1977881942,122,882,882,762,Traced,v2LN42_R,447426754,True,right,v2LN42,v2LN42,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.448,2,370,386,75,802,1881.96168385496,365.384935865016,1045.17586134631,68.6821905171659,0.156578311134131,Type: sparse bilateral LNs innervating the VL1 and VL2p Glom. Group: sparse bilateral LNs innervating the VL1 and VL2p Glom,244,241,3,2,2,0
1758323593,58,351,351,371,Traced,v2LN42_R,165083797,False,right,v2LN42,v2LN42,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.373,2,248,123,33,311,981.008600419374,105.212012759267,500.208163140614,157.075760660257,0.272072946268752,Type: sparse bilateral LNs innervating the VL1 and VL2p Glom. Group: sparse bilateral LNs innervating the VL1 and VL2p Glom,102,88,14,0,0,0
1883106059,5,789,789,32,Traced,v2LN4_R,563470832,True,right,v2LN4,v2LN4,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.105,2,27,0,0,780,2005.15195902103,8.49000967652446,1150.37908937498,133.051438201557,1.0,Type: sparse bilateral LNs belonging to the LN4 type (Tanaka et al. 2012). Group: sparse bilateral LNs belonging to the LN4 type (Tanaka et al. 2012),363,363,0,0,0,0
5813108151,5,600,600,27,Traced,v2LN4_R,259616901,False,right,v2LN4,v2LN4,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.079,2,8,0,0,568,1521.74643577364,0.537728556057785,894.038382213362,144.755927932962,1.0,Type: sparse bilateral LNs belonging to the LN4 type (Tanaka et al. 2012). Group: sparse bilateral LNs belonging to the LN4 type (Tanaka et al. 2012),310,310,0,0,0,0
1883442994,9,962,962,64,Traced,v2LN4_R,573924009,True,right,v2LN4,v2LN4,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.127,2,41,3,4,925,2190.33890188045,14.656360048611,1381.77951005481,129.921612657532,0.8119844769684,Type: sparse bilateral LNs belonging to the LN4 type (Tanaka et al. 2012). Group: sparse bilateral LNs belonging to the LN4 type (Tanaka et al. 2012),413,413,0,0,0,0
5813034203,51,376,376,356,Traced,v2LN45_R,337303888,True,right,v2LN45,v2LN45,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.113,2,295,58,62,309,1123.41181989577,256.829584561611,504.275060903274,24.6370408778763,0.35214974732808,"Type: sparse bilateral LNs innervating mainly VP, VC2 and VL1 Glom. Group: sparse bilateral LNs innervating mainly VP, VC2 and VL1 Glom",150,149,1,1,1,0
1946851619,54,280,280,410,Traced,v2LN45_R,361427506,True,right,v2LN45,v2LN45,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.222,2,315,94,76,201,1127.27879395573,282.6814172859,483.392791305478,47.3072201828576,0.184836368124657,"Type: sparse bilateral LNs innervating mainly VP, VC2 and VL1 Glom. Group: sparse bilateral LNs innervating mainly VP, VC2 and VL1 Glom",92,92,0,2,2,0
2008921702,68,312,312,465,Traced,v2LN45_R,207049956,False,right,v2LN45,v2LN45,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.318,2,301,164,115,193,1163.1648232435,356.902360664452,490.688221938695,30.8566445929601,0.0542869687479538,"Type: sparse bilateral LNs innervating mainly VP, VC2 and VL1 Glom. Group: sparse bilateral LNs innervating mainly VP, VC2 and VL1 Glom",54,52,2,10,10,0
1885109710,37,229,229,265,Traced,v2LN46_R,122883986,False,right,v2LN46,v2LN46,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.709,3,159,75,20,198,834.992781303065,65.2238000552258,433.548835210321,75.3989509601273,0.2870440290942,"Type: sparse bilateral LNs, main innervation of DP1l Glom. Group: sparse bilateral LNs, main innervation of DP1l Glom",30,29,1,0,0,0
1885782720,72,388,388,465,Traced,v2LN46_R,250329740,True,right,v2LN46,v2LN46,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.421,3,396,51,42,342,1100.41749279498,291.557332123706,429.513898220652,21.1104882631549,0.494314887367027,"Type: sparse bilateral LNs, main innervation of DP1l Glom. Group: sparse bilateral LNs, main innervation of DP1l Glom",95,68,27,0,0,0
