dataset,collection,file_id,relative_path,rows,columns,size_bytes,sha256
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406276043271_vln28_vln29_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406276043271_vLN28_vLN29_L_glomerular_ORN_inputs_ipsi_contra.csv,3,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,207,4eecbb4c418327fcd17c3251479b91b8a4ad41ff8746cdc47c84b28dcb4640c9
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406276057791_lln2p_b_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406276057791_lLN2P_b_L_glomerular_ORN_inputs_ipsi_contra.csv,27,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1204,3a686ebbb9ce335add3a61a3a91758c6cfc012a94c2308e3ee554af1eafe0d10
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406276902461_lln2x03_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406276902461_lLN2X03_L_glomerular_ORN_inputs_ipsi_contra.csv,51,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2183,e52edd67a580952e943cb2c2b0ab8de713e025189f4892cabb49e34a878e4447
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406277373651_lln2x10_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406277373651_lLN2X10_L_glomerular_ORN_inputs_ipsi_contra.csv,46,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1970,b64bea6bc176674c14a999e5eb21d384305960fd55722631f05a74c7f6a1324e
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406277684091_lln8_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406277684091_lLN8_L_glomerular_ORN_inputs_ipsi_contra.csv,9,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,418,bf16f5d94653ac9f78aee5e2ccc83bc426d47da1b66e5ad8a8edecd4d7a27b21
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406277684092_lln8_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406277684092_lLN8_R_glomerular_ORN_inputs_ipsi_contra.csv,10,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,456,d311881d232285022b2c6ed539353f01d824ec5c94c22910e84cbc38fd3e321a
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406279275731_lln2x04_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406279275731_lLN2X04_L_glomerular_ORN_inputs_ipsi_contra.csv,49,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2127,04d1502b2c80f4eb98d6256dc21109b24f272242eb708e1b4b477268b217eae6
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406280236851_albn1_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,32,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1369,04aa3b19587253f661ac3bd513d879bca2db81b64a26440e67f0354332b87fe0
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406280236852_albn1_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406280236852_ALBN1_R_glomerular_ORN_inputs_ipsi_contra.csv,3,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,188,75c95ec6254bbbef7df706e7d73500d40ef79152ad3bc904e2f307ccb2745c2d
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406280599782_lln2x11_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406280599782_lLN2X11_R_glomerular_ORN_inputs_ipsi_contra.csv,46,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1994,94ea171bd380685e7e313dfa9307fbc3c7f8d7298ca82b28791f8caf252178f5
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406281423522_cb2908_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406281423522_CB2908_R_glomerular_ORN_inputs_ipsi_contra.csv,10,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,471,e62c77b99e92c82013a6fbfc158ec07b1a5a6e8e195aa5dee5844f33827feea3
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406282519072_cb1546_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406282519072_CB1546_R_glomerular_ORN_inputs_ipsi_contra.csv,8,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,390,3cc4fcbc872629ef77f8b9ad7d6a6dc0de53f99fa2d750e5cd9c977609cfd12f
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406283264172_cb1546_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406283264172_CB1546_R_glomerular_ORN_inputs_ipsi_contra.csv,9,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,433,f7b26b3599d9137698769993c9dda7f9eb356ba033e59f8f179d22ffb9ca672b
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406283308851_cb3417_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406283308851_CB3417_L_glomerular_ORN_inputs_ipsi_contra.csv,5,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,268,66fc23c97abf214b80beb3ee99cf2cc9dc9ad756905b03ea0ff74d96929a4ed3
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406283436341_lln2p_c_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406283436341_lLN2P_c_L_glomerular_ORN_inputs_ipsi_contra.csv,29,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1272,a91d4256d727001d9e10ce5324241765989f4360074266209eb83110cb08941e
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406284202642_lln2x02_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406284202642_lLN2X02_R_glomerular_ORN_inputs_ipsi_contra.csv,35,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1553,7fecbe714d9ef6edaa2e7484ed8af49108d63683c9e6ecf2d3cbff6cd0cfecef
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406285735192_vln25_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406285735192_vLN25_R_glomerular_ORN_inputs_ipsi_contra.csv,15,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,680,ee7f08f9c4e418f78694b151f3141ed0609f7cf076eff0420eb606384bb11173
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406288222482_lln2x02_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406288222482_lLN2X02_R_glomerular_ORN_inputs_ipsi_contra.csv,40,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1750,fce14a95ce3eaea150949cc48ef782a0162b41e8de14e4dd777f430de7cf6098
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406289144361_lln2x12_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406289144361_lLN2X12_L_glomerular_ORN_inputs_ipsi_contra.csv,47,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2036,d5560dc7b4a938a2aa70cc72ce2ce85a13a560e4ea17ea2a9c0cc59260446f12
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406289146921_ln60b_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406289146921_LN60b_L_glomerular_ORN_inputs_ipsi_contra.csv,29,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1208,7a3a27e27fbd97a809ef3980d7750ae1ce1d2dc460e4a8bac76b7ee14910f8b1
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406289146922_ln60b_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406289146922_LN60b_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,232,433fff243dd8f6e32c137ec3375c42aa725a75655e9062ab6418051a1bcb1b26
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406289332752_cb2345_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406289332752_CB2345_R_glomerular_ORN_inputs_ipsi_contra.csv,1,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,111,063ded933561ad8b8590d2dd954b2f19898f7e2f13d96a3c3bf1c8aeb8bd889c
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406290687411_v2ln46b_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406290687411_v2LN46b_L_glomerular_ORN_inputs_ipsi_contra.csv,1,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,112,c6d92422e703962676dfda437030ebc46a5b20e11a3c85fbcb394750e3adf33f
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406290687412_v2ln46b_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406290687412_v2LN46b_R_glomerular_ORN_inputs_ipsi_contra.csv,3,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,199,3d69f0211a722d10a76f2341de08b518b06a312ddbb5d5c8996cc6ad0ec730df
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406291118142_vln24_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406291118142_vLN24_R_glomerular_ORN_inputs_ipsi_contra.csv,7,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,348,99aca5bf19290edac5fa42bbe9ce03af50329b37ef3d1395f0193578d3f66994
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406293247912_cb1824_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406293247912_CB1824_R_glomerular_ORN_inputs_ipsi_contra.csv,3,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,190,c384c23275c316b3d99f6171b04f67ad1c8c9abf169a2253b2a5f47dd83b0e94
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406294095801_cb3202_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406294095801_CB3202_L_glomerular_ORN_inputs_ipsi_contra.csv,10,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,469,3d2701fe143416013f82ff9b70fe02f4b6e5078f5c0a3957850f399c38caf8cd
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406295086521_cb3575_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406295086521_CB3575_L_glomerular_ORN_inputs_ipsi_contra.csv,5,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,265,236068abf660614624ef41b3da4e759ffa0ff0217dc48e69127b525c334232eb
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406295086522_cb3575_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406295086522_CB3575_R_glomerular_ORN_inputs_ipsi_contra.csv,1,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,109,08f928a03a2b88ce6039da52ff0da860384fd6b68aa0a9d8b88f0c5187fdb131
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406295892922_v2ln49_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406295892922_v2LN49_R_glomerular_ORN_inputs_ipsi_contra.csv,2,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,148,d7824c676610a1dd80d49a708dad70f2f418f3ab1f2f9a84e13a3ff54759ba3d
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406297927322_lln1_bc_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406297927322_lLN1_bc_R_glomerular_ORN_inputs_ipsi_contra.csv,26,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1127,611d80c9b4cf2f46716e2ba47cef35319f2e20ca196dae1aafd61c51a4d365be
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406299124281_cb3202_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406299124281_CB3202_L_glomerular_ORN_inputs_ipsi_contra.csv,11,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,508,969507fd35d4d45c09752818f6220732f900916df29bedb77e90753c92f33916
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406299423431_cb1013_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406299423431_CB1013_L_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,234,a6228ce9527a7584c825c503302799a408e61e5b629784e7eb9058c1fdc83eef
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406300775581_vln28_vln29_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406300775581_vLN28_vLN29_L_glomerular_ORN_inputs_ipsi_contra.csv,2,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,163,994c7c9e2bc0e4531fab59f6853106b5e88b6b5b317e138f6b69a3449dc2f190
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406300807631_lln13_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406300807631_lLN13_L_glomerular_ORN_inputs_ipsi_contra.csv,1,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,110,7e5862ff20cf5f5fb7c7abadafed39da0afcd8bc0cbc64addf45cbc18b8cac2b
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406301832861_lln1_bc_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406301832861_lLN1_bc_L_glomerular_ORN_inputs_ipsi_contra.csv,23,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1001,87630d96a4461386548271f4dacfdbf0d89d111649aba64b77ff8d46e4eebb3c
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406302254032_lln2x12_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406302254032_lLN2X12_R_glomerular_ORN_inputs_ipsi_contra.csv,44,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1886,f627995caab731954427ddbd95968ff607e28fcf4b4ad5ea07a79e2c03a1d18a
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406302517912_v2ln46b_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406302517912_v2LN46b_R_glomerular_ORN_inputs_ipsi_contra.csv,3,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,198,4e8dd0fd69ce240676f9a03da48ba4cd7db976a3c84616057f42891d3e199b55
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406303233032_vln28_vln29_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406303233032_vLN28_vLN29_R_glomerular_ORN_inputs_ipsi_contra.csv,1,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,121,6a757036121c4b105a7a8f497d9ce0a0a58f0fef4421044247a4d2a97b4c7a3d
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406303404742_vln25_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406303404742_vLN25_R_glomerular_ORN_inputs_ipsi_contra.csv,16,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,717,be4e1438eb60eddc15f8a511805cc262b4a14f43b2290399ec107b49912c976d
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406304073882_lln2t_b_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406304073882_lLN2T_b_R_glomerular_ORN_inputs_ipsi_contra.csv,44,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2007,10618e0e0bd93ee987958a2386dac6318737099bc5fa4a09e30ae626e133cdf8
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406305710521_lln1_bc_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406305710521_lLN1_bc_L_glomerular_ORN_inputs_ipsi_contra.csv,23,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1008,819affcf4be574746b886dbe20b2da50ff43fdb47a9957f117c0bd9fef50b0ff
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406305753751_cb1285_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406305753751_CB1285_L_glomerular_ORN_inputs_ipsi_contra.csv,1,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,112,ce04382898c76b557796b7c9e86f953d3dea8f81362c72af61205658f8b13a45
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406305920312_l2ln23_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406305920312_l2LN23_R_glomerular_ORN_inputs_ipsi_contra.csv,1,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,113,0e7bf949ad28edc25e5e318ebf5d9e021ddf60d9f5003628b47816b90c393d01
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406307233841_cb1473_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406307233841_CB1473_L_glomerular_ORN_inputs_ipsi_contra.csv,12,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,541,986406159e97d3aa845a7a33297bba756f74e49d24e836bb47883c423dec70cc
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406308641701_cb1546_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406308641701_CB1546_L_glomerular_ORN_inputs_ipsi_contra.csv,8,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,388,57f463e3060d01ed8949cb8d1861a0635dceee1eae369f1323621a5a36d20174
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406309453351_lln1_bc_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406309453351_lLN1_bc_L_glomerular_ORN_inputs_ipsi_contra.csv,20,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,879,8afc5eb2a93eb103c3565342f33050fa1fa809a2df1689c8d97fd00af1ac9a28
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406311055801_lln2p_a_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406311055801_lLN2P_a_L_glomerular_ORN_inputs_ipsi_contra.csv,27,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1208,2c65d14f745271c1477022e87e3018fd93dbbe5619d0362cdae769d224a62b6a
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406311644761_cb3633_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406311644761_CB3633_L_glomerular_ORN_inputs_ipsi_contra.csv,1,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,112,a4eb77f5c80dcc5352d50fa0f1d36417ac356b4fce4eb79a157dddab6a5451f1
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406311644762_cb3633_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406311644762_CB3633_R_glomerular_ORN_inputs_ipsi_contra.csv,14,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,620,b7c20e9727c39579a596ce0d3f5b695d6ef8948af3d4912fac7690c0a9617e6b
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406312879121_lln1_bc_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406312879121_lLN1_bc_L_glomerular_ORN_inputs_ipsi_contra.csv,25,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1079,bfa2335146942599dfb05c5577f0d70f5b8fdf12464d6fe9bc9764409e367e36
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406314231161_lln1_a_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406314231161_lLN1_a_L_glomerular_ORN_inputs_ipsi_contra.csv,23,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,973,bf9d723ca5ecaa12749af2cb3ba0dc86a2ebcd5682b59c888deb6348fa6adf04
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406314970781_lln2p_a_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406314970781_lLN2P_a_L_glomerular_ORN_inputs_ipsi_contra.csv,22,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,999,93e4071c321bf963347ee8dea480f7a68777cf30b70537348aca701f892037b9
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406315262151_cb1266_l_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406315262151_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,9,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,441,797aacfaba6ee235c182eaf4fa0b13550e0948c25b7b73fcc96fe47799177f4b
flywire,pan_ln_analysis,flywire_pan_ln_analysis_ln_orn_by_glomerulus_individual_lns_7205759406315262152_cb1266_r_glomerular_orn_inputs_ipsi_contra,flywire/pan_ln_analysis/LN_ORN_by_glomerulus_individual_LNs/7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,29,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1253,346c94ee593014f9f719aa1f7597919c1cd7d1576071098e608b991e6313fccc
