dataset,collection,file_id,relative_path,rows,columns,size_bytes,sha256
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_l2ln18_l2ln18_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/l2LN18_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,52,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1717,66c5e70923e32c9e63c35c914322499dfa360a87a0daead3e7ebe4fe8fe4c88d
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_l2ln19_l2ln19_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/l2LN19_l2LN19_R_glomerular_ORN_inputs_ipsi_contra.csv,13,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,473,0cf17b39a2d311abbea5d449b3647d44637cfd43a3e454ef4446c330f8c56513
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_l2ln20_l2ln20_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/l2LN20_l2LN20_R_glomerular_ORN_inputs_ipsi_contra.csv,2,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,137,1ac5293ed81284a8b7445b0c9aa3bbdddf0f2225ca2121df09cef3b43053e2a0
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_l2ln21_l2ln21_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/l2LN21_l2LN21_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,196,3ee94e34f5fb88549b4d134bc9e45a91858a6e208e2becaff5b9ce7bed2ddde4
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_l2ln22_l2ln22_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/l2LN22_l2LN22_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,197,6571bf3089f7e323a54b8036b28e7755d15ea2802b93c6dbd599d7f4d1353986
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_l2ln23_l2ln23_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/l2LN23_l2LN23_R_glomerular_ORN_inputs_ipsi_contra.csv,2,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,136,fdc74469a00b18d4e81c12481b60816e536a17dfff646c725b272b73ef9fb15c
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_l2ln23_l2ln23_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/l2LN23_l2LN23_glomerular_ORN_inputs_ipsi_contra.csv,3,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,160,d2957ec3f04f9d22022d64b2e5ce25918223436757e1f0c8a74e76496c241f60
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln10_lln10_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN10_lLN10_R_glomerular_ORN_inputs_ipsi_contra.csv,18,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,604,ee210007f7dfc633337b2b743a583807caa4f90a051296ba246a117a4f5a70a6
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln11_lln11_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN11_lLN11_R_glomerular_ORN_inputs_ipsi_contra.csv,18,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,602,135f50527a955c6de7b24b62048e8107270fb2b9d806d5a399ca533367e556d2
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln12a_lln12a_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN12A_lLN12a_R_glomerular_ORN_inputs_ipsi_contra.csv,19,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,652,38f129a926f7f52be3bab03f99633cc804b85e254406dda45e781acaf9b56982
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln12b_lln12b_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN12B_lLN12b_R_glomerular_ORN_inputs_ipsi_contra.csv,8,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,315,f7230fe1b88c86a83290f192c92148c4cb8d7ba31b885b54dc8d8c42e7ed63ea
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln13_lln13_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN13_lLN13_R_glomerular_ORN_inputs_ipsi_contra.csv,7,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,279,fe259add887db3ee799f95a604c6df650b34d83d9711fb03ed7c711d9a0779ac
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln14_lln14_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN14_lLN14_R_glomerular_ORN_inputs_ipsi_contra.csv,9,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,339,0915d76e55ea5163bf447f06ff6f3cee98a107fda10cc1d4c4bc2d7fc620afc7
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln15_lln15_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN15_lLN15_R_glomerular_ORN_inputs_ipsi_contra.csv,14,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,481,d8e6b3fefb2a9899bdeedba4af170286b54db268251a3ec951c19da4c3a9dd79
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln16a_lln16a_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN16A_lLN16a_R_glomerular_ORN_inputs_ipsi_contra.csv,7,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,283,4889bc4b0428f966aa4755dd72985006ef73928216530c01f052d1e3cb15bffb
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln16b_lln16b_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN16B_lLN16b_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,196,219457076e81d6ebdcaaed6f3775809027fdc040c5b6427e927e98546117516e
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln17_lln17_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN17_lLN17_R_glomerular_ORN_inputs_ipsi_contra.csv,5,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,222,d656576f4634f324e9ad643cb811a9454e43598babb80046191b0bf6f82c3370
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln1_lln1_a_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN1_lLN1_a_R_glomerular_ORN_inputs_ipsi_contra.csv,47,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1501,1d1d12d25bf2479d58de3ff82f87ab77068d74a66fbbeb5e9dc7ba85bfcc13e3
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln1_lln1_b_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN1_lLN1_b_R_glomerular_ORN_inputs_ipsi_contra.csv,43,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1373,b275162d0725420a23950a34ad67aeae79430a19f4295d5f7b3352fe149ab960
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln1_lln1_c_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN1_lLN1_c_R_glomerular_ORN_inputs_ipsi_contra.csv,44,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1411,7e9efd6bb1639383fd3f24b8f7793cce42e502e3f1422d3ffcc54615004ff6bd
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2f_lln2f_a_full_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2F_lLN2F_a(Full)_R_glomerular_ORN_inputs_ipsi_contra.csv,56,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2288,146e9dcbb2e8241d3d5453ed2ea6229271a43df5155411bd17c01c7c08bfe233
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2f_lln2f_b_full_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2F_lLN2F_b(Full)_R_glomerular_ORN_inputs_ipsi_contra.csv,55,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2258,a5cd0397d0be746e36dacd2e1b605c11293493526ec4b559a257109b03660199
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2p_lln2p_a_patchy_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2P_lLN2P_a(Patchy)_R_glomerular_ORN_inputs_ipsi_contra.csv,31,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1339,0be28803ef980f8b0d73c5bbaedfa5070d8d8880de0a2ebc8288f4221aec167a
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2p_lln2p_b_patchy_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2P_lLN2P_b(Patchy)_R_glomerular_ORN_inputs_ipsi_contra.csv,40,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1698,3c2d023e5414200d324faaaf723380982fe37067a92b74e6a0b63f9c688b2816
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2p_lln2p_c_patchy_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2P_lLN2P_c(Patchy)_R_glomerular_ORN_inputs_ipsi_contra.csv,36,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1505,b468b261cc187ae6e9e39dd49a52c888dd980e1e46b043ff496e260bde9da3e6
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2r_lln2r_a_regional_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2R_lLN2R_a(Regional)_R_glomerular_ORN_inputs_ipsi_contra.csv,21,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,972,0f3b498fdddf953d03680a26fa702d7aac73616db296217d2ea0b0f26c0a0e3c
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2r_lln2r_b_regional_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2R_lLN2R_b(Regional)_R_glomerular_ORN_inputs_ipsi_contra.csv,26,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1157,1972eb52cff552b1711fd3f006349005dd73b9b484c0d37292bf5423c11e8136
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2s_lln2s_star_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2S_lLN2S(Star)_R_glomerular_ORN_inputs_ipsi_contra.csv,45,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1714,6d9295b94ffe094b1796defa74958e8568656504a38883981427529ad24d41be
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2t_lln2t_a_tortuous_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2T_lLN2T_a(Tortuous)_R_glomerular_ORN_inputs_ipsi_contra.csv,54,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2339,974f787901d239e5e239b7ce7257b67f5640f31415b16668d76142887e4b9d11
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2t_lln2t_b_tortuous_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2T_lLN2T_b(Tortuous)_R_glomerular_ORN_inputs_ipsi_contra.csv,50,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2248,880b60b9384261e9fe41a7412f17f5d23ffeb3b2dd851d7a0da46323dedac8a6
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2t_lln2t_c_tortuous_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2T_lLN2T_c(Tortuous)_R_glomerular_ORN_inputs_ipsi_contra.csv,47,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2096,7774d49f8839a3db51c15440c263059c804aa0e4738f1cd9fe90548c41f6e93c
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2t_lln2t_d_tortuous_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2T_lLN2T_d(Tortuous)_R_glomerular_ORN_inputs_ipsi_contra.csv,36,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1621,a9da172146069daaa88ff65e6a4fbc938bf2cf6ef2d0c8ae33961e54520e51ee
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln2t_lln2t_e_tortuous_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN2T_lLN2T_e(Tortuous)_R_glomerular_ORN_inputs_ipsi_contra.csv,54,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,2362,a1ea5dd2c23a274a9c39ff5523af7d888fc92444cae7b8530741adb02e1a5cad
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln7_lln7_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN7_lLN7_R_glomerular_ORN_inputs_ipsi_contra.csv,24,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,755,e344f94b207907cf54b2d3ab3b435814e7ec0972c4b8178fff9f556449e6e982
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln8_lln8_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN8_lLN8_R_glomerular_ORN_inputs_ipsi_contra.csv,11,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,398,99391150ce5a6040c6f5acbe08e2cbf2d4c13d3321e1672d432f3b309d70f632
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_lln9_lln9_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/lLN9_lLN9_R_glomerular_ORN_inputs_ipsi_contra.csv,7,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,273,26a6beaef9d4ba64d0e4ead1a42057c21094b0ba9c0febef4daee1439db05052
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln2_v2ln2_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN2_v2LN2_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,196,605c576c3f4966d6bbac77cf53cc5966caf21b0ad21bc898e934ab3405c201a1
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln30_v2ln30_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN30_v2LN30_R_glomerular_ORN_inputs_ipsi_contra.csv,45,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1485,194c7b46e33f54214d9f5c260b8dfa9abf3d91e1bdfe6e5852ebfbeeaa9716c2
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln31_v2ln31_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN31_v2LN31_R_glomerular_ORN_inputs_ipsi_contra.csv,5,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,239,1186182058a41d78bb7652d1404efd0ed85fb343a03caccec3ab6af0ca9ea68d
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln32_v2ln32_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN32_v2LN32_R_glomerular_ORN_inputs_ipsi_contra.csv,3,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,167,7c21cce1aa9d5a58b4f1ef492949ffb959d1b736d922483cbe7f21dc92c199cc
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln33_v2ln33_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN33_v2LN33_R_glomerular_ORN_inputs_ipsi_contra.csv,6,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,262,3c2a8e451faef97365d2ee439aea263da1fc8acd3ee67ecaf84225ef03badaf4
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln34a_v2ln34a_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN34A_v2LN34a_R_glomerular_ORN_inputs_ipsi_contra.csv,10,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,381,bbef22b72507372e3e217ec84afbf4b19ea7893cef4d5e450b4f496e965a410a
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln34b_v2ln34b_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN34B_v2LN34b_R_glomerular_ORN_inputs_ipsi_contra.csv,3,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,167,841f527bc1d226f5a39800542b53736ee0a10e267adf0bc365120ae49c47eed8
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln34c_v2ln34c_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN34C_v2LN34c_R_glomerular_ORN_inputs_ipsi_contra.csv,6,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,270,4ce05763d4ec1a279aa00a830de9ab58fc0d7d7acd7b9efe731f00bed9086732
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln34d_v2ln34d_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN34D_v2LN34d_R_glomerular_ORN_inputs_ipsi_contra.csv,11,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,417,04b52994c85aaf278ba3b93a3542e52f3e5d0b2780f7c2067c09e22698170141
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln34e_v2ln34e_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN34E_v2LN34e_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,199,72b5c954ed3f0d60a8f2b01cf02c1abdedff1fb100d2042c0a040bc622268449
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln34f_v2ln34f_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN34F_v2LN34f_R_glomerular_ORN_inputs_ipsi_contra.csv,12,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,444,37f9f49ce29fd24b6d78db69f3817bb60c8c07b5dd79ec1f29f27a54f2ddd0dd
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln35_v2ln35_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN35_v2LN35_R_glomerular_ORN_inputs_ipsi_contra.csv,11,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,409,9f2bb501e6dd6fc1959221626d128c507e671af92669a242c308c637666f6e44
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln36_v2ln36_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN36_v2LN36_R_glomerular_ORN_inputs_ipsi_contra.csv,12,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,465,48401fe98d4e68302d67e5a60717e022d3ccc88662c1dfc2511100783318f001
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln37_v2ln37_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN37_v2LN37_R_glomerular_ORN_inputs_ipsi_contra.csv,19,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,656,ecb29ea115ae207a214055164bdc68c1ee8160025e4f486808ad5c78078fcde0
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln38_v2ln38_l_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN38_v2LN38_L_glomerular_ORN_inputs_ipsi_contra.csv,5,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,230,17f7ee0e00bc3fe8e0367c8aeef087fc1db98d108986b0595c5f15b8104578c5
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln38_v2ln38_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN38_v2LN38_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,196,8f1b354b7cfddc07af9e8861597bb153486dcb0e44040696f60f7e88177551ad
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln39a_v2ln39a_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN39A_v2LN39a_R_glomerular_ORN_inputs_ipsi_contra.csv,5,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,233,fcc020d73f8afdb7180456e35f6c4ee3ef2d093cb639ada44534a338689ecff2
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln39b_v2ln39b_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN39B_v2LN39b_R_glomerular_ORN_inputs_ipsi_contra.csv,9,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,361,96d4832578f2c844e4035cdd497fb8cae65d2d704eaaa5d6393e2434a1d08f1d
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln3a_v2ln3a_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN3A_v2LN3a_R_glomerular_ORN_inputs_ipsi_contra.csv,20,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,688,d745ca84c29a4d0a0dc98ba2d184bb482050c56591d3ab3f4de19da2b5da3adf
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln3b_v2ln3b_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN3B_v2LN3b_R_glomerular_ORN_inputs_ipsi_contra.csv,39,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,1267,775fe52b2ebe14dd64a3633e42883dca71cda27b3c2df703bf7a7d382c3620cb
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln40_v2ln40_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN40_v2LN40_R_glomerular_ORN_inputs_ipsi_contra.csv,8,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,322,ad24d9efb7d008dbcd94b036a581204247ce7027d96e40df355de356561f3c74
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln41_v2ln41_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN41_v2LN41_R_glomerular_ORN_inputs_ipsi_contra.csv,5,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,235,ee3a91df23d989d307395f2e08edaa79677041c408961f032f366894cdca7dcb
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln42_v2ln42_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN42_v2LN42_R_glomerular_ORN_inputs_ipsi_contra.csv,6,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,258,95dcb129c6067c047fbda6a5d95810a02bc4edb1f5cb6104868d8944e21d0429
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln43_v2ln43_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN43_v2LN43_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,194,be8f9f4c980ff9b5b6f8229406d3a3bd01677475e67fa4d3012ca53f5f030295
hemibrain,ln_orn_by_glomerulus,hemibrain_ln_orn_by_glomerulus_v2ln44_v2ln44_r_glomerular_orn_inputs_ipsi_contra,hemibrain/ln_orn_by_glomerulus/v2LN44_v2LN44_R_glomerular_ORN_inputs_ipsi_contra.csv,4,LN_instance|LN_bodyid|glomerulus|n_inputs|n_ipsi_inputs|n_contra_inputs,198,0b2807c11ae938fb9cdc682ab925e3e63fce9183df252a292d0ec98f3a821da5
