root_id,analysis_body_ids,analysis_instances,analysis_hemispheres,analysis_neuropils,primary_flywire_name,comparison_name,recommended_match_group,hemibrain_type_names,hemibrain_family_names,all_names,cell_type,hemibrain_type,user_tags,flow,super_class,cell_class,cell_sub_class,morphology_group,side,top_nt,top_nt_conf,known_nt,known_nt_source
720575940620234177,7205759406202341771,CB1673_L,L,AL_L,CB1673,CB1673,CB1673,,,AL local neuron;ALLN;ALv2;CB1673;right,CB1673,,"AL local neuron,ALLN;ALv2; right",intrinsic,central,ALLN,,ALv2__1,left,glutamate,0.4339406369452409,,
720575940631618920,7205759406316189201;7205759406316189202,CB1673_L;CB1673_R,L;R,AL_L;AL_R,CB1673,CB1673,CB1673,,,AL local neuron;ALLN;ALv2;CB1673;left,CB1673,,"AL local neuron,ALLN;ALv2; left",intrinsic,central,ALLN,,ALv2__1,right,glutamate,0.4811461535184668,,
720575940640559165,7205759406405591651,CB1673_L,L,AL_L,CB1673,CB1673,CB1673,,,AL local neuron;ALLN;ALv2;CB1673;right,CB1673,,"AL local neuron,ALLN;ALv2; right",intrinsic,central,ALLN,,ALv2__1,left,glutamate,0.4427729376193665,,
720575940652063734,7205759406520637342,CB1673_R,R,AL_R,CB1673,CB1673,CB1673,,,AL local neuron;ALLN;ALv2;CB1673;glutamate;left,CB1673,,"AL local neuron,ALLN;ALv2; left; glutamate",intrinsic,central,ALLN,,ALv2__1,right,glutamate,0.4051721969531863,,
720575940608362418,7205759406083624181;7205759406083624182,CB1676_L;CB1676_R,L;R,AL_L;AL_R,CB1676,CB1676,CB1676,,,AL local neuron;ALLN;ALv2;CB1676;acetylcholine;right,CB1676,,"AL local neuron,ALLN;ALv2; right; acetylcholine",intrinsic,central,ALLN,,ALv2__1,left,acetylcholine,0.3696531902702176,,
720575940617629270,7205759406176292701;7205759406176292702,CB1676_L;CB1676_R,L;R,AL_L;AL_R,CB1676,CB1676,CB1676,,,AL local neuron;ALLN;ALv2;CB1676;left,CB1676,,"AL local neuron,ALLN;ALv2; left",intrinsic,central,ALLN,,ALv2__1,right,acetylcholine,0.3920821936325077,,
720575940622038182,7205759406220381821;7205759406220381822,CB1676_L;CB1676_R,L;R,AL_L;AL_R,CB1676,CB1676,CB1676,,,AL local neuron;ALLN;ALv2;CB1676;acetylcholine;right,CB1676,,"AL local neuron,ALLN;ALv2; right; acetylcholine",intrinsic,central,ALLN,,ALv2__1,left,acetylcholine,0.3816267054631669,,
720575940635934143,7205759406359341431;7205759406359341432,CB1676_L;CB1676_R,L;R,AL_L;AL_R,CB1676,CB1676,CB1676,,,AL local neuron;ALLN;ALv2;CB1676;glutamate;left,CB1676,,"AL local neuron,ALLN;ALv2; left; glutamate",intrinsic,central,ALLN,,ALv2__1,right,glutamate,0.3595688331563304,,
720575940604008160,7205759406040081602,CB1686_R,R,AL_R,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,right,gaba,0.5018128082111661,,
720575940612305506,7205759406123055061,CB1686_L,L,AL_L,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,left,gaba,0.4274331217089215,,
720575940614832543,7205759406148325431,CB1686_L,L,AL_L,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;ALv1;CB1686;gaba;right,CB1686,,"AL local neuron,ALLN;ALv1; right; gaba",intrinsic,central,ALLN,,ALl1_dorsal__0,left,gaba,0.4629882763052103,,
720575940614858399,7205759406148583992,CB1686_R,R,AL_R,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,right,gaba,0.4423722405530293,,
720575940617544193,7205759406175441932,CB1686_R,R,AL_R,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,right,gaba,0.4747974075986745,,
720575940626310686,7205759406263106861,CB1686_L,L,AL_L,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,left,gaba,0.4685977739198478,,
720575940634962936,7205759406349629362,CB1686_R,R,AL_R,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,right,gaba,0.4117477300309372,,
720575940637183454,7205759406371834542,CB1686_R,R,AL_R,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,right,acetylcholine,0.4039666229549488,,
720575940613167845,7205759406131678451,CB1824_L,L,AL_L,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,left,gaba,0.4439112525135154,,
720575940617140765,7205759406171407651,CB1824_L,L,AL_L,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,left,gaba,0.5598835021553071,,
720575940618158672,7205759406181586721,CB1824_L,L,AL_L,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,left,gaba,0.641091452808606,,
720575940618304670,7205759406183046702,CB1824_R,R,AL_R,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,right,gaba,0.6370500526380711,,
720575940620755126,7205759406207551261,CB1824_L,L,AL_L,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,left,gaba,0.6075119465058717,,
720575940623540477,7205759406235404771,CB1824_L,L,AL_L,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,left,gaba,0.573799677435798,,
720575940624356792,7205759406243567922,CB1824_R,R,AL_R,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,"AL local neuron,ALLN",intrinsic,central,ALLN,,ALl1_dorsal__0,right,gaba,0.6130524880440452,,
