level,n_output_synapses,hemispheres,top1_nt,top1_probability,top2_nt,top2_probability,top3_nt,top3_probability,mean_probability_acetylcholine,mean_probability_gaba,mean_probability_glutamate,mean_probability_octopamine,mean_probability_serotonin,mean_probability_dopamine,recommended_match_group,source_root_count,source_roots,primary_flywire_names,hemibrain_types
class,15123,L;R,acetylcholine,0.3539236707041852,glutamate,0.3163300782634825,gaba,0.15021443466619,0.3539236707041852,0.15021443466619,0.3163300782634825,0.004194300283041161,0.12908222234658795,0.046255293727658194,CB1676,4,720575940608362418;720575940617629270;720575940622038182;720575940635934143,CB1676,
class,11430,L;R,gaba,0.42934685716565785,acetylcholine,0.30465466049568696,dopamine,0.10649486882830002,0.30465466049568696,0.42934685716565785,0.10171214987843027,0.0036046483766505404,0.054186815556108735,0.10649486882830002,CB1686,8,720575940604008160;720575940612305506;720575940614832543;720575940614858399;720575940617544193;720575940626310686;720575940634962936;720575940637183454,CB1686,
class,7203,L;R,gaba,0.5374737423658146,acetylcholine,0.27698150933140314,glutamate,0.084637391911847,0.27698150933140314,0.5374737423658146,0.084637391911847,0.004028793388339029,0.05274146812363058,0.04413709444381511,CB1824,10,720575940613167845;720575940617140765;720575940618158672;720575940618304670;720575940620755126;720575940623540477;720575940624356792;720575940624645818;720575940629324791;720575940640258613,CB1824,
class,4168,L;R,glutamate,0.5246164358724915,gaba,0.15468028925449206,acetylcholine,0.1423195942415906,0.1423195942415906,0.15468028925449206,0.5246164358724915,0.004480969508635832,0.12186633757744872,0.0520363734299971,CB2345,3,720575940625630212;720575940628933275;720575940643869988,CB2345,
class,5256,L;R,gaba,0.3499050158131255,acetylcholine,0.2899824643436589,glutamate,0.15717249914877673,0.2899824643436589,0.3499050158131255,0.15717249914877673,0.0032075239036341774,0.10965066264208728,0.09008183391312924,CB2471,5,720575940616198587;720575940620400116;720575940631978956;720575940638844504;720575940640060112,CB2471,
class,2247,L;R,gaba,0.3912647736551002,acetylcholine,0.2701855942999781,glutamate,0.17603233243609817,0.2701855942999781,0.3912647736551002,0.17603233243609817,0.005843657034706916,0.09434435956400304,0.06232928337937079,CB2504,3,720575940614871336;720575940635689829;720575940640364085,CB2504,
class,9452,L;R,glutamate,0.3795867788631679,acetylcholine,0.2544509276040648,gaba,0.2025181479020635,0.2544509276040648,0.2025181479020635,0.3795867788631679,0.00695824951174026,0.07287256489915396,0.08361333198956604,CB2527,6,720575940610680274;720575940612049459;720575940622014090;720575940624977466;720575940633156203;720575940633277364,CB2527,
class,5429,L;R,acetylcholine,0.32883231710304006,glutamate,0.2619985161749627,gaba,0.16975009645851433,0.32883231710304006,0.16975009645851433,0.2619985161749627,0.020417127124231764,0.1313498282799031,0.08765211497094987,CB2569,4,720575940625732196;720575940625990277;720575940626876945;720575940638422480,CB2569,
class,9419,L;R,glutamate,0.36360718564818567,acetylcholine,0.30434498927840364,gaba,0.1924353047115574,0.30434498927840364,0.1924353047115574,0.36360718564818567,0.007186634239314362,0.08006023659076965,0.05236564953589881,CB2571,5,720575940616959778;720575940621778646;720575940624069012;720575940625956483;720575940627132232,CB2571,
class,2328,L;R,glutamate,0.42184073744081557,gaba,0.22013595708453826,acetylcholine,0.16503524943785955,0.16503524943785955,0.22013595708453826,0.42184073744081557,0.0073090055050042384,0.09235678751268583,0.09332226308000036,CB2661,3,720575940607685700;720575940624323342;720575940625684057,CB2661,
class,1750,L;R,gaba,0.49669610900740735,acetylcholine,0.3444759098364814,glutamate,0.06433530176572766,0.3444759098364814,0.49669610900740735,0.06433530176572766,0.005843162542797588,0.050153297861262006,0.0384962205347719,CB2822,2,720575940622811400;720575940636110222,CB2822,
class,1940,L;R,acetylcholine,0.35584024743194437,gaba,0.22883503666263072,glutamate,0.21285454817849533,0.35584024743194437,0.22883503666263072,0.21285454817849533,0.003615595555856316,0.11863010053922184,0.08022447157556695,CB2845,3,720575940618259766;720575940624422643;720575940626579593,CB2845,
class,5084,L;R,gaba,0.4394164459630489,acetylcholine,0.27114334526200246,glutamate,0.1246048339865615,0.27114334526200246,0.4394164459630489,0.1246048339865615,0.002214570721864866,0.0902075658902255,0.07241323988181092,CB2908,4,720575940626518302;720575940627390440;720575940628142352;720575940650581881,CB2908,
class,6091,L;R,gaba,0.5340948027671969,acetylcholine,0.31413779266301683,glutamate,0.0712829780150686,0.31413779266301683,0.5340948027671969,0.0712829780150686,0.004376200311411076,0.03286844731962128,0.04323977904775471,CB3007,5,720575940616892061;720575940621681321;720575940623183763;720575940625772828;720575940634385247,CB3007,
class,2851,L;R,glutamate,0.5690831542535612,serotonin,0.18041923758523473,gaba,0.10167111077847726,0.09467789770061637,0.10167111077847726,0.5690831542535612,0.0042834589970761686,0.18041923758523473,0.0498651414195624,CB3172,2,720575940617327590;720575940632094415,CB3172,
class,5640,L;R,gaba,0.5298704233566235,acetylcholine,0.25261047837171025,dopamine,0.0821331853063281,0.25261047837171025,0.5298704233566235,0.0722613047641285,0.0034178472974572714,0.05970676174568188,0.0821331853063281,CB3202,4,720575940605305777;720575940629409580;720575940629912428;720575940634364311,CB3202,
class,5541,L;R,glutamate,0.4825083889164195,acetylcholine,0.18019493556360153,gaba,0.15447094515317603,0.18019493556360153,0.15447094515317603,0.4825083889164195,0.00653844313762804,0.12133361142580627,0.05495367517417618,CB3326,4,720575940623362380;720575940629064764;720575940633625184;720575940638664014,CB3326,
class,17702,L;R,glutamate,0.37974546298397716,acetylcholine,0.2865444192530077,gaba,0.16131032965857334,0.2865444192530077,0.16131032965857334,0.37974546298397716,0.007314887711198591,0.11173482047913606,0.053350079556701235,CB3417,7,720575940617021234;720575940618552443;720575940628330885;720575940631858373;720575940639878589;720575940644743790;720575940645372964,CB3417,
class,3401,L;R,glutamate,0.3625138666272295,acetylcholine,0.3076132506264041,gaba,0.21290309412382735,0.3076132506264041,0.21290309412382735,0.3625138666272295,0.0035923247297007274,0.05409090018698802,0.05928656291602058,CB3575,2,720575940619937445;720575940629508652,CB3575,
class,7346,L;R,acetylcholine,0.31214509231855103,glutamate,0.30408013086448493,serotonin,0.17717496561965881,0.31214509231855103,0.146698850174647,0.30408013086448493,0.003984138900894829,0.17717496561965881,0.05591682160332624,CB3633,3,720575940606705073;720575940627031226;720575940631164476,CB3633,
class,3653,L;R,acetylcholine,0.4855719172685373,gaba,0.17336832105576933,serotonin,0.16500759187370537,0.4855719172685373,0.17336832105576933,0.03600800907621778,0.004972792468082341,0.16500759187370537,0.1350713688900441,CB3679,2,720575940622812799;720575940649154681,CB3679,
class,16529,L;R,gaba,0.6327181679914933,acetylcholine,0.162773428083703,glutamate,0.0913537799928683,0.162773428083703,0.6327181679914933,0.0913537799928683,0.003197881413147475,0.0643259066410654,0.0456308373319985,LN60a,2,720575940613489617;720575940640314190,LN60a,
class,16130,L;R,gaba,0.6395102348736199,acetylcholine,0.1481082011234696,glutamate,0.09504055053198818,0.1481082011234696,0.6395102348736199,0.09504055053198818,0.0040078110418754805,0.06963168323424408,0.043701519918799954,LN60b,2,720575940628914692;720575940632007983,LN60b,
class,73476,L;R,acetylcholine,0.3135144972438961,gaba,0.31295000782558613,serotonin,0.1934415789610794,0.3135144972438961,0.31295000782558613,0.08468087658810611,0.0030980945381229694,0.1934415789610794,0.0923149450105816,il3LN6,2,720575940623636701;720575940632403986,il3LN6,il3LN6
class,12252,L;R,gaba,0.5598358584308794,acetylcholine,0.1556511076732101,glutamate,0.145634565138838,0.1556511076732101,0.5598358584308794,0.145634565138838,0.01256205678031644,0.06724316550138308,0.059073247042042816,l2LN19,4,720575940617249949;720575940634657431;720575940635092122;720575940638006086,l2LN19,l2LN19
class,9163,L;R,gaba,0.7281771352983393,acetylcholine,0.10846986590995855,glutamate,0.10333162703062228,0.10846986590995855,0.7281771352983393,0.10333162703062228,0.004294890939787637,0.026213665568336146,0.02951281691813394,l2LN20,4,720575940610836885;720575940616579257;720575940621164927;720575940621814054,l2LN20,l2LN20
class,7182,L;R,gaba,0.7516293466402653,acetylcholine,0.12160336141537187,glutamate,0.06958091106865633,0.12160336141537187,0.7516293466402653,0.06958091106865633,0.004666478941766263,0.020615271751212604,0.03190462997017919,l2LN21,2,720575940622726663;720575940631275181,l2LN21,l2LN21
class,7387,L;R,gaba,0.3823135880669791,acetylcholine,0.21792700871044302,glutamate,0.15375118878196525,0.21792700871044302,0.3823135880669791,0.15375118878196525,0.008619735354734384,0.150978515085782,0.08640996550941561,l2LN22,4,720575940609959726;720575940611906713;720575940613791399;720575940614054802,l2LN22,l2LN22
class,14532,L;R,gaba,0.4377644741243079,acetylcholine,0.40233640515267916,glutamate,0.08300693009896865,0.40233640515267916,0.4377644741243079,0.08300693009896865,0.005832849235365124,0.038634562114909426,0.032424779015924804,l2LN23,4,720575940615669972;720575940627014949;720575940627214235;720575940630592031,l2LN23,l2LN23
class,331440,L;R,serotonin,0.28408585859459085,dopamine,0.2576501240745937,acetylcholine,0.21003381767037554,0.21003381767037554,0.18609619673283173,0.05900495197231574,0.003129051072677671,0.28408585859459085,0.2576501240745937,lLN1,33,720575940606056905;720575940610161091;720575940612347571;720575940615708482;720575940616908177;720575940617537570;720575940618112310;720575940618561403;720575940621298270;720575940621542747;720575940622338742;720575940622920074;720575940623137997;720575940623792648;720575940625585508;720575940626342174;720575940629792732;720575940630183286;720575940630571052;720575940630945335;720575940631287912;720575940631423116;720575940631586858;720575940631603281;720575940631704716;720575940632197930;720575940633938349;720575940634034839;720575940640541091;720575940641593051;720575940641606541;720575940648633988;720575940660217729,lLN1_a;lLN1_bc,"lLN1_a;lLN1_b,lLN1_c"
class,13071,L;R,gaba,0.48555021191512293,acetylcholine,0.2706895511830215,serotonin,0.10109423664893118,0.2706895511830215,0.48555021191512293,0.05507047062536403,0.006998968892166156,0.10109423664893118,0.08059656165397122,lLN10,2,720575940606385440;720575940610157688,lLN10,lLN10
class,8360,L;R,gaba,0.5296326820150824,acetylcholine,0.297807179757251,glutamate,0.09588503006328726,0.297807179757251,0.5296326820150824,0.09588503006328726,0.004796376736020324,0.04213765928915726,0.02974107371965958,lLN13,5,720575940604568521;720575940616642790;720575940630080763;720575940638731427;720575940641621645,lLN13,lLN13
class,257212,L;R,gaba,0.45913818551133667,acetylcholine,0.2409052439138875,serotonin,0.16073571690555316,0.2409052439138875,0.45913818551133667,0.03280567134395434,0.003071506291806215,0.16073571690555316,0.10334367717545802,lLN2F,8,720575940605758142;720575940609282825;720575940623000858;720575940623788040;720575940632795532;720575940634545890;720575940638128474;720575940640803200,lLN2F_a;lLN2F_b,lLN2F_a;lLN2F_b
class,259023,L;R,gaba,0.3495692649822185,acetylcholine,0.2192055436968834,glutamate,0.18085552243654066,0.2192055436968834,0.3495692649822185,0.18085552243654066,0.005019725228359518,0.17684668074792798,0.06850326358521693,lLN2P,34,720575940605883569;720575940608345778;720575940610669614;720575940611944914;720575940612461461;720575940612475598;720575940614429165;720575940614944977;720575940615513086;720575940616486230;720575940617205179;720575940621500865;720575940622054497;720575940623650823;720575940623955637;720575940624330281;720575940624450342;720575940625977802;720575940626115134;720575940626378242;720575940626624275;720575940627605779;720575940628343634;720575940631105580;720575940631497078;720575940632505359;720575940634303132;720575940634949311;720575940635249332;720575940636241550;720575940637666446;720575940640955637;720575940644362788;720575940660217985,lLN2P_a;lLN2P_b;lLN2P_c,lLN2P_a;lLN2P_b;lLN2P_c
class,305158,L;R,serotonin,0.322541333981152,gaba,0.27949667535536743,acetylcholine,0.17673169823408677,0.17673169823408677,0.27949667535536743,0.09369254134983847,0.002795178330917557,0.322541333981152,0.12474257295739763,lLN2T,22,720575940606722249;720575940611379569;720575940613590501;720575940613804259;720575940616169578;720575940618385620;720575940618757666;720575940619059102;720575940621551854;720575940623146701;720575940625251401;720575940627690246;720575940630407388;720575940631907159;720575940632416298;720575940632835688;720575940633294796;720575940633483807;720575940637623780;720575940640830453;720575940644704160;720575940646576436,lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e;lLN2X03,lLN2T_a;lLN2T_b;lLN2T_c;lLN2T_d;lLN2T_e
class,38007,L;R,gaba,0.4588599562900544,acetylcholine,0.28388581922378314,serotonin,0.0852583709580247,0.28388581922378314,0.4588599562900544,0.08286524153681449,0.006190279648779441,0.0852583709580247,0.08294033287505123,lLN2X02,6,720575940610408643;720575940615073587;720575940628420264;720575940628822248;720575940632198442;720575940633741229,lLN2X02,
class,58932,L;R,gaba,0.35370586970203416,serotonin,0.28374468640210854,acetylcholine,0.17130464832595274,0.17130464832595274,0.35370586970203416,0.09238885874632549,0.00221235862243326,0.28374468640210854,0.09664357879003008,lLN2X04,4,720575940616758322;720575940621398254;720575940627927573;720575940637136752,lLN2X04,
class,41241,L;R,serotonin,0.37205682021130976,dopamine,0.21421042430594897,gaba,0.19121954427635404,0.15176793438551156,0.19121954427635404,0.06623746741027492,0.004507809848337761,0.37205682021130976,0.21421042430594897,lLN2X05,4,720575940611671506;720575940616197819;720575940617299131;720575940631899223,lLN2X05,
class,17340,L;R,acetylcholine,0.4018582323607282,gaba,0.24524735174861864,serotonin,0.21651129560402485,0.4018582323607282,0.24524735174861864,0.028598687027205947,0.0035159862410199146,0.21651129560402485,0.10426844794706507,lLN2X06,3,720575940622457443;720575940633772452;720575940641592795,lLN2X06,
class,17057,L;R,acetylcholine,0.45048393985757107,gaba,0.21560177201686156,serotonin,0.18573602492089564,0.45048393985757107,0.21560177201686156,0.024153147575608203,0.0034587384974527563,0.18573602492089564,0.12056637763051316,lLN2X07,3,720575940633212441;720575940640415859;720575940651758838,lLN2X07,
class,8376,L;R,acetylcholine,0.43820941634270244,serotonin,0.26143664307879977,dopamine,0.16059062218096248,0.43820941634270244,0.11335612008681557,0.02305869733023502,0.0033485009618088564,0.26143664307879977,0.16059062218096248,lLN2X09,2,720575940615303391;720575940640986075,lLN2X09,
class,27688,L;R,acetylcholine,0.4249684375288729,serotonin,0.22488055601258639,gaba,0.1681288836071571,0.4249684375288729,0.1681288836071571,0.023441536740030695,0.004312382201504466,0.22488055601258639,0.15426820451952872,lLN2X10,4,720575940608241365;720575940619078091;720575940625584484;720575940627737365,lLN2X10,
class,51100,L;R,serotonin,0.41113418358257786,acetylcholine,0.19456988619227936,dopamine,0.18026534206636474,0.19456988619227936,0.16929144739523447,0.04143683437988333,0.003302307106780326,0.41113418358257786,0.18026534206636474,lLN2X11,4,720575940619931119;720575940624435128;720575940628059978;720575940660217473,lLN2X11,
class,104417,L;R,acetylcholine,0.32979371202960006,serotonin,0.23566921391218187,dopamine,0.20423474528547408,0.32979371202960006,0.19814318660295763,0.02787370496382082,0.004285437705561436,0.23566921391218187,0.20423474528547408,lLN2X12,13,720575940606751922;720575940612637554;720575940612907121;720575940617586757;720575940620565313;720575940621585279;720575940622650879;720575940623136717;720575940624832743;720575940628914436;720575940630225403;720575940631619921;720575940631975884,lLN2X12,
class,15203,L;R,gaba,0.6864094399207347,acetylcholine,0.1667642612900236,serotonin,0.05637750929145249,0.1667642612900236,0.6864094399207347,0.039816433344897324,0.00445446636164428,0.05637750929145249,0.04617789015509854,lLN8,4,720575940624079821;720575940627768409;720575940638775118;720575940642343565,lLN8,lLN8
class,5968,L;R,gaba,0.3664232555504911,acetylcholine,0.348811906161222,serotonin,0.12912014612753608,0.348811906161222,0.3664232555504911,0.08199297716395133,0.007180568026559898,0.12912014612753608,0.06647114840469917,lLN9,7,720575940612042981;720575940621416572;720575940622626303;720575940625177836;720575940627014641;720575940627173636;720575940635847269,lLN9,lLN9
class,67758,L;R,serotonin,0.2920284861579748,acetylcholine,0.26619836419787907,glutamate,0.2505118259453046,0.26619836419787907,0.12389161870793226,0.2505118259453046,0.002325612692396391,0.2920284861579748,0.06504409231167367,v2LN30,2,720575940614956072;720575940635945919,v2LN30,v2LN30
class,9476,L;R,glutamate,0.43003765827247187,gaba,0.2450011510685028,acetylcholine,0.2040369508352208,0.2040369508352208,0.2450011510685028,0.43003765827247187,0.007546581156174398,0.0576697520811938,0.055707906761914755,v2LN31,2,720575940621086996;720575940639892413,v2LN31,v2LN31
class,4472,L;R,glutamate,0.44906326037018773,gaba,0.20779429358118037,acetylcholine,0.1759739195370185,0.1759739195370185,0.20779429358118037,0.44906326037018773,0.015413304648937403,0.06259069371706272,0.08916452773681528,v2LN32,2,720575940623289578;720575940631448680,v2LN32,v2LN32
class,13566,L;R,glutamate,0.44056541489113304,acetylcholine,0.31240615103524155,gaba,0.1628817064417534,0.31240615103524155,0.1628817064417534,0.44056541489113304,0.005459569390085694,0.04408440526797759,0.034602752495366186,v2LN33,4,720575940612732273;720575940621441494;720575940634809455;720575940659429761,v2LN33,v2LN33
class,7011,L;R,glutamate,0.4832140804067085,acetylcholine,0.20980584233314173,gaba,0.19034676235385803,0.20980584233314173,0.19034676235385803,0.4832140804067085,0.003974409057383741,0.06251691182175519,0.05014199359540996,v2LN34E,6,720575940611098595;720575940614618683;720575940627405052;720575940631591199;720575940634127456;720575940635180956,v2LN34E,v2LN34E
class,14890,L;R,serotonin,0.5244956629033469,glutamate,0.2567593228203208,acetylcholine,0.10359734658135554,0.10359734658135554,0.08929134385500784,0.2567593228203208,0.001522348740053381,0.5244956629033469,0.024333974782540752,v2LN36,2,720575940619061662;720575940620541349,v2LN36,v2LN36
class,12062,L;R,acetylcholine,0.3608314217017761,glutamate,0.3407222908972176,gaba,0.18407469783276253,0.3608314217017761,0.18407469783276253,0.3407222908972176,0.007838676416109202,0.045259710706240734,0.06127320232485193,v2LN38,4,720575940614308758;720575940616855225;720575940620689524;720575940633831264,v2LN38,v2LN38
class,8343,L;R,glutamate,0.5897117638506415,acetylcholine,0.18766811591782254,gaba,0.14424444339567882,0.18766811591782254,0.14424444339567882,0.5897117638506415,0.004571905043643072,0.041861828277428584,0.031941942623271706,v2LN39a,4,720575940630916650;720575940638022515;720575940641773472;720575940652562081,v2LN39a,
class,29137,L;R,acetylcholine,0.3159385887169225,glutamate,0.27543761984957116,serotonin,0.19411961357216978,0.3159385887169225,0.15855257309112988,0.27543761984957116,0.004998714535097226,0.19411961357216978,0.05095289012682493,v2LN3A,10,720575940609890315;720575940613222835;720575940618458513;720575940624084429;720575940624180479;720575940625013175;720575940625958414;720575940626051367;720575940631566700;720575940639067108,v2LN3A1_a;v2LN3A1_b,v2LN3A
class,27162,L;R,acetylcholine,0.6062919127750497,glutamate,0.1749514083432272,gaba,0.12996877689359843,0.6062919127750497,0.12996877689359843,0.1749514083432272,0.004012698744157219,0.03477198440890242,0.050003218729494536,v2LN4,6,720575940617441752;720575940618021755;720575940620319085;720575940626074378;720575940633372185;720575940657858433,v2LN4,v2LN4
class,6970,L;R,glutamate,0.3531701761279381,acetylcholine,0.2765644323470317,gaba,0.19295018391781255,0.2765644323470317,0.19295018391781255,0.3531701761279381,0.006625108397111142,0.0999262125996145,0.07076388627526696,v2LN40_2,4,720575940606267659;720575940614757974;720575940614774434;720575940635664046,v2LN40_2,
class,11621,L;R,gaba,0.34999907737784264,acetylcholine,0.3322215104992717,glutamate,0.2197478045697687,0.3322215104992717,0.34999907737784264,0.2197478045697687,0.008611439380237187,0.050321910715243834,0.03909825742845986,v2LN41,4,720575940619417620;720575940622625279;720575940630704211;720575940642015477,v2LN41a;v2LN41b,v2LN41
class,10432,L;R,glutamate,0.6037405502861262,serotonin,0.1310083973897886,acetylcholine,0.12109153495299457,0.12109153495299457,0.09558541624959938,0.6037405502861262,0.003733561386307581,0.1310083973897886,0.04484054025698942,v2LN42,6,720575940621470028;720575940624361230;720575940625642517;720575940626681146;720575940626815826;720575940638853454,v2LN42a;v2LN42b;v2LN42c,v2LN42
class,5644,L;R,glutamate,0.5567349795068723,gaba,0.1986408412707775,acetylcholine,0.10586748987219437,0.10586748987219437,0.1986408412707775,0.5567349795068723,0.00420068081579516,0.08048325158143796,0.05407275614121736,v2LN46,8,720575940606756785;720575940609406985;720575940613970147;720575940615071795;720575940618911901;720575940620311718;720575940629068741;720575940630251791,v2LN46a;v2LN46b,v2LN46
class,2596,L;R,glutamate,0.5572323940464595,gaba,0.16426365271253032,serotonin,0.110844894690405,0.09854353028184713,0.16426365271253032,0.5572323940464595,0.004159872438740898,0.110844894690405,0.06495565391235349,v2LN47,5,720575940621612765;720575940623118519;720575940623526985;720575940633286068;720575940646037783,v2LN47,v2LN47
class,6137,L;R,glutamate,0.39051485365972655,gaba,0.2502880754520113,acetylcholine,0.2399421507029356,0.2399421507029356,0.2502880754520113,0.39051485365972655,0.0062234784440385,0.05128581541073885,0.06174562769672786,v2LN49,4,720575940618428830;720575940619007664;720575940627369960;720575940629589292,v2LN49,v2LN49
class,20885,L;R,glutamate,0.422460588227525,acetylcholine,0.26167533743476507,gaba,0.24161829267600365,0.26167533743476507,0.24161829267600365,0.422460588227525,0.004270833323397503,0.04105337411592986,0.0289215742236469,v2LN5,4,720575940617175965;720575940617295901;720575940617910848;720575940627066757,v2LN5,v2LN5
class,4530,L;R,glutamate,0.4458128807323541,acetylcholine,0.23240854945307174,gaba,0.19911523504903939,0.23240854945307174,0.19911523504903939,0.4458128807323541,0.005525523225255289,0.05731658814396421,0.05982122500260025,v2LNX01,2,720575940605078560;720575940617918603,v2LNX01,
class,10522,L;R,acetylcholine,0.32297669177218824,glutamate,0.269758475364947,gaba,0.23879169863297003,0.32297669177218824,0.23879169863297003,0.269758475364947,0.0073687677912413615,0.08793937047556555,0.07316499516206137,vLN24,2,720575940621061285;720575940629111814,vLN24,vLN24
class,14170,L;R,glutamate,0.3900826683075305,acetylcholine,0.26064046127607254,gaba,0.17215618312020944,0.26064046127607254,0.17215618312020944,0.3900826683075305,0.020910037832762053,0.11508085927671896,0.041129790302909724,vLN25,4,720575940614113682;720575940628573519;720575940630340474;720575940637602650,vLN25,vLN25
class,5847,L;R,glutamate,0.5591813668300821,acetylcholine,0.23056683067895112,gaba,0.14796079905891799,0.23056683067895112,0.14796079905891799,0.5591813668300821,0.002926665961680829,0.031850372948940664,0.027513965088673275,vLN26,1,720575940612991381,vLN26,vLN26
class,9977,L;R,glutamate,0.3148758556218103,gaba,0.30102352082821987,acetylcholine,0.2879971079677363,0.2879971079677363,0.30102352082821987,0.3148758556218103,0.00518228477820151,0.05511245165728538,0.03580877944310827,vLN27,2,720575940620249941;720575940634771552,vLN27,vLN27
class,9489,L;R,glutamate,0.48889335951912205,gaba,0.20793603494418944,acetylcholine,0.18274560456110786,0.18274560456110786,0.20793603494418944,0.48889335951912205,0.013508942878157309,0.05664804175726212,0.05026801716866262,vLN28;vLN29,4,720575940626030776;720575940627604327;720575940630077558;720575940630323303,"vLN28,vLN29","vLN28,vLN29"
class,1764,R,glutamate,0.6859370513774088,acetylcholine,0.1705405396447201,gaba,0.0879120029073577,0.1705405396447201,0.0879120029073577,0.6859370513774088,0.0015595782610925,0.0343208516359342,0.0197299758130032,,1,720575940609881749,,
