id,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,target_id,neuropil,pre_cell_type,pre_hemibrain_type,pre_side,glomerulus,pre_cell_sub_class,target_group,target_cell_type,target_hemibrain_type,target_side
159332851,76633487091772646,720575940611079236,76633487091770258,720575940614182398,159332851,LH_L,,VA2_adPN,left,VA2,uniglomerular,PV5a1,,LHPV5a1,left
68545931,76422518365337292,720575940624515571,76422518365347096,720575940614182398,68545931,LH_L,VC5_lvPN,VC3m_lvPN,left,VC3m,uniglomerular,PV5a1,,LHPV5a1,left
58064695,76633487159104825,720575940617668747,76633487159107137,720575940614182398,58064695,LH_L,,VA4_lPN,left,VA4,uniglomerular,PV5a1,,LHPV5a1,left
66648829,76774087208348842,720575940627480586,76774087208350129,720575940614182398,66648829,LH_L,,VM3_adPN,left,VM3,uniglomerular,PV5a1,,LHPV5a1,left
174893982,76914962135723203,720575940648650884,76914962135720918,720575940614182398,174893982,LH_L,,DP1l_adPN,left,DP1l,uniglomerular,PV5a1,,LHPV5a1,left
230227841,76281574651623852,720575940618308825,76281574651622681,720575940614182398,230227841,LH_L,,DP1m_adPN,left,DP1m,uniglomerular,PV5a1,,LHPV5a1,left
239607587,76633487092096155,720575940618308825,76633487092102217,720575940614182398,239607587,LH_L,,DP1m_adPN,left,DP1m,uniglomerular,PV5a1,,LHPV5a1,left
4885308,76633418372386355,720575940620467438,76633418372383838,720575940614182398,4885308,LH_L,,DL2v_adPN,left,DL2v,uniglomerular,PV5a1,,LHPV5a1,left
71263522,82966674000760810,720575940609460491,82966674000756051,720575940622484182,71263522,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
194950898,76703718464351991,720575940630770042,76703718464363935,720575940631234575,194950898,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
184407317,76844387233005349,720575940630770042,76844387232996504,720575940627221011,184407317,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,left
174425461,76914893416213956,720575940630770042,76914893416201570,720575940621359988,174425461,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
164188309,76562843470256229,720575940630770042,76562843470256218,720575940626508346,164188309,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
160709551,76985193373850691,720575940630770042,76985193373845881,720575940614182398,160709551,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
165983308,76844249727512065,720575940630770042,76844249727507560,720575940626508346,165983308,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
139066757,77196368259092018,720575940630770042,77196368259093163,720575940635128089,139066757,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,left
66793195,76422449645862276,720575940624001321,76422449645864671,720575940614182398,66793195,LH_L,,VC4_adPN,left,VC4,uniglomerular,PV5a1,,LHPV5a1,left
84537430,82685473902286250,720575940635983770,82685473902289952,720575940627631125,84537430,LH_R,,DP1l_adPN,right,DP1l,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
106590006,83037111464248042,720575940622726271,83037111464248403,720575940622484182,106590006,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
109806930,76703787116918132,720575940630770042,76703787116919320,720575940631234575,109806930,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
68767136,82896442695537316,720575940609447179,82896442695528351,720575940636488110,68767136,LH_R,,VC4_adPN,right,VC4,uniglomerular,PV5a1,,LHPV5a1,right
70133823,82826211390280226,720575940609460491,82826211390299629,720575940622484182,70133823,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
109593859,77055493398858718,720575940630770042,77055493398855024,720575940631225871,109593859,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
66165913,76703581025194859,720575940630770042,76703581025196007,720575940614182398,66165913,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
94116741,82544598907715203,720575940622726271,82544598907726736,720575940627631125,94116741,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
31528751,77829755877014530,720575940630770042,77829755877003558,720575940614928234,31528751,MB_CA_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3198,LHPD2b1,left
95265237,82615105090849988,720575940622726271,82615105090861037,720575940620814913,95265237,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PD2a1_b1,CB3198,LHPD2b1,right
18280475,76914824629581469,720575940630770042,76914824629569372,720575940621359988,18280475,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
20860128,76985055935140801,720575940630770042,76985055935146343,720575940635128089,20860128,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,left
19918741,76985262093255869,720575940630770042,76985330812740722,720575940631234575,19918741,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
189022808,83177848952718578,720575940609460491,83177848952732667,720575940634792884,189022808,LH_R,,VA2_adPN,right,VA2,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
19062195,76985262093268451,720575940630770042,76985262093275412,720575940631234575,19062195,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
18280346,76914824629594488,720575940630770042,76914824629558629,720575940621359988,18280346,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
33912121,82896236470210070,720575940609460491,82896236470211194,720575940636488110,33912121,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
70126214,82685542621424579,720575940609460491,82685542621428179,720575940622484182,70126214,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
4650144,76703649677633205,720575940630770042,76703649677625711,720575940614928234,4650144,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3198,LHPD2b1,left
94736656,82826005164941267,720575940609460491,82826005164947206,720575940632389028,94736656,LH_R,,VA2_adPN,right,VA2,uniglomerular,PD2a1_b1,CB0339,LHPD2b1,right
101413089,82755842646234384,720575940609460491,82755842646242438,720575940617540509,101413089,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
173766481,76914755977238098,720575940630770042,76985124721431673,720575940631234575,173766481,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
94099251,82826073884428854,720575940609460491,82826073884422569,720575940620993008,94099251,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
216631781,82896305189512577,720575940609460491,82896305189516395,720575940634792884,216631781,LH_R,,VA2_adPN,right,VA2,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
183464939,76703581025158498,720575940630770042,76703581025162218,720575940627221011,183464939,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,left
7106333,83177848952713148,720575940609460491,83177848952701959,720575940636488110,7106333,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
189658815,82685473901942324,720575940609460491,82685473901928237,720575940622484182,189658815,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
117762022,82826073884700452,720575940609460491,82826073884702562,720575940617540509,117762022,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
156747688,76844593324846275,720575940630770042,76844593324844834,720575940617903617,156747688,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
115731824,83107480141961942,720575940609460491,83107480141955585,720575940645673508,115731824,LH_R,,VA2_adPN,right,VA2,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,right
201808093,82685267676524527,720575940609460491,82685267676527148,720575940617540509,201808093,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
227707244,82614830213039279,720575940635983770,82614830213039246,720575940630149829,227707244,LH_R,,DP1l_adPN,right,DP1l,uniglomerular,PD2a1_b1,CB2977,LHPD2a1,right
240183325,82966811439964486,720575940609460491,82966811439957622,720575940634792884,240183325,LH_R,,VA2_adPN,right,VA2,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
228271328,76422105981497267,720575940630770042,76422105981490559,720575940621359988,228271328,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
155144630,76985193374211245,720575940630770042,76985193374237177,720575940617910017,155144630,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,left
95921016,82966742653327926,720575940622726271,82966742653331478,720575940636488110,95921016,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
62520952,76703649744793228,720575940630770042,76703649744773689,720575940626967070,62520952,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
160709691,76985193373859803,720575940630770042,76985193373870649,720575940630050391,160709691,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,left
160709692,76914824629700687,720575940630770042,76914824629685041,720575940630050391,160709692,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,left
84101738,82614967719151526,720575940628059948,82614967719157839,720575940617540509,84101738,LH_R,CB1296,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",right,mPN,multiglomerular,PV5a1,,LHPV5a1,right
21917340,76985262093588987,720575940630770042,76985262093560265,720575940617903617,21917340,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
21734065,76633280933718675,720575940630770042,76633280933715203,720575940631234575,21734065,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
4650371,76703649677645305,720575940630770042,76703649677642894,720575940614928234,4650371,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3198,LHPD2b1,left
94722792,82614898932454457,720575940622726271,82614898932447717,720575940620993008,94722792,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
34844007,82825936445557831,720575940625207019,82825936445556513,720575940636488110,34844007,LH_R,,DP1m_vPN,right,DP1m,multiglomerular,PV5a1,,LHPV5a1,right
34844059,82755567701385640,720575940625207019,82755567701389366,720575940636488110,34844059,LH_R,,DP1m_vPN,right,DP1m,multiglomerular,PV5a1,,LHPV5a1,right
94116762,82544598907715203,720575940622726271,82544598907726736,720575940627631125,94116762,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
89460177,82825936512905233,720575940619071005,82825936512878657,720575940617540509,89460177,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
88165089,82614898999842069,720575940619071005,82614898999832551,720575940620993008,88165089,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
8509791,82685199023947235,720575940619071005,82685199023952287,720575940620993008,8509791,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
106382534,82755430262636056,720575940619071005,82755430262627277,720575940630991500,106382534,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
241691333,82966605281576116,720575940619071005,82966605281558607,720575940645673508,241691333,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,right
240754508,82755430329569729,720575940619071005,82755430329566064,720575940630991500,240754508,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
69517050,82474161511003103,720575940619071005,82474161511013838,720575940630149829,69517050,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB2977,LHPD2a1,right
46877560,82825936512466917,720575940619071005,82825936512463109,720575940636488110,46877560,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
42261440,82403792766995571,720575940619071005,82403792766992812,720575940631962705,42261440,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
174230811,76492543512183541,720575940630770042,76422174768005823,720575940621359988,174230811,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
103029061,82544461535804834,720575940619071005,82544461535813087,720575940631962705,103029061,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
226812246,82966605214476764,720575940622726271,82966605214487955,720575940632389028,226812246,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PD2a1_b1,CB0339,LHPD2b1,right
57301310,76774018489039554,720575940630770042,76774018489031653,720575940630050391,57301310,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,left
174429452,76562980975881127,720575940630770042,76562980975873910,720575940630050391,174429452,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,left
8906178,82685199023948485,720575940619071005,82685199023953395,720575940630991500,8906178,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
102325856,83107686367131052,720575940622726271,83107686367129855,720575940622484182,102325856,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
33207324,82333423955793155,720575940619071005,82333423955798727,720575940627631125,33207324,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
8906159,82685199023950869,720575940619071005,82685199023950839,720575940645673508,8906159,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,right
43618029,82474092791681070,720575940622726271,82474092791670638,720575940634792884,43618029,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
175157767,76914893416237834,720575940630770042,76914893416230890,720575940621359988,175157767,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
7879496,82544392816136198,720575940622726271,82544392816132645,720575940617540509,7879496,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
84072602,82614967719125155,720575940621141542,82614967719120616,720575940620993008,84072602,LH_R,CB1296,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",right,mPN,multiglomerular,PV5a1,,LHPV5a1,right
166688362,76492955762413163,720575940620068518,76492955762405349,720575940621359988,166688362,LH_L,,VA7m_lPN,left,VA7m,uniglomerular,PV5a1,,LHPV5a1,left
84072816,82614967719157806,720575940628059948,82614967719147571,720575940636488110,84072816,LH_R,CB1296,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",right,mPN,multiglomerular,PV5a1,,LHPV5a1,right
84072826,82614967719157806,720575940628059948,82614967719147571,720575940636488110,84072826,LH_R,CB1296,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",right,mPN,multiglomerular,PV5a1,,LHPV5a1,right
6225645,82896717573339476,720575940622726271,82896717573320905,720575940622484182,6225645,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
144652457,82755773926894381,720575940622726271,82755773926899403,720575940617540509,144652457,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
84076481,82755705207537837,720575940642086389,82755705207525697,720575940632389028,84076481,LH_R,,VA4_lPN,right,VA4,uniglomerular,PD2a1_b1,CB0339,LHPD2b1,right
32541173,82263123931064254,720575940619071005,82263123931057572,720575940630991500,32541173,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
117327287,82685198957356227,720575940622726271,82685198957361573,720575940627631125,117327287,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
84082738,82544598975000846,720575940609460491,82544598975002038,720575940620993008,84082738,LH_R,,VA2_adPN,right,VA2,uniglomerular,PV5a1,,LHPV5a1,right
67352986,76774087208342825,720575940630770042,76774087208341600,720575940614182398,67352986,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
232364449,76703580958532850,720575940630770042,76703580958514720,720575940627221011,232364449,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,left
189764851,82685061585052726,720575940619071005,82685130304537586,720575940630991500,189764851,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
10328020,81066442829052439,720575940640372021,81066442829053590,720575940631978287,10328020,SIP_R,,M_vPNml50,right,mPN,multiglomerular,PV5a1,,LHPV5a1,right
156747568,76844593324820527,720575940630770042,76844593324819431,720575940617903617,156747568,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
33214484,82474161444117399,720575940619071005,82474161444103704,720575940630991500,33214484,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
43630686,82544461535877263,720575940619071005,82544461535881003,720575940622484182,43630686,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
138044498,77266737003315205,720575940630770042,77266737003317666,720575940631234575,138044498,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
94748461,82192686467330296,720575940619071005,82192686467347102,720575940645673508,94748461,SLP_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,right
139075734,82896236537494720,720575940619071005,82896236537497204,720575940622484182,139075734,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
66640528,76985193440843416,720575940630770042,76985193440853745,720575940631234575,66640528,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
21920506,76985262093567843,720575940630770042,76985262093567879,720575940631234575,21920506,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
19062203,76985262093268451,720575940630770042,76985262093275412,720575940631234575,19062203,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
84536986,82685405182787867,720575940631161570,82685405182803891,720575940632389028,84536986,LH_R,,DL2v_adPN,right,DL2v,uniglomerular,PD2a1_b1,CB0339,LHPD2b1,right
84537088,82685405182810359,720575940631161570,82685405182803936,720575940632389028,84537088,LH_R,,DL2v_adPN,right,DL2v,uniglomerular,PD2a1_b1,CB0339,LHPD2b1,right
231609171,76844455885831112,720575940630770042,76844455885844296,720575940617910017,231609171,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,left
84537502,82685473902296748,720575940631633401,82685473902294593,720575940632389028,84537502,LH_R,,M_adPNm8,right,mPN,multiglomerular,PD2a1_b1,CB0339,LHPD2b1,right
34491042,82474161444112411,720575940619071005,82474161444118307,720575940634792884,34491042,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
84539348,82755773927000563,720575940609903077,82755773927007008,720575940617540509,84539348,LH_R,,DL2d_adPN,right,DL2d,uniglomerular,PV5a1,,LHPV5a1,right
173317672,76844318513607985,720575940630770042,76844318513616132,720575940630050391,173317672,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,left
156747754,76844593324835734,720575940630770042,76844593324844957,720575940635128089,156747754,LH_L,,DM1_lPN,left,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,left
61531929,76703581025302176,720575940630770042,76703581025307243,720575940626967070,61531929,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
70878489,82474161510977840,720575940619071005,82474161510989082,720575940645673508,70878489,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,right
84548204,83037317623193755,720575940609460491,83037317623187909,720575940634792884,84548204,LH_R,,VA2_adPN,right,VA2,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
99216881,81277480341790182,720575940640372021,81277480341773428,720575940632462500,99216881,SIP_R,,M_vPNml50,right,mPN,multiglomerular,PV5a1,,LHPV5a1,right
161858657,76773880982899615,720575940630770042,76773880982896796,720575940631234575,161858657,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
62518390,76492543512248363,720575940630770042,76492543512251132,720575940631234575,62518390,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
208579436,83037042678166037,720575940622726271,83037042678170626,720575940622484182,208579436,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
62732418,76844524672145038,720575940630770042,76844524672140169,720575940617903617,62732418,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
238948553,76492474725826806,720575940630770042,76492474725821100,720575940621359988,238948553,LH_L,,DM1_lPN,left,DM1,uniglomerular,PV5a1,,LHPV5a1,left
84851010,82685267743826062,720575940615366055,82685267743830775,720575940636488110,84851010,LH_R,,DM4_adPN,right,DM4,uniglomerular,PV5a1,,LHPV5a1,right
84674370,76562912122535306,720575940648650884,76562912122533014,720575940614182398,84674370,LH_L,,DP1l_adPN,left,DP1l,uniglomerular,PV5a1,,LHPV5a1,left
43634403,83037042745082646,720575940622726271,83037042745085118,720575940634792884,43634403,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
84859705,82544530255472682,720575940613655483,82544530255483890,720575940631962705,84859705,LH_R,,DL2d_adPN,right,DL2d,uniglomerular,PV5a1,,LHPV5a1,right
143177639,82755499048960511,720575940625207019,82755499048967547,720575940617540509,143177639,LH_R,,DP1m_vPN,right,DP1m,multiglomerular,PV5a1,,LHPV5a1,right
84875865,82614898999660521,720575940617917760,82614898999670369,720575940622484182,84875865,LH_R,,VM3_adPN,right,VM3,uniglomerular,PV5a1,,LHPV5a1,right
116995396,82333355236459960,720575940622726271,82333355236469257,720575940622484182,116995396,LH_R,,DP1m_adPN,right,DP1m,uniglomerular,PV5a1,,LHPV5a1,right
190850355,82825867792896522,720575940625207019,82825867792897869,720575940636488110,190850355,LH_R,,DP1m_vPN,right,DP1m,multiglomerular,PV5a1,,LHPV5a1,right
21735263,76562912189551095,720575940626959134,76562912189545230,720575940631225871,21735263,LH_L,CB1296,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",left,mPN,multiglomerular,PV5a1,,LHPV5a1,left
67866916,78533443251762191,720575940623528925,78533443251763461,720575940614928234,67866916,MB_CA_L,,DM4_adPN,left,DM4,uniglomerular,PD2a1_b1,CB3198,LHPD2b1,left
214677805,77829549450313452,720575940640639293,77829549450302465,720575940614928234,214677805,SLP_L,,M_lvPNm24,left,mPN,multiglomerular,PD2a1_b1,CB3198,LHPD2b1,left
71739488,82966880159187302,720575940622574532,82966880159185176,720575940636488110,71739488,LH_R,,VA7m_lPN,right,VA7m,uniglomerular,PV5a1,,LHPV5a1,right
112484983,76703649677801174,720575940626959134,76703649677799931,720575940627372346,112484983,LH_L,CB1296,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",left,mPN,multiglomerular,PV5a1,,LHPV5a1,left
112484985,76703649677801174,720575940626959134,76703649677799931,720575940627372346,112484985,LH_L,CB1296,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",left,mPN,multiglomerular,PV5a1,,LHPV5a1,left
85607389,82966605281581947,720575940619071005,82966605281584317,720575940630149829,85607389,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB2977,LHPD2a1,right
42242815,82966742720406946,720575940619280705,82966742720413116,720575940634792884,42242815,LH_R,,VM2_adPN,right,VM2,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
32541824,82544598907803209,720575940619280705,82544598907798347,720575940630991500,32541824,LH_R,,VM2_adPN,right,VM2,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
85526378,82615173877568122,720575940622574532,82615173877571609,720575940636488110,85526378,LH_R,,VA7m_lPN,right,VA7m,uniglomerular,PV5a1,,LHPV5a1,right
226541920,77759180706356982,720575940638689001,77759180706359480,720575940614928234,226541920,SLP_L,,M_lvPNm29,left,mPN,multiglomerular,PD2a1_b1,CB3198,LHPD2b1,left
102300836,82615105157904254,720575940622574532,82615105157879175,720575940622484182,102300836,LH_R,,VA7m_lPN,right,VA7m,uniglomerular,PV5a1,,LHPV5a1,right
100980084,82755705207291772,720575940619071005,82755705207285426,720575940630991500,100980084,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
26953561,82685405182890113,720575940637864355,82685405182905867,720575940627631125,26953561,LH_R,,DL2v_adPN,right,DL2v,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
3715763,76563255786647491,720575940644258327,76563255786651584,720575940617903617,3715763,LH_L,,DM5_lPN,left,DM5,uniglomerular,PV5a1,,LHPV5a1,left
143199725,82614761560600708,720575940619071005,82614761560618580,720575940645673508,143199725,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3009,LHPD2a1,right
143843514,82544530255400610,720575940619071005,82544530255389133,720575940631978287,143843514,LH_R,,DM1_lPN,right,DM1,uniglomerular,PV5a1,,LHPV5a1,right
159319650,82755567835204746,720575940619071005,82755567835216443,720575940630991500,159319650,LH_R,,DM1_lPN,right,DM1,uniglomerular,PD2a1_b1,CB3205,LHPD2a1,right
86230517,77407543211067355,720575940635209884,77407543211072284,720575940614928234,86230517,LH_L,"(M_lPNm12,M_lPNm13)a","M_lPNm12,M_lPNm13",left,mPN,multiglomerular,PD2a1_b1,CB3198,LHPD2b1,left
86603139,82614761560752754,720575940617917760,82614761560752747,720575940631978287,86603139,LH_R,,VM3_adPN,right,VM3,uniglomerular,PV5a1,,LHPV5a1,right
86232050,82614898999647737,720575940617917760,82614898999641771,720575940632462500,86232050,LH_R,,VM3_adPN,right,VM3,uniglomerular,PV5a1,,LHPV5a1,right
86232235,82614898999676232,720575940616566133,82614898999671428,720575940632462500,86232235,LH_R,,VM3_adPN,right,VM3,uniglomerular,PV5a1,,LHPV5a1,right
232984568,76281643371356171,720575940611079236,76281643371357003,720575940614182398,232984568,LH_L,,VA2_adPN,left,VA2,uniglomerular,PV5a1,,LHPV5a1,left
89451276,76914962001999494,720575940611079236,76914962001984123,720575940631234575,89451276,LH_L,,VA2_adPN,left,VA2,uniglomerular,PV5a1,,LHPV5a1,left
66800531,76492818390087753,720575940611079236,76492818390089016,720575940621359988,66800531,LH_L,,VA2_adPN,left,VA2,uniglomerular,PV5a1,,LHPV5a1,left
84679311,76562980842000187,720575940611079236,76562980841998958,720575940617910017,84679311,LH_L,,VA2_adPN,left,VA2,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,left
188210337,82544598974616305,720575940619280705,82544598974599455,720575940617540509,188210337,LH_R,,VM2_adPN,right,VM2,uniglomerular,PV5a1,,LHPV5a1,right
188229685,82403861486220654,720575940619280705,82403861486225712,720575940634792884,188229685,LH_R,,VM2_adPN,right,VM2,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
86239122,82544530255484653,720575940616566133,82544530255479451,720575940627631125,86239122,LH_R,,VM3_adPN,right,VM3,uniglomerular,PD2a1_b1,CB2842,LHPD2a1,right
89813589,76352012048605961,720575940611079236,76352012048613305,720575940621359988,89813589,LH_L,,VA2_adPN,left,VA2,uniglomerular,PV5a1,,LHPV5a1,left
