target_group,bodyId_pre,bodyId_post,weight,type_pre,type_post,instance_pre,instance_post,conn_roiInfo,target_type,target_instance
PD2a1_b1,579924731,5813089504,1,KCa'b'-m,LHPD2b1_a,KCa'b'-m_R,LHPD2b1_a_R,"{'MB(R)': {'pre': 1, 'post': 1}, 'CA(R)': {'pre': 1, 'post': 1}, 'MB(+ACA)(R)': {'pre': 1, 'post': 1}}",LHPD2b1_a,LHPD2b1_a_R
PD2a1_b1,579928928,509928512,1,KCa'b'-m,LHPD2b1_a,KCa'b'-m_R,LHPD2b1_a_R,"{'MB(R)': {'pre': 1, 'post': 1}, 'CA(R)': {'pre': 1, 'post': 1}, 'MB(+ACA)(R)': {'pre': 1, 'post': 1}}",LHPD2b1_a,LHPD2b1_a_R
PD2a1_b1,580231908,571666434,1,LHAV7a1_b,LHPD2a1,LHAV7a1_b_R,LHPD2a1_R,"{'LH(R)': {'pre': 1, 'post': 1}}",LHPD2a1,LHPD2a1_R
PD2a1_b1,580244242,571666400,1,LHAD3a7_b,LHPD2b1_b,LHAD3a7_b_R,LHPD2b1_b_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SLP(R)': {'pre': 1, 'post': 1}}",LHPD2b1_b,LHPD2b1_b_R
PD2a1_b1,580585427,573337611,1,LHAD3a3_a,LHPD2a1,LHAD3a3_a_R,LHPD2a1_R,"{'LH(R)': {'pre': 1, 'post': 1}}",LHPD2a1,LHPD2a1_R
PD2a1_b1,580585427,640963556,1,LHAD3a3_a,LHPD2a1,LHAD3a3_a_R,LHPD2a1_R,"{'LH(R)': {'pre': 1, 'post': 1}}",LHPD2a1,LHPD2a1_R
PD2a1_b1,580926503,548872750,1,,LHPD2b1_a,,LHPD2b1_a_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SLP(R)': {'pre': 1, 'post': 1}}",LHPD2b1_a,LHPD2b1_a_R
PD2a1_b1,581336531,573329304,1,SMP075,LHPD2a1,SMP075_R,LHPD2a1_R,"{'SNP(R)': {'pre': 1}, 'SMP(R)': {'pre': 1}, 'INP': {'post': 1}, 'CRE(R)': {'post': 1}, 'CRE(-ROB,-RUB)(R)': {'post': 1}}",LHPD2a1,LHPD2a1_R
PD2a1_b1,581336531,573337611,1,SMP075,LHPD2a1,SMP075_R,LHPD2a1_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}",LHPD2a1,LHPD2a1_R
PD2a1_b1,581621335,5813089504,1,,LHPD2b1_a,,LHPD2b1_a_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}",LHPD2b1_a,LHPD2b1_a_R
PD2a1_b1,582381047,509928512,1,SMP058,LHPD2b1_a,SMP058_R,LHPD2b1_a_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SMP(R)': {'pre': 1, 'post': 1}}",LHPD2b1_a,LHPD2b1_a_R
PD2a1_b1,582381047,542634516,1,SMP058,LHPD2a1,SMP058_R,LHPD2a1_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SMP(R)': {'pre': 1, 'post': 1}}",LHPD2a1,LHPD2a1_R
