LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LN3A1_b_L,7205759406390671081,DC1,8,8,0
v2LN3A1_b_L,7205759406390671081,DC2,3,3,0
v2LN3A1_b_L,7205759406390671081,DC3,4,2,2
v2LN3A1_b_L,7205759406390671081,DC4,1,1,0
v2LN3A1_b_L,7205759406390671081,DL2v,5,4,1
v2LN3A1_b_L,7205759406390671081,DL5,9,9,0
v2LN3A1_b_L,7205759406390671081,DM1,77,68,9
v2LN3A1_b_L,7205759406390671081,DM3,6,6,0
v2LN3A1_b_L,7205759406390671081,DM4,14,14,0
v2LN3A1_b_L,7205759406390671081,DP1l,47,44,3
v2LN3A1_b_L,7205759406390671081,DP1m,68,59,9
v2LN3A1_b_L,7205759406390671081,VA2,18,14,4
v2LN3A1_b_L,7205759406390671081,VA7l,8,8,0
v2LN3A1_b_L,7205759406390671081,VC1,21,20,1
v2LN3A1_b_L,7205759406390671081,VC2,2,1,1
v2LN3A1_b_L,7205759406390671081,VC3l,9,8,1
v2LN3A1_b_L,7205759406390671081,VM3,2,2,0
v2LN3A1_b_L,7205759406390671081,VM5d,1,1,0
v2LN3A1_b_L,7205759406390671081,VM5v,1,1,0
v2LN3A1_b_L,7205759406390671081,VM7v,6,6,0
