LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LN40_2_L,7205759406062676591,VL1,93,93,0
v2LN40_2_L,7205759406062676591,VL2a,14,14,0
v2LN40_2_L,7205759406062676591,VL2p,161,161,0
v2LN40_2_L,7205759406062676591,VM4,65,59,6
