LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2F_b_R,7205759406345458902,D,175,7,168
lLN2F_b_R,7205759406345458902,DA1,354,24,330
lLN2F_b_R,7205759406345458902,DA2,119,35,84
lLN2F_b_R,7205759406345458902,DA3,7,1,6
lLN2F_b_R,7205759406345458902,DA4l,82,3,79
lLN2F_b_R,7205759406345458902,DA4m,75,3,72
lLN2F_b_R,7205759406345458902,DC1,199,17,182
lLN2F_b_R,7205759406345458902,DC2,107,12,95
lLN2F_b_R,7205759406345458902,DC3,82,3,79
lLN2F_b_R,7205759406345458902,DC4,317,49,268
lLN2F_b_R,7205759406345458902,DL1,250,16,234
lLN2F_b_R,7205759406345458902,DL2d,100,8,92
lLN2F_b_R,7205759406345458902,DL2v,184,14,170
lLN2F_b_R,7205759406345458902,DL3,12,1,11
lLN2F_b_R,7205759406345458902,DL4,51,2,49
lLN2F_b_R,7205759406345458902,DL5,360,46,314
lLN2F_b_R,7205759406345458902,DM1,226,37,189
lLN2F_b_R,7205759406345458902,DM2,86,13,73
lLN2F_b_R,7205759406345458902,DM3,108,8,100
lLN2F_b_R,7205759406345458902,DM4,93,13,80
lLN2F_b_R,7205759406345458902,DM5,18,0,18
lLN2F_b_R,7205759406345458902,DM6,142,18,124
lLN2F_b_R,7205759406345458902,DP1l,262,36,226
lLN2F_b_R,7205759406345458902,DP1m,667,122,545
lLN2F_b_R,7205759406345458902,V,120,120,0
lLN2F_b_R,7205759406345458902,VA1d,158,0,158
lLN2F_b_R,7205759406345458902,VA1v,123,3,120
lLN2F_b_R,7205759406345458902,VA2,240,13,227
lLN2F_b_R,7205759406345458902,VA3,163,5,158
lLN2F_b_R,7205759406345458902,VA4,104,18,86
lLN2F_b_R,7205759406345458902,VA5,46,2,44
lLN2F_b_R,7205759406345458902,VA6,213,12,201
lLN2F_b_R,7205759406345458902,VA7l,25,5,20
lLN2F_b_R,7205759406345458902,VA7m,106,18,88
lLN2F_b_R,7205759406345458902,VC1,179,22,157
lLN2F_b_R,7205759406345458902,VC2,137,16,121
lLN2F_b_R,7205759406345458902,VC3l,166,23,143
lLN2F_b_R,7205759406345458902,VC3m,122,11,111
lLN2F_b_R,7205759406345458902,VC4,119,12,107
lLN2F_b_R,7205759406345458902,VC5,132,46,86
lLN2F_b_R,7205759406345458902,VL1,5,5,0
lLN2F_b_R,7205759406345458902,VL2a,176,9,167
lLN2F_b_R,7205759406345458902,VL2p,114,3,111
lLN2F_b_R,7205759406345458902,VM1,61,2,59
lLN2F_b_R,7205759406345458902,VM2,11,1,10
lLN2F_b_R,7205759406345458902,VM3,39,1,38
lLN2F_b_R,7205759406345458902,VM4,80,9,71
lLN2F_b_R,7205759406345458902,VM5d,223,20,203
lLN2F_b_R,7205759406345458902,VM5v,150,8,142
lLN2F_b_R,7205759406345458902,VM7d,224,26,198
lLN2F_b_R,7205759406345458902,VM7v,174,41,133
