LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_b_R,7205759406239556372,D,24,6,18
lLN2P_b_R,7205759406239556372,DA1,82,17,65
lLN2P_b_R,7205759406239556372,DA2,29,12,17
lLN2P_b_R,7205759406239556372,DA3,4,0,4
lLN2P_b_R,7205759406239556372,DA4l,38,16,22
lLN2P_b_R,7205759406239556372,DA4m,56,22,34
lLN2P_b_R,7205759406239556372,DC1,5,2,3
lLN2P_b_R,7205759406239556372,DC2,13,2,11
lLN2P_b_R,7205759406239556372,DC3,23,12,11
lLN2P_b_R,7205759406239556372,DC4,5,4,1
lLN2P_b_R,7205759406239556372,DL2v,1,1,0
lLN2P_b_R,7205759406239556372,DL3,4,4,0
lLN2P_b_R,7205759406239556372,DL4,85,38,47
lLN2P_b_R,7205759406239556372,DL5,12,6,6
lLN2P_b_R,7205759406239556372,DM1,2,2,0
lLN2P_b_R,7205759406239556372,DM3,53,24,29
lLN2P_b_R,7205759406239556372,DM4,17,12,5
lLN2P_b_R,7205759406239556372,DM6,36,10,26
lLN2P_b_R,7205759406239556372,DP1m,61,29,32
lLN2P_b_R,7205759406239556372,V,2,2,0
lLN2P_b_R,7205759406239556372,VA1v,5,2,3
lLN2P_b_R,7205759406239556372,VA2,16,6,10
lLN2P_b_R,7205759406239556372,VA4,26,15,11
lLN2P_b_R,7205759406239556372,VA5,10,0,10
lLN2P_b_R,7205759406239556372,VA6,12,6,6
lLN2P_b_R,7205759406239556372,VA7l,1,1,0
lLN2P_b_R,7205759406239556372,VA7m,8,2,6
lLN2P_b_R,7205759406239556372,VC4,3,0,3
lLN2P_b_R,7205759406239556372,VC5,65,33,32
lLN2P_b_R,7205759406239556372,VL2a,19,7,12
lLN2P_b_R,7205759406239556372,VL2p,6,2,4
lLN2P_b_R,7205759406239556372,VM2,15,4,11
lLN2P_b_R,7205759406239556372,VM3,9,2,7
lLN2P_b_R,7205759406239556372,VM5v,68,34,34
lLN2P_b_R,7205759406239556372,VM7d,87,29,58
