LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_b_R,7205759406261151342,D,1,1,0
lLN2P_b_R,7205759406261151342,DA1,43,10,33
lLN2P_b_R,7205759406261151342,DA2,54,29,25
lLN2P_b_R,7205759406261151342,DA4m,13,5,8
lLN2P_b_R,7205759406261151342,DC1,24,10,14
lLN2P_b_R,7205759406261151342,DC3,24,4,20
lLN2P_b_R,7205759406261151342,DC4,91,28,63
lLN2P_b_R,7205759406261151342,DL2d,14,5,9
lLN2P_b_R,7205759406261151342,DL2v,18,10,8
lLN2P_b_R,7205759406261151342,DL3,11,5,6
lLN2P_b_R,7205759406261151342,DL5,37,19,18
lLN2P_b_R,7205759406261151342,DM1,7,4,3
lLN2P_b_R,7205759406261151342,DM2,40,14,26
lLN2P_b_R,7205759406261151342,DM4,44,20,24
lLN2P_b_R,7205759406261151342,DM5,32,17,15
lLN2P_b_R,7205759406261151342,DP1l,8,5,3
lLN2P_b_R,7205759406261151342,DP1m,53,19,34
lLN2P_b_R,7205759406261151342,V,16,16,0
lLN2P_b_R,7205759406261151342,VA2,1,0,1
lLN2P_b_R,7205759406261151342,VA6,49,15,34
lLN2P_b_R,7205759406261151342,VA7l,2,1,1
lLN2P_b_R,7205759406261151342,VA7m,28,17,11
lLN2P_b_R,7205759406261151342,VC1,76,25,51
lLN2P_b_R,7205759406261151342,VC3l,32,9,23
lLN2P_b_R,7205759406261151342,VC3m,79,9,70
lLN2P_b_R,7205759406261151342,VC4,3,0,3
lLN2P_b_R,7205759406261151342,VC5,9,3,6
lLN2P_b_R,7205759406261151342,VL1,2,2,0
lLN2P_b_R,7205759406261151342,VL2a,8,0,8
lLN2P_b_R,7205759406261151342,VM2,20,6,14
lLN2P_b_R,7205759406261151342,VM7d,14,4,10
lLN2P_b_R,7205759406261151342,VM7v,16,10,6
