LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LN46b_L,7205759406203117181,DP1l,171,99,72
v2LN46b_L,7205759406203117181,DP1m,2,2,0
v2LN46b_L,7205759406203117181,VL2p,4,4,0
