LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2T_d_L,7205759406252514011,DA1,20,1,19
lLN2T_d_L,7205759406252514011,DC2,4,0,4
lLN2T_d_L,7205759406252514011,DC3,16,5,11
lLN2T_d_L,7205759406252514011,DC4,2,1,1
lLN2T_d_L,7205759406252514011,DL1,16,4,12
lLN2T_d_L,7205759406252514011,DL2d,34,7,27
lLN2T_d_L,7205759406252514011,DL2v,73,16,57
lLN2T_d_L,7205759406252514011,DL5,4,1,3
lLN2T_d_L,7205759406252514011,DM1,296,74,222
lLN2T_d_L,7205759406252514011,DM2,86,16,70
lLN2T_d_L,7205759406252514011,DM3,55,17,38
lLN2T_d_L,7205759406252514011,DM4,331,147,184
lLN2T_d_L,7205759406252514011,DM5,19,7,12
lLN2T_d_L,7205759406252514011,DM6,25,6,19
lLN2T_d_L,7205759406252514011,DP1l,156,37,119
lLN2T_d_L,7205759406252514011,DP1m,378,99,279
lLN2T_d_L,7205759406252514011,VA1d,5,0,5
lLN2T_d_L,7205759406252514011,VA1v,4,2,2
lLN2T_d_L,7205759406252514011,VA2,52,18,34
lLN2T_d_L,7205759406252514011,VA3,35,6,29
lLN2T_d_L,7205759406252514011,VA4,28,7,21
lLN2T_d_L,7205759406252514011,VA6,17,5,12
lLN2T_d_L,7205759406252514011,VA7l,5,1,4
lLN2T_d_L,7205759406252514011,VA7m,7,1,6
lLN2T_d_L,7205759406252514011,VC1,3,2,1
lLN2T_d_L,7205759406252514011,VC2,8,4,4
lLN2T_d_L,7205759406252514011,VC3l,17,9,8
lLN2T_d_L,7205759406252514011,VC4,10,1,9
lLN2T_d_L,7205759406252514011,VL1,3,3,0
lLN2T_d_L,7205759406252514011,VL2a,58,5,53
lLN2T_d_L,7205759406252514011,VL2p,36,3,33
lLN2T_d_L,7205759406252514011,VM2,104,35,69
lLN2T_d_L,7205759406252514011,VM3,45,9,36
lLN2T_d_L,7205759406252514011,VM5d,15,9,6
lLN2T_d_L,7205759406252514011,VM5v,12,2,10
lLN2T_d_L,7205759406252514011,VM7d,4,0,4
lLN2T_d_L,7205759406252514011,VM7v,1,0,1
