LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2F_a_R,7205759406408032002,D,101,27,74
lLN2F_a_R,7205759406408032002,DA1,87,6,81
lLN2F_a_R,7205759406408032002,DA2,72,30,42
lLN2F_a_R,7205759406408032002,DA3,8,0,8
lLN2F_a_R,7205759406408032002,DA4l,61,11,50
lLN2F_a_R,7205759406408032002,DA4m,89,19,70
lLN2F_a_R,7205759406408032002,DC1,95,15,80
lLN2F_a_R,7205759406408032002,DC2,71,9,62
lLN2F_a_R,7205759406408032002,DC3,59,7,52
lLN2F_a_R,7205759406408032002,DC4,85,8,77
lLN2F_a_R,7205759406408032002,DL1,139,27,112
lLN2F_a_R,7205759406408032002,DL2d,71,11,60
lLN2F_a_R,7205759406408032002,DL2v,95,21,74
lLN2F_a_R,7205759406408032002,DL3,14,3,11
lLN2F_a_R,7205759406408032002,DL4,24,7,17
lLN2F_a_R,7205759406408032002,DL5,202,53,149
lLN2F_a_R,7205759406408032002,DM1,133,30,103
lLN2F_a_R,7205759406408032002,DM2,80,14,66
lLN2F_a_R,7205759406408032002,DM3,75,14,61
lLN2F_a_R,7205759406408032002,DM4,93,18,75
lLN2F_a_R,7205759406408032002,DM5,40,9,31
lLN2F_a_R,7205759406408032002,DM6,76,18,58
lLN2F_a_R,7205759406408032002,DP1l,103,15,88
lLN2F_a_R,7205759406408032002,DP1m,315,69,246
lLN2F_a_R,7205759406408032002,V,51,51,0
lLN2F_a_R,7205759406408032002,VA1d,32,12,20
lLN2F_a_R,7205759406408032002,VA1v,40,6,34
lLN2F_a_R,7205759406408032002,VA2,58,6,52
lLN2F_a_R,7205759406408032002,VA3,44,2,42
lLN2F_a_R,7205759406408032002,VA4,70,8,62
lLN2F_a_R,7205759406408032002,VA5,26,4,22
lLN2F_a_R,7205759406408032002,VA6,158,18,140
lLN2F_a_R,7205759406408032002,VA7l,19,5,14
lLN2F_a_R,7205759406408032002,VA7m,43,11,32
lLN2F_a_R,7205759406408032002,VC1,147,19,128
lLN2F_a_R,7205759406408032002,VC2,75,7,68
lLN2F_a_R,7205759406408032002,VC3l,72,18,54
lLN2F_a_R,7205759406408032002,VC3m,101,15,86
lLN2F_a_R,7205759406408032002,VC4,40,8,32
lLN2F_a_R,7205759406408032002,VC5,202,46,156
lLN2F_a_R,7205759406408032002,VL1,22,22,0
lLN2F_a_R,7205759406408032002,VL2a,152,10,142
lLN2F_a_R,7205759406408032002,VL2p,61,15,46
lLN2F_a_R,7205759406408032002,VM1,85,19,66
lLN2F_a_R,7205759406408032002,VM2,55,17,38
lLN2F_a_R,7205759406408032002,VM3,28,2,26
lLN2F_a_R,7205759406408032002,VM4,138,16,122
lLN2F_a_R,7205759406408032002,VM5d,78,13,65
lLN2F_a_R,7205759406408032002,VM5v,73,13,60
lLN2F_a_R,7205759406408032002,VM7d,120,25,95
lLN2F_a_R,7205759406408032002,VM7v,74,16,58
