LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LNX01_L,7205759406179186031,DP1l,3,1,2
v2LNX01_L,7205759406179186031,DP1m,1,1,0
v2LNX01_L,7205759406179186031,VC5,18,10,8
v2LNX01_L,7205759406179186031,VL1,1,1,0
v2LNX01_L,7205759406179186031,VL2p,15,15,0
