LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_a_R,7205759406259778022,D,63,20,43
lLN2P_a_R,7205759406259778022,DA1,161,79,82
lLN2P_a_R,7205759406259778022,DA2,103,38,65
lLN2P_a_R,7205759406259778022,DA3,15,3,12
lLN2P_a_R,7205759406259778022,DA4l,2,1,1
lLN2P_a_R,7205759406259778022,DA4m,15,6,9
lLN2P_a_R,7205759406259778022,DC1,2,2,0
lLN2P_a_R,7205759406259778022,DC3,3,1,2
lLN2P_a_R,7205759406259778022,DL2d,17,13,4
lLN2P_a_R,7205759406259778022,DL2v,8,1,7
lLN2P_a_R,7205759406259778022,DL4,2,2,0
lLN2P_a_R,7205759406259778022,DL5,106,39,67
lLN2P_a_R,7205759406259778022,DM1,39,8,31
lLN2P_a_R,7205759406259778022,DM2,87,32,55
lLN2P_a_R,7205759406259778022,DM4,45,21,24
lLN2P_a_R,7205759406259778022,DM5,6,1,5
lLN2P_a_R,7205759406259778022,DP1l,15,6,9
lLN2P_a_R,7205759406259778022,DP1m,2,0,2
lLN2P_a_R,7205759406259778022,V,15,15,0
lLN2P_a_R,7205759406259778022,VA1d,45,14,31
lLN2P_a_R,7205759406259778022,VA1v,3,0,3
lLN2P_a_R,7205759406259778022,VA4,1,0,1
lLN2P_a_R,7205759406259778022,VA6,26,7,19
lLN2P_a_R,7205759406259778022,VA7m,25,9,16
lLN2P_a_R,7205759406259778022,VC3l,32,14,18
lLN2P_a_R,7205759406259778022,VM2,11,3,8
lLN2P_a_R,7205759406259778022,VM4,74,21,53
lLN2P_a_R,7205759406259778022,VM5d,41,6,35
lLN2P_a_R,7205759406259778022,VM5v,7,3,4
