LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2F_b_L,7205759406327955321,D,227,9,218
lLN2F_b_L,7205759406327955321,DA1,358,26,332
lLN2F_b_L,7205759406327955321,DA2,50,6,44
lLN2F_b_L,7205759406327955321,DA3,5,0,5
lLN2F_b_L,7205759406327955321,DA4l,1,0,1
lLN2F_b_L,7205759406327955321,DA4m,10,3,7
lLN2F_b_L,7205759406327955321,DC1,209,17,192
lLN2F_b_L,7205759406327955321,DC2,135,1,134
lLN2F_b_L,7205759406327955321,DC3,172,22,150
lLN2F_b_L,7205759406327955321,DC4,333,42,291
lLN2F_b_L,7205759406327955321,DL1,162,19,143
lLN2F_b_L,7205759406327955321,DL2d,120,2,118
lLN2F_b_L,7205759406327955321,DL2v,227,24,203
lLN2F_b_L,7205759406327955321,DL4,31,0,31
lLN2F_b_L,7205759406327955321,DL5,177,25,152
lLN2F_b_L,7205759406327955321,DM1,526,81,445
lLN2F_b_L,7205759406327955321,DM2,286,45,241
lLN2F_b_L,7205759406327955321,DM3,89,8,81
lLN2F_b_L,7205759406327955321,DM4,138,24,114
lLN2F_b_L,7205759406327955321,DM5,53,12,41
lLN2F_b_L,7205759406327955321,DM6,149,18,131
lLN2F_b_L,7205759406327955321,DP1l,324,60,264
lLN2F_b_L,7205759406327955321,DP1m,758,126,632
lLN2F_b_L,7205759406327955321,V,211,211,0
lLN2F_b_L,7205759406327955321,VA1d,65,3,62
lLN2F_b_L,7205759406327955321,VA1v,30,2,28
lLN2F_b_L,7205759406327955321,VA2,452,47,405
lLN2F_b_L,7205759406327955321,VA3,167,5,162
lLN2F_b_L,7205759406327955321,VA4,64,10,54
lLN2F_b_L,7205759406327955321,VA5,5,1,4
lLN2F_b_L,7205759406327955321,VA6,207,7,200
lLN2F_b_L,7205759406327955321,VA7l,40,5,35
lLN2F_b_L,7205759406327955321,VA7m,53,1,52
lLN2F_b_L,7205759406327955321,VC1,177,29,148
lLN2F_b_L,7205759406327955321,VC2,183,23,160
lLN2F_b_L,7205759406327955321,VC3l,163,15,148
lLN2F_b_L,7205759406327955321,VC3m,199,33,166
lLN2F_b_L,7205759406327955321,VC4,177,11,166
lLN2F_b_L,7205759406327955321,VC5,86,33,53
lLN2F_b_L,7205759406327955321,VL1,11,11,0
lLN2F_b_L,7205759406327955321,VL2a,268,12,256
lLN2F_b_L,7205759406327955321,VL2p,194,17,177
lLN2F_b_L,7205759406327955321,VM1,14,5,9
lLN2F_b_L,7205759406327955321,VM2,162,22,140
lLN2F_b_L,7205759406327955321,VM3,95,11,84
lLN2F_b_L,7205759406327955321,VM4,48,4,44
lLN2F_b_L,7205759406327955321,VM5d,246,35,211
lLN2F_b_L,7205759406327955321,VM5v,164,6,158
lLN2F_b_L,7205759406327955321,VM7d,364,82,282
lLN2F_b_L,7205759406327955321,VM7v,143,41,102
