LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_c_R,7205759406164862302,D,2,2,0
lLN2P_c_R,7205759406164862302,DA1,14,5,9
lLN2P_c_R,7205759406164862302,DA2,25,15,10
lLN2P_c_R,7205759406164862302,DA3,21,4,17
lLN2P_c_R,7205759406164862302,DA4m,2,0,2
lLN2P_c_R,7205759406164862302,DC1,11,5,6
lLN2P_c_R,7205759406164862302,DC3,5,2,3
lLN2P_c_R,7205759406164862302,DC4,40,18,22
lLN2P_c_R,7205759406164862302,DL1,21,10,11
lLN2P_c_R,7205759406164862302,DL3,8,4,4
lLN2P_c_R,7205759406164862302,DL4,18,11,7
lLN2P_c_R,7205759406164862302,DM1,23,12,11
lLN2P_c_R,7205759406164862302,DM4,16,5,11
lLN2P_c_R,7205759406164862302,DP1l,6,5,1
lLN2P_c_R,7205759406164862302,DP1m,5,3,2
lLN2P_c_R,7205759406164862302,V,32,32,0
lLN2P_c_R,7205759406164862302,VA1d,3,3,0
lLN2P_c_R,7205759406164862302,VA6,31,7,24
lLN2P_c_R,7205759406164862302,VA7m,7,2,5
lLN2P_c_R,7205759406164862302,VC1,27,7,20
lLN2P_c_R,7205759406164862302,VC2,1,1,0
lLN2P_c_R,7205759406164862302,VC3l,9,1,8
lLN2P_c_R,7205759406164862302,VC3m,1,1,0
lLN2P_c_R,7205759406164862302,VC5,2,2,0
lLN2P_c_R,7205759406164862302,VM1,14,4,10
lLN2P_c_R,7205759406164862302,VM5d,21,9,12
