LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2X11_R,7205759406244351282,D,23,2,21
lLN2X11_R,7205759406244351282,DA1,13,4,9
lLN2X11_R,7205759406244351282,DA2,43,16,27
lLN2X11_R,7205759406244351282,DA3,3,1,2
lLN2X11_R,7205759406244351282,DA4l,2,0,2
lLN2X11_R,7205759406244351282,DA4m,14,0,14
lLN2X11_R,7205759406244351282,DC1,23,3,20
lLN2X11_R,7205759406244351282,DC2,10,3,7
lLN2X11_R,7205759406244351282,DC3,1,0,1
lLN2X11_R,7205759406244351282,DC4,25,6,19
lLN2X11_R,7205759406244351282,DL1,35,6,29
lLN2X11_R,7205759406244351282,DL2d,29,3,26
lLN2X11_R,7205759406244351282,DL2v,23,0,23
lLN2X11_R,7205759406244351282,DL5,59,14,45
lLN2X11_R,7205759406244351282,DM1,17,6,11
lLN2X11_R,7205759406244351282,DM2,5,0,5
lLN2X11_R,7205759406244351282,DM3,9,1,8
lLN2X11_R,7205759406244351282,DM4,1,1,0
lLN2X11_R,7205759406244351282,DM5,5,0,5
lLN2X11_R,7205759406244351282,DM6,12,4,8
lLN2X11_R,7205759406244351282,DP1l,55,4,51
lLN2X11_R,7205759406244351282,DP1m,74,11,63
lLN2X11_R,7205759406244351282,V,8,8,0
lLN2X11_R,7205759406244351282,VA1v,1,0,1
lLN2X11_R,7205759406244351282,VA2,8,1,7
lLN2X11_R,7205759406244351282,VA3,12,0,12
lLN2X11_R,7205759406244351282,VA4,3,0,3
lLN2X11_R,7205759406244351282,VA5,9,0,9
lLN2X11_R,7205759406244351282,VA6,69,7,62
lLN2X11_R,7205759406244351282,VA7l,1,0,1
lLN2X11_R,7205759406244351282,VA7m,18,7,11
lLN2X11_R,7205759406244351282,VC1,40,3,37
lLN2X11_R,7205759406244351282,VC2,10,2,8
lLN2X11_R,7205759406244351282,VC3l,4,3,1
lLN2X11_R,7205759406244351282,VC3m,17,1,16
lLN2X11_R,7205759406244351282,VC4,8,0,8
lLN2X11_R,7205759406244351282,VC5,58,8,50
lLN2X11_R,7205759406244351282,VL1,6,6,0
lLN2X11_R,7205759406244351282,VL2a,75,9,66
lLN2X11_R,7205759406244351282,VL2p,25,3,22
lLN2X11_R,7205759406244351282,VM1,27,2,25
lLN2X11_R,7205759406244351282,VM2,9,1,8
lLN2X11_R,7205759406244351282,VM3,5,0,5
lLN2X11_R,7205759406244351282,VM4,15,4,11
lLN2X11_R,7205759406244351282,VM5d,14,2,12
lLN2X11_R,7205759406244351282,VM5v,11,4,7
lLN2X11_R,7205759406244351282,VM7d,11,8,3
lLN2X11_R,7205759406244351282,VM7v,17,8,9
