LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
LN60a_R,7205759406403141902,DC2,21,20,1
LN60a_R,7205759406403141902,DC4,23,21,2
LN60a_R,7205759406403141902,DL1,2,1,1
LN60a_R,7205759406403141902,DL2d,2,2,0
LN60a_R,7205759406403141902,DL2v,70,46,24
LN60a_R,7205759406403141902,DL5,6,6,0
LN60a_R,7205759406403141902,DM1,58,5,53
LN60a_R,7205759406403141902,DM2,2,2,0
LN60a_R,7205759406403141902,DM3,21,13,8
LN60a_R,7205759406403141902,DM4,21,18,3
LN60a_R,7205759406403141902,DP1l,19,16,3
LN60a_R,7205759406403141902,DP1m,224,193,31
LN60a_R,7205759406403141902,VA2,23,21,2
LN60a_R,7205759406403141902,VA3,10,9,1
LN60a_R,7205759406403141902,VA4,12,11,1
LN60a_R,7205759406403141902,VA6,2,2,0
LN60a_R,7205759406403141902,VC1,44,38,6
LN60a_R,7205759406403141902,VC2,12,11,1
LN60a_R,7205759406403141902,VC3l,4,2,2
LN60a_R,7205759406403141902,VC3m,2,1,1
LN60a_R,7205759406403141902,VC4,11,8,3
LN60a_R,7205759406403141902,VL2a,1,0,1
LN60a_R,7205759406403141902,VL2p,1,1,0
LN60a_R,7205759406403141902,VM2,5,3,2
LN60a_R,7205759406403141902,VM3,3,3,0
LN60a_R,7205759406403141902,VM5d,3,2,1
LN60a_R,7205759406403141902,VM5v,20,16,4
LN60a_R,7205759406403141902,VM7d,84,75,9
LN60a_R,7205759406403141902,VM7v,30,25,5
