LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_a_R,7205759406243302812,DA1,119,32,87
lLN2P_a_R,7205759406243302812,DA3,4,0,4
lLN2P_a_R,7205759406243302812,DA4l,67,16,51
lLN2P_a_R,7205759406243302812,DA4m,20,15,5
lLN2P_a_R,7205759406243302812,DC3,8,8,0
lLN2P_a_R,7205759406243302812,DC4,396,128,268
lLN2P_a_R,7205759406243302812,DL2d,7,6,1
lLN2P_a_R,7205759406243302812,DL2v,70,14,56
lLN2P_a_R,7205759406243302812,DL3,129,92,37
lLN2P_a_R,7205759406243302812,DL5,33,10,23
lLN2P_a_R,7205759406243302812,DP1m,40,7,33
lLN2P_a_R,7205759406243302812,V,118,118,0
lLN2P_a_R,7205759406243302812,VA1d,15,2,13
lLN2P_a_R,7205759406243302812,VA1v,20,5,15
lLN2P_a_R,7205759406243302812,VA2,13,2,11
lLN2P_a_R,7205759406243302812,VA6,44,6,38
lLN2P_a_R,7205759406243302812,VC1,6,1,5
lLN2P_a_R,7205759406243302812,VC2,62,16,46
lLN2P_a_R,7205759406243302812,VC3l,30,18,12
lLN2P_a_R,7205759406243302812,VC3m,35,12,23
lLN2P_a_R,7205759406243302812,VL2a,32,2,30
lLN2P_a_R,7205759406243302812,VL2p,6,1,5
lLN2P_a_R,7205759406243302812,VM4,70,27,43
lLN2P_a_R,7205759406243302812,VM5d,1,1,0
