LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2T_b_R,7205759406332947962,D,221,36,185
lLN2T_b_R,7205759406332947962,DA1,153,55,98
lLN2T_b_R,7205759406332947962,DA2,124,49,75
lLN2T_b_R,7205759406332947962,DA3,42,9,33
lLN2T_b_R,7205759406332947962,DA4l,118,25,93
lLN2T_b_R,7205759406332947962,DA4m,82,10,72
lLN2T_b_R,7205759406332947962,DC1,223,62,161
lLN2T_b_R,7205759406332947962,DC2,112,21,91
lLN2T_b_R,7205759406332947962,DC3,144,47,97
lLN2T_b_R,7205759406332947962,DC4,354,68,286
lLN2T_b_R,7205759406332947962,DL1,267,58,209
lLN2T_b_R,7205759406332947962,DL2d,73,15,58
lLN2T_b_R,7205759406332947962,DL2v,136,38,98
lLN2T_b_R,7205759406332947962,DL3,19,8,11
lLN2T_b_R,7205759406332947962,DL4,109,26,83
lLN2T_b_R,7205759406332947962,DL5,275,70,205
lLN2T_b_R,7205759406332947962,DM1,368,66,302
lLN2T_b_R,7205759406332947962,DM2,192,53,139
lLN2T_b_R,7205759406332947962,DM3,203,65,138
lLN2T_b_R,7205759406332947962,DM4,50,18,32
lLN2T_b_R,7205759406332947962,DM6,120,43,77
lLN2T_b_R,7205759406332947962,DP1l,189,29,160
lLN2T_b_R,7205759406332947962,DP1m,371,52,319
lLN2T_b_R,7205759406332947962,V,128,128,0
lLN2T_b_R,7205759406332947962,VA1d,86,12,74
lLN2T_b_R,7205759406332947962,VA1v,108,8,100
lLN2T_b_R,7205759406332947962,VA2,163,35,128
lLN2T_b_R,7205759406332947962,VA3,131,11,120
lLN2T_b_R,7205759406332947962,VA4,14,0,14
lLN2T_b_R,7205759406332947962,VA5,30,3,27
lLN2T_b_R,7205759406332947962,VA6,358,64,294
lLN2T_b_R,7205759406332947962,VA7l,18,0,18
lLN2T_b_R,7205759406332947962,VA7m,59,12,47
lLN2T_b_R,7205759406332947962,VC1,125,29,96
lLN2T_b_R,7205759406332947962,VC2,156,36,120
lLN2T_b_R,7205759406332947962,VC3l,63,28,35
lLN2T_b_R,7205759406332947962,VC3m,44,13,31
lLN2T_b_R,7205759406332947962,VC4,71,18,53
lLN2T_b_R,7205759406332947962,VC5,2,2,0
lLN2T_b_R,7205759406332947962,VL1,15,15,0
lLN2T_b_R,7205759406332947962,VL2a,167,34,133
lLN2T_b_R,7205759406332947962,VL2p,170,16,154
lLN2T_b_R,7205759406332947962,VM1,94,24,70
lLN2T_b_R,7205759406332947962,VM2,87,18,69
lLN2T_b_R,7205759406332947962,VM3,55,5,50
lLN2T_b_R,7205759406332947962,VM5d,301,45,256
lLN2T_b_R,7205759406332947962,VM5v,43,7,36
lLN2T_b_R,7205759406332947962,VM7d,88,22,66
lLN2T_b_R,7205759406332947962,VM7v,191,50,141
