LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LN3A1_a_L,7205759406259584141,DA2,1,1,0
v2LN3A1_a_L,7205759406259584141,DC1,8,7,1
v2LN3A1_a_L,7205759406259584141,DC2,11,10,1
v2LN3A1_a_L,7205759406259584141,DC4,36,32,4
v2LN3A1_a_L,7205759406259584141,DL5,1,1,0
v2LN3A1_a_L,7205759406259584141,DM1,13,10,3
v2LN3A1_a_L,7205759406259584141,DM2,4,2,2
v2LN3A1_a_L,7205759406259584141,DM4,19,16,3
v2LN3A1_a_L,7205759406259584141,DM5,3,3,0
v2LN3A1_a_L,7205759406259584141,DP1l,2,2,0
v2LN3A1_a_L,7205759406259584141,DP1m,35,29,6
v2LN3A1_a_L,7205759406259584141,VA2,6,6,0
v2LN3A1_a_L,7205759406259584141,VA4,13,2,11
v2LN3A1_a_L,7205759406259584141,VA6,3,2,1
v2LN3A1_a_L,7205759406259584141,VA7l,2,2,0
v2LN3A1_a_L,7205759406259584141,VC3m,1,1,0
v2LN3A1_a_L,7205759406259584141,VL2a,1,0,1
v2LN3A1_a_L,7205759406259584141,VL2p,2,2,0
v2LN3A1_a_L,7205759406259584141,VM1,6,4,2
v2LN3A1_a_L,7205759406259584141,VM3,5,3,2
v2LN3A1_a_L,7205759406259584141,VM5v,2,2,0
v2LN3A1_a_L,7205759406259584141,VM7d,4,1,3
v2LN3A1_a_L,7205759406259584141,VM7v,1,0,1
