LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_c_L,7205759406172051791,DA1,6,0,6
lLN2P_c_L,7205759406172051791,DC1,20,6,14
lLN2P_c_L,7205759406172051791,DC2,11,0,11
lLN2P_c_L,7205759406172051791,DC4,6,4,2
lLN2P_c_L,7205759406172051791,DL1,27,8,19
lLN2P_c_L,7205759406172051791,DL2d,17,0,17
lLN2P_c_L,7205759406172051791,DL2v,140,27,113
lLN2P_c_L,7205759406172051791,DL4,42,27,15
lLN2P_c_L,7205759406172051791,DM1,5,2,3
lLN2P_c_L,7205759406172051791,DM2,4,1,3
lLN2P_c_L,7205759406172051791,DM3,21,3,18
lLN2P_c_L,7205759406172051791,DM4,8,6,2
lLN2P_c_L,7205759406172051791,DM6,23,7,16
lLN2P_c_L,7205759406172051791,DP1l,8,5,3
lLN2P_c_L,7205759406172051791,DP1m,2,1,1
lLN2P_c_L,7205759406172051791,VA1d,3,0,3
lLN2P_c_L,7205759406172051791,VA2,7,5,2
lLN2P_c_L,7205759406172051791,VA4,2,1,1
lLN2P_c_L,7205759406172051791,VA6,15,3,12
lLN2P_c_L,7205759406172051791,VA7m,1,0,1
lLN2P_c_L,7205759406172051791,VC1,6,1,5
lLN2P_c_L,7205759406172051791,VC3l,6,4,2
lLN2P_c_L,7205759406172051791,VC4,14,5,9
lLN2P_c_L,7205759406172051791,VC5,13,12,1
lLN2P_c_L,7205759406172051791,VL1,3,3,0
lLN2P_c_L,7205759406172051791,VL2a,8,2,6
lLN2P_c_L,7205759406172051791,VL2p,10,4,6
lLN2P_c_L,7205759406172051791,VM1,12,3,9
lLN2P_c_L,7205759406172051791,VM2,33,11,22
lLN2P_c_L,7205759406172051791,VM3,25,9,16
lLN2P_c_L,7205759406172051791,VM5d,2,1,1
lLN2P_c_L,7205759406172051791,VM5v,2,2,0
lLN2P_c_L,7205759406172051791,VM7d,53,24,29
lLN2P_c_L,7205759406172051791,VM7v,2,1,1
