LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
LN60b_L,7205759406320079831,DC2,2,0,2
LN60b_L,7205759406320079831,DM1,3,2,1
LN60b_L,7205759406320079831,DM4,10,7,3
LN60b_L,7205759406320079831,DP1m,41,34,7
LN60b_L,7205759406320079831,VA2,2,2,0
LN60b_L,7205759406320079831,VC1,7,7,0
LN60b_L,7205759406320079831,VC2,2,2,0
LN60b_L,7205759406320079831,VC4,1,1,0
LN60b_L,7205759406320079831,VM3,3,2,1
LN60b_L,7205759406320079831,VM5d,3,3,0
LN60b_L,7205759406320079831,VM5v,6,6,0
LN60b_L,7205759406320079831,VM7d,15,13,2
LN60b_L,7205759406320079831,VM7v,1,1,0
