LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
vLN25_R,7205759406303404742,D,4,4,0
vLN25_R,7205759406303404742,DL1,31,29,2
vLN25_R,7205759406303404742,DL2d,69,69,0
vLN25_R,7205759406303404742,DL2v,98,95,3
vLN25_R,7205759406303404742,DL5,4,2,2
vLN25_R,7205759406303404742,DP1l,287,270,17
vLN25_R,7205759406303404742,DP1m,14,14,0
vLN25_R,7205759406303404742,VA3,81,75,6
vLN25_R,7205759406303404742,VA4,13,13,0
vLN25_R,7205759406303404742,VA5,5,4,1
vLN25_R,7205759406303404742,VA6,52,52,0
vLN25_R,7205759406303404742,VA7l,11,6,5
vLN25_R,7205759406303404742,VC3m,9,7,2
vLN25_R,7205759406303404742,VC5,16,16,0
vLN25_R,7205759406303404742,VL2a,224,213,11
vLN25_R,7205759406303404742,VL2p,118,114,4
