LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LN42c_R,7205759406256425172,DP1l,3,3,0
v2LN42c_R,7205759406256425172,VL1,36,36,0
v2LN42c_R,7205759406256425172,VL2p,22,22,0
