LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_b_L,7205759406149449771,D,23,12,11
lLN2P_b_L,7205759406149449771,DC4,393,132,261
lLN2P_b_L,7205759406149449771,DL1,4,1,3
lLN2P_b_L,7205759406149449771,DL2v,24,13,11
lLN2P_b_L,7205759406149449771,DL3,62,16,46
lLN2P_b_L,7205759406149449771,DL4,5,2,3
lLN2P_b_L,7205759406149449771,DL5,56,28,28
lLN2P_b_L,7205759406149449771,DM4,21,6,15
lLN2P_b_L,7205759406149449771,DP1l,1,1,0
lLN2P_b_L,7205759406149449771,DP1m,6,2,4
lLN2P_b_L,7205759406149449771,V,73,73,0
lLN2P_b_L,7205759406149449771,VA1v,15,10,5
lLN2P_b_L,7205759406149449771,VA2,39,13,26
lLN2P_b_L,7205759406149449771,VA7m,11,0,11
lLN2P_b_L,7205759406149449771,VC2,1,1,0
lLN2P_b_L,7205759406149449771,VC3m,45,26,19
lLN2P_b_L,7205759406149449771,VL1,10,10,0
lLN2P_b_L,7205759406149449771,VL2a,6,0,6
lLN2P_b_L,7205759406149449771,VM1,4,4,0
lLN2P_b_L,7205759406149449771,VM2,36,9,27
lLN2P_b_L,7205759406149449771,VM4,59,18,41
lLN2P_b_L,7205759406149449771,VM5d,31,11,20
lLN2P_b_L,7205759406149449771,VM5v,18,4,14
