LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_a_L,7205759406311055801,D,1,1,0
lLN2P_a_L,7205759406311055801,DA1,58,40,18
lLN2P_a_L,7205759406311055801,DA4l,17,10,7
lLN2P_a_L,7205759406311055801,DA4m,3,3,0
lLN2P_a_L,7205759406311055801,DC1,105,33,72
lLN2P_a_L,7205759406311055801,DC3,26,6,20
lLN2P_a_L,7205759406311055801,DC4,1,1,0
lLN2P_a_L,7205759406311055801,DL1,40,12,28
lLN2P_a_L,7205759406311055801,DL2v,16,6,10
lLN2P_a_L,7205759406311055801,DL3,22,15,7
lLN2P_a_L,7205759406311055801,DL4,85,38,47
lLN2P_a_L,7205759406311055801,DL5,85,24,61
lLN2P_a_L,7205759406311055801,DM1,45,14,31
lLN2P_a_L,7205759406311055801,DP1l,19,5,14
lLN2P_a_L,7205759406311055801,DP1m,42,11,31
lLN2P_a_L,7205759406311055801,VA1d,18,6,12
lLN2P_a_L,7205759406311055801,VA1v,1,0,1
lLN2P_a_L,7205759406311055801,VA2,1,0,1
lLN2P_a_L,7205759406311055801,VA4,1,0,1
lLN2P_a_L,7205759406311055801,VA5,24,9,15
lLN2P_a_L,7205759406311055801,VA6,5,1,4
lLN2P_a_L,7205759406311055801,VC2,33,10,23
lLN2P_a_L,7205759406311055801,VC4,56,10,46
lLN2P_a_L,7205759406311055801,VL2a,20,2,18
lLN2P_a_L,7205759406311055801,VM5d,36,19,17
lLN2P_a_L,7205759406311055801,VM7d,1,0,1
lLN2P_a_L,7205759406311055801,VM7v,3,1,2
