source_root_id,analysis_body_id,LN_instance,LN_type,analysis_hemisphere,neuropil,root_id,glomerulus,cell_sub_class,n_synapses
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940626086158,mPN,multiglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940626091602,mPN,multiglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940627035388,VM5d,uniglomerular,13
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940627160322,DC2,uniglomerular,27
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940627244986,mPN,multiglomerular,5
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940627480586,VM3,uniglomerular,3
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940627772009,DL2v,uniglomerular,5
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940627844734,D,uniglomerular,22
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940627949929,mPN,multiglomerular,2
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628077568,VM1,uniglomerular,21
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628181520,DL2v,uniglomerular,14
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628200506,mPN,multiglomerular,9
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628283560,VA1v,uniglomerular,4
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628316047,DL2d,uniglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628467611,VL2p,uniglomerular,33
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628524292,VM7d,uniglomerular,22
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628739560,VC2,uniglomerular,4
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940628954112,mPN,multiglomerular,41
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940629083211,mPN,multiglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940629097922,VA1v,uniglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940629733626,VA1v,uniglomerular,4
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940629926159,DM5,uniglomerular,2
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940630024566,DM2,uniglomerular,14
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940630546540,V,uniglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940630770042,DM1,uniglomerular,85
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940630928715,DL2d,uniglomerular,2
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940631274770,mPN,multiglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940631328104,DM6,uniglomerular,4
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940631683927,mPN,multiglomerular,11
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940631930828,DA4m,uniglomerular,10
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940631942999,mPN,multiglomerular,15
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940632720026,VA1v,uniglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940633804212,D,uniglomerular,5
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940635082871,VM5d,uniglomerular,17
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940635933119,VC4,uniglomerular,8
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940636610270,mPN,multiglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940636873791,VA6,uniglomerular,15
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940637056887,DC1,uniglomerular,46
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940637526190,VC1,uniglomerular,24
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940638633535,DM2,uniglomerular,29
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940638778165,mPN,multiglomerular,61
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940639017050,mPN,multiglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940639680957,VA7m,uniglomerular,5
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940640032896,DM5,uniglomerular,2
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940640398477,VA7m,uniglomerular,6
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940640697808,VM2,uniglomerular,25
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940640804853,VA1d,uniglomerular,1
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940640971995,VM4,uniglomerular,2
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940644238871,mPN,multiglomerular,35
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940644258327,DM5,uniglomerular,3
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940644961588,VM5d,uniglomerular,11
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940648650884,DP1l,uniglomerular,39
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940656077473,DP1m,multiglomerular,9
720575940615073587,7205759406150735871,lLN2X02_L,lLN2X02,L,AL_L,720575940656090017,VA3,uniglomerular,23
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940603464672,VL2a,uniglomerular,18
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940604352172,DA4m,uniglomerular,13
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940604407468,DA1,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940604412588,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940605309361,VM7v,uniglomerular,12
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940605400096,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940606337312,VA1d,uniglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940606590338,VM1,uniglomerular,14
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940606649865,VM5d,uniglomerular,6
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940607439964,VC3l,uniglomerular,36
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940607687260,VM2,uniglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940608293129,VP2,uniglomerular,44
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940608628419,VM7v,uniglomerular,11
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940608898005,VM4,uniglomerular,11
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940609447179,VC4,uniglomerular,35
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940609460491,VA2,uniglomerular,27
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940609496585,DL2d,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940609891886,VA7m,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940609903077,DL2d,uniglomerular,10
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940610052266,DA2,uniglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940610100437,VM7d,uniglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940610292430,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940611352014,VP3,multiglomerular,29
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940611703080,D,uniglomerular,12
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940612031986,VP1m,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940612197374,D,uniglomerular,10
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940612284569,VP1d,multiglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940612355507,DA1,uniglomerular,7
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940612468594,mPN,multiglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940612598499,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940612699761,DM6,uniglomerular,9
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940612714723,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940613203119,VP3,multiglomerular,18
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940613355423,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940613655483,DL2d,uniglomerular,9
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940613824914,mPN,multiglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940613864401,DM5,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940614326162,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940614714178,DL2v,uniglomerular,33
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940614871106,VP1l,multiglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940615160386,VL1,uniglomerular,21
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940615255993,DL3,uniglomerular,4
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940615366055,DM4,uniglomerular,12
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940615529414,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940615808029,VM4,uniglomerular,10
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940616020795,VM5d,uniglomerular,17
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940616273631,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940616566133,VM3,uniglomerular,8
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940617128705,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940617229632,DA1,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940617343316,DL4,uniglomerular,18
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940617642832,VM4,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940617781383,DC3,uniglomerular,12
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940617903168,VM7d,uniglomerular,4
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940617917760,VM3,uniglomerular,9
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940618277184,VA7l,uniglomerular,12
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940618499238,D,uniglomerular,7
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940618800225,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940618901533,mPN,multiglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940619071005,DM1,uniglomerular,51
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940619280705,VM2,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940619456728,VA3,uniglomerular,16
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940619531373,DL2v,uniglomerular,17
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940619637780,VM5v,uniglomerular,13
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940620266406,VA1d,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940620595053,VL1,uniglomerular,25
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621103743,VA1v,uniglomerular,18
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621123113,DL2d,uniglomerular,25
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621316033,VC3l,uniglomerular,4
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621333696,VA5,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621529435,DC1,uniglomerular,73
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621533985,VC3l,uniglomerular,22
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621696747,VA1v,uniglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621753377,VP1m,multiglomerular,9
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940621817046,mPN,multiglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940622287142,VM5v,uniglomerular,15
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940622311704,DA2,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940622448166,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940622448589,VA1d,uniglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940622574532,VA7m,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940622726271,DP1m,uniglomerular,95
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940622762995,DA2,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940622793310,mPN,multiglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940623303108,DA1,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940623465909,mPN,multiglomerular,11
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940623707575,mPN,multiglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940623739076,VA1v,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940623902471,DM6,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940623913364,VP1d,uniglomerular,8
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940623916071,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940623945404,VC3l,uniglomerular,31
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940624106442,DA2,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940624175565,mPN,multiglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940624620952,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940624661552,VM5v,uniglomerular,13
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940624770791,VP1m,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940624834697,VM4,uniglomerular,6
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940624879911,VP1d,multiglomerular,26
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940624941244,DL2d,uniglomerular,9
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940625014928,VA1v,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940625022270,mPN,multiglomerular,4
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940625056509,mPN,multiglomerular,16
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940625207019,DP1m,multiglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940625402501,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940625493400,DM6,uniglomerular,10
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940625564676,VA1d,uniglomerular,4
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940626043218,VP4,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940626143806,V,uniglomerular,23
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940626601994,VL2a,uniglomerular,6
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940626675837,VP1d,multiglomerular,59
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940626986885,VC4,uniglomerular,28
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940627042064,DL1,uniglomerular,19
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940627129290,mPN,multiglomerular,12
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940627677017,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940627958889,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940628035543,VA7m,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940628259407,DA2,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940628338028,VP1l,multiglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940628882450,DL3,uniglomerular,4
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940629009513,VA3,uniglomerular,15
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940629011655,VP1d,uniglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940629279544,VM5d,uniglomerular,7
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940629947439,VL2p,uniglomerular,6
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940629963855,mPN,multiglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630066007,DA1,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630097103,VC2,uniglomerular,9
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630155083,DA3,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630217086,DL2d,uniglomerular,10
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630493818,DC2,uniglomerular,34
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630546540,V,uniglomerular,24
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630547909,VA1d,uniglomerular,6
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630549370,DM3,uniglomerular,21
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630895055,VC3m,uniglomerular,20
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630914858,DC4,uniglomerular,16
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630983954,VL1,uniglomerular,9
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940630989354,VA1v,uniglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631054634,VC3m,uniglomerular,17
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631161570,DL2v,uniglomerular,21
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631193052,DC2,uniglomerular,14
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631462200,VM7d,uniglomerular,19
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631469964,mPN,multiglomerular,12
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631633401,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631683927,mPN,multiglomerular,8
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631742156,VA1v,uniglomerular,17
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940631801671,mPN,multiglomerular,16
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940632167085,DL1,uniglomerular,18
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940632698797,VC5,uniglomerular,51
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940632868563,VA5,uniglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940633165025,VA1v,uniglomerular,5
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940633190847,VC1,uniglomerular,23
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940633499548,VA5,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940634035863,mPN,multiglomerular,4
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940634325087,VM5d,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940634710629,DL3,uniglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940635838606,mPN,multiglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940635983770,DP1l,uniglomerular,88
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940636096948,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940636401776,mPN,multiglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940637282167,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940637469254,DA1,uniglomerular,1
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940637594334,VA6,uniglomerular,34
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940637628762,DM2,uniglomerular,18
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940637864355,DL2v,uniglomerular,32
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940637943374,DC3,uniglomerular,23
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940638583869,VL2a,uniglomerular,7
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940638624189,DM2,uniglomerular,30
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940639080765,DL5,uniglomerular,31
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940639121571,VM5d,uniglomerular,12
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940639669592,mPN,multiglomerular,2
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940640372021,mPN,multiglomerular,4
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940642086389,VA4,uniglomerular,11
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940642492576,DM5,uniglomerular,3
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940644004768,VM1,uniglomerular,18
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940646661252,mPN,multiglomerular,15
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940649045369,DA4l,uniglomerular,20
720575940648633988,7205759406486339882,lLN1_bc_R,lLN1_bc,R,AL_R,720575940661114753,mPN,multiglomerular,5
720575940640364085,7205759406403640851,CB2504_L,CB2504,L,AL_L,720575940603985952,D,uniglomerular,2
720575940640364085,7205759406403640851,CB2504_L,CB2504,L,AL_L,720575940604431584,VA3,uniglomerular,3
720575940640364085,7205759406403640851,CB2504_L,CB2504,L,AL_L,720575940607990229,mPN,multiglomerular,1
