source_root_id,analysis_body_id,LN_instance,LN_type,analysis_hemisphere,neuropil,orn_synapses_in_hemisphere,pn_synapses_in_hemisphere,all_output_synapses_in_hemisphere
720575940631566700,7205759406315667001,v2LN3A1_b_L,v2LN3A1_b,L,AL_L,446,243,4193
720575940631566700,7205759406315667002,v2LN3A1_b_R,v2LN3A1_b,R,AL_R,1,9,173
720575940605758142,7205759406057581422,lLN2F_a_R,lLN2F_a,R,AL_R,4814,1729,19490
720575940610157688,7205759406101576881,lLN10_L,lLN10,L,AL_L,162,1051,6588
720575940617175965,7205759406171759651,v2LN5_L,v2LN5,L,AL_L,1607,929,4606
720575940617175965,7205759406171759652,v2LN5_R,v2LN5,R,AL_R,84,128,816
720575940614944977,7205759406149449771,lLN2P_b_L,lLN2P_b,L,AL_L,943,1137,7482
720575940615303391,7205759406153033911,lLN2X09_L,lLN2X09,L,AL_L,286,848,4183
720575940622038182,7205759406220381821,CB1676_L,CB1676,L,AL_L,197,288,3521
720575940622038182,7205759406220381822,CB1676_R,CB1676,R,AL_R,1,9,369
720575940612461461,7205759406124614611,lLN2P_c_L,lLN2P_c,L,AL_L,491,2884,10338
720575940606385440,7205759406063854402,lLN10_R,lLN10,R,AL_R,183,935,6483
720575940624079821,7205759406240798211,lLN8_L,lLN8,L,AL_L,289,467,1871
720575940624079821,7205759406240798212,lLN8_R,lLN8,R,AL_R,54,578,1859
720575940651758838,7205759406517588382,lLN2X07_R,lLN2X07,R,AL_R,494,838,5763
720575940633772452,7205759406337724522,lLN2X06_R,lLN2X06,R,AL_R,388,683,5179
720575940637666446,7205759406376664461,lLN2P_b_L,lLN2P_b,L,AL_L,1173,1075,8211
720575940635249332,7205759406352493322,lLN2P_c_R,lLN2P_c,R,AL_R,428,2438,8151
720575940624330281,7205759406243302812,lLN2P_a_R,lLN2P_a,R,AL_R,1345,956,7326
720575940633212441,7205759406332124411,lLN2X07_L,lLN2X07,L,AL_L,718,796,6098
720575940628822248,7205759406288222482,lLN2X02_R,lLN2X02,R,AL_R,1542,1949,6546
720575940614429165,7205759406144291651,lLN2P_b_L,lLN2P_b,L,AL_L,834,1246,7679
720575940610669614,7205759406106696141,lLN2P_b_L,lLN2P_b,L,AL_L,868,1287,7879
720575940614756589,7205759406147565891,ALBN1_L,ALBN1,L,AL_L,11,1194,12598
720575940614756589,7205759406147565892,ALBN1_R,ALBN1,R,AL_R,1328,276,1715
720575940615669972,7205759406156699721,l2LN23_L,l2LN23,L,AL_L,540,523,3757
720575940622457443,7205759406224574432,lLN2X06_R,lLN2X06,R,AL_R,444,871,5976
720575940620565313,7205759406205653131,lLN2X12_L,lLN2X12,L,AL_L,718,1427,8452
720575940626115134,7205759406261151342,lLN2P_b_R,lLN2P_b,R,AL_R,869,1244,7516
720575940640955637,7205759406409556372,lLN2P_c_R,lLN2P_c,R,AL_R,378,2497,8542
720575940632198442,7205759406321984421,lLN2X02_L,lLN2X02,L,AL_L,1395,1859,6252
720575940624450342,7205759406244503421,lLN2P_b_L,lLN2P_b,L,AL_L,849,1314,7776
720575940616197819,7205759406161978192,lLN2X05_R,lLN2X05,R,AL_R,600,1454,8402
720575940629111814,7205759406291118142,vLN24_R,vLN24,R,AL_R,292,404,5177
720575940617299131,7205759406172991312,lLN2X05_R,lLN2X05,R,AL_R,749,2265,11419
720575940608241365,7205759406082413651,lLN2X10_L,lLN2X10,L,AL_L,378,966,5478
720575940631907159,7205759406319071591,lLN2T_d_L,lLN2T_d,L,AL_L,14,2,63
720575940631907159,7205759406319071592,lLN2T_d_R,lLN2T_d,R,AL_R,1748,1428,11086
720575940637136752,7205759406371367522,lLN2X04_R,lLN2X04,R,AL_R,1625,3458,14799
720575940611671506,7205759406116715061,lLN2X05_L,lLN2X05,L,AL_L,575,2000,10663
720575940640986075,7205759406409860752,lLN2X09_R,lLN2X09,R,AL_R,427,947,4193
720575940625251401,7205759406252514011,lLN2T_d_L,lLN2T_d,L,AL_L,1984,1391,10864
720575940625251401,7205759406252514012,lLN2T_d_R,lLN2T_d,R,AL_R,23,1,103
720575940613489617,7205759406134896171,LN60a_L,LN60a,L,AL_L,635,2524,6338
720575940613489617,7205759406134896172,LN60a_R,LN60a,R,AL_R,93,863,2146
720575940632416298,7205759406324162981,lLN2T_e_L,lLN2T_e,L,AL_L,836,2598,12880
720575940632416298,7205759406324162982,lLN2T_e_R,lLN2T_e,R,AL_R,8,10,113
720575940625584484,7205759406255844842,lLN2X10_R,lLN2X10,R,AL_R,895,1524,8636
720575940610161091,7205759406101610912,lLN1_bc_R,lLN1_bc,R,AL_R,104,1986,9737
720575940619078091,7205759406190780912,lLN2X10_R,lLN2X10,R,AL_R,576,1137,6482
720575940630225403,7205759406302254032,lLN2X12_R,lLN2X12,R,AL_R,664,1225,7354
720575940622650879,7205759406226508792,lLN2X12_R,lLN2X12,R,AL_R,617,1264,7587
720575940610408643,7205759406104086431,lLN2X02_L,lLN2X02,L,AL_L,1540,1960,6292
720575940630340474,7205759406303404742,vLN25_R,vLN25,R,AL_R,1036,501,3660
720575940616758322,7205759406167583222,lLN2X04_R,lLN2X04,R,AL_R,1339,3631,15212
720575940629792732,7205759406297927322,lLN1_bc_R,lLN1_bc,R,AL_R,108,2105,9920
720575940626342174,7205759406263421742,lLN1_bc_R,lLN1_bc,R,AL_R,34,1937,9477
720575940628059978,7205759406280599782,lLN2X11_R,lLN2X11,R,AL_R,1087,2092,12508
720575940660217729,7205759406602177292,lLN1_bc_R,lLN1_bc,R,AL_R,52,1867,8897
720575940631899223,7205759406318992231,lLN2X05_L,lLN2X05,L,AL_L,563,1859,10757
720575940621398254,7205759406213982541,lLN2X04_L,lLN2X04,L,AL_L,1576,3786,15010
720575940612347571,7205759406123475712,lLN1_bc_R,lLN1_bc,R,AL_R,68,2201,10512
720575940621542747,7205759406215427472,lLN1_a_R,lLN1_a,R,AL_R,153,2456,10679
720575940617537570,7205759406175375701,lLN1_bc_L,lLN1_bc,L,AL_L,136,2367,10920
720575940633938349,7205759406339383491,lLN1_bc_L,lLN1_bc,L,AL_L,66,2431,10709
720575940633483807,7205759406334838071,lLN2T_e_L,lLN2T_e,L,AL_L,887,2984,14152
720575940633483807,7205759406334838072,lLN2T_e_R,lLN2T_e,R,AL_R,7,0,25
720575940622338742,7205759406223387422,lLN1_bc_R,lLN1_bc,R,AL_R,45,1811,8953
720575940627927573,7205759406279275731,lLN2X04_L,lLN2X04,L,AL_L,1273,3415,13911
720575940618757666,7205759406187576661,lLN2T_c_L,lLN2T_c,L,AL_L,2696,1730,15596
720575940619931119,7205759406199311191,lLN2X11_L,lLN2X11,L,AL_L,1072,2039,12175
720575940628914436,7205759406289144361,lLN2X12_L,lLN2X12,L,AL_L,1162,1232,8003
720575940623137997,7205759406231379972,lLN1_bc_R,lLN1_bc,R,AL_R,44,2213,9820
720575940631603281,7205759406316032812,lLN1_bc_R,lLN1_bc,R,AL_R,48,2009,9933
720575940619059102,7205759406190591022,lLN2X03_R,lLN2X03,R,AL_R,712,2700,11171
720575940618385620,7205759406183856201,lLN2T_d_L,lLN2T_d,L,AL_L,2254,1654,12526
720575940618385620,7205759406183856202,lLN2T_d_R,lLN2T_d,R,AL_R,21,5,127
720575940615708482,7205759406157084822,lLN1_bc_R,lLN1_bc,R,AL_R,46,1902,8854
720575940641606541,7205759406416065411,lLN1_bc_L,lLN1_bc,L,AL_L,53,2119,9055
720575940631287912,7205759406312879121,lLN1_bc_L,lLN1_bc,L,AL_L,75,2139,9693
720575940631975884,7205759406319758841,lLN2X12_L,lLN2X12,L,AL_L,685,1348,7889
720575940621585279,7205759406215852792,lLN2X12_R,lLN2X12,R,AL_R,889,1445,8517
720575940612637554,7205759406126375542,lLN2X12_R,lLN2X12,R,AL_R,836,1556,9329
720575940616908177,7205759406169081772,lLN1_bc_R,lLN1_bc,R,AL_R,46,1841,8888
720575940628023685,7205759406280236851,ALBN1_L,ALBN1,L,AL_L,3083,135,964
720575940628023685,7205759406280236852,ALBN1_R,ALBN1,R,AL_R,7,1354,13449
720575940621298270,7205759406212982701,lLN1_bc_L,lLN1_bc,L,AL_L,83,2519,11251
720575940631586858,7205759406315868581,lLN1_a_L,lLN1_a,L,AL_L,120,3478,11733
720575940625585508,7205759406255855082,lLN1_bc_R,lLN1_bc,R,AL_R,50,2352,10918
720575940616169578,7205759406161695781,lLN2T_b_L,lLN2T_b,L,AL_L,6911,2935,16461
720575940606722249,7205759406067222492,lLN2X03_R,lLN2X03,R,AL_R,507,2815,12241
720575940606056905,7205759406060569051,lLN1_bc_L,lLN1_bc,L,AL_L,70,2487,10932
720575940618561403,7205759406185614031,lLN1_bc_L,lLN1_bc,L,AL_L,49,2181,9581
720575940623146701,7205759406231467012,lLN2T_e_R,lLN2T_e,R,AL_R,765,2484,12760
720575940635945919,7205759406359459191,v2LN30_L,v2LN30,L,AL_L,2210,11916,34741
720575940624435128,7205759406244351282,lLN2X11_R,lLN2X11,R,AL_R,962,2372,12890
720575940640541091,7205759406405410912,lLN1_bc_R,lLN1_bc,R,AL_R,85,2677,11929
720575940646576436,7205759406465764362,lLN2T_c_R,lLN2T_c,R,AL_R,2175,1455,13827
720575940641593051,7205759406415930511,lLN1_bc_L,lLN1_bc,L,AL_L,48,2142,9308
720575940640830453,7205759406408304531,lLN2X03_L,lLN2X03,L,AL_L,554,3559,14830
720575940633294796,7205759406332947962,lLN2T_b_R,lLN2T_b,R,AL_R,6712,2669,16790
720575940660217473,7205759406602174731,lLN2X11_L,lLN2X11,L,AL_L,1028,2555,13527
720575940644704160,7205759406447041601,lLN2X03_L,lLN2X03,L,AL_L,627,3147,13115
720575940637623780,7205759406376237802,lLN2X03_R,lLN2X03,R,AL_R,856,3300,14631
720575940632403986,7205759406324039861,il3LN6_L,il3LN6,L,AL_L,8166,2000,18397
720575940632403986,7205759406324039862,il3LN6_R,il3LN6,R,AL_R,8940,2521,20688
720575940613590501,7205759406135905011,lLN2T_c_L,lLN2T_c,L,AL_L,2083,1800,15748
720575940614956072,7205759406149560722,v2LN30_R,v2LN30,R,AL_R,2249,10736,33017
720575940640803200,7205759406408032002,lLN2F_a_R,lLN2F_a,R,AL_R,4252,1829,22159
720575940624012692,7205759406240126921,CB1668_L,CB1668,L,AL_L,50,35,393
720575940624012692,7205759406240126922,CB1668_R,CB1668,R,AL_R,61,227,762
720575940623000858,7205759406230008581,lLN2F_b_L,lLN2F_b,L,AL_L,8938,2718,44372
720575940638128474,7205759406381284741,lLN2F_a_L,lLN2F_a,L,AL_L,5145,1784,20295
720575940609282825,7205759406092828252,lLN2F_b_R,lLN2F_b,R,AL_R,8108,2528,43356
720575940634545890,7205759406345458902,lLN2F_b_R,lLN2F_b,R,AL_R,7486,2701,40497
720575940631164476,7205759406311644761,CB3633_L,CB3633,L,AL_L,1,41,799
720575940631164476,7205759406311644762,CB3633_R,CB3633,R,AL_R,122,72,1999
720575940604662700,7205759406046627001,CB1668_L,CB1668,L,AL_L,40,56,299
720575940604662700,7205759406046627002,CB1668_R,CB1668,R,AL_R,67,155,464
720575940609406985,7205759406094069851,v2LN46b_L,v2LN46b,L,AL_L,1,21,82
720575940609406985,7205759406094069852,v2LN46b_R,v2LN46b,R,AL_R,51,137,541
720575940622792423,7205759406227924231,CB1013_L,CB1013,L,AL_L,15,44,353
720575940622792423,7205759406227924232,CB1013_R,CB1013,R,AL_R,40,81,482
720575940638559440,7205759406385594401,CB1013_L,CB1013,L,AL_L,2,68,328
720575940638559440,7205759406385594402,CB1013_R,CB1013,R,AL_R,33,99,443
720575940618112310,7205759406181123102,lLN1_bc_R,lLN1_bc,R,AL_R,60,2265,10427
720575940613804259,7205759406138042592,lLN2T_c_R,lLN2T_c,R,AL_R,2372,1547,15579
720575940614832543,7205759406148325431,CB1686_L,CB1686,L,AL_L,47,442,1417
720575940626051367,7205759406260513671,v2LN3A1_a_L,v2LN3A1_a,L,AL_L,2,55,533
720575940626051367,7205759406260513672,v2LN3A1_a_R,v2LN3A1_a,R,AL_R,114,80,1781
720575940625732196,7205759406257321961,CB2569_L,CB2569,L,AL_L,40,96,617
720575940625732196,7205759406257321962,CB2569_R,CB2569,R,AL_R,96,139,597
720575940637602650,7205759406376026501,vLN25_L,vLN25,L,AL_L,570,408,3326
720575940636151391,7205759406361513912,CB1545_R,CB1545,R,AL_R,1,320,1755
720575940605078560,7205759406050785601,v2LNX01_L,v2LNX01,L,AL_L,1,8,77
720575940605078560,7205759406050785602,v2LNX01_R,v2LNX01,R,AL_R,14,230,2183
720575940614774434,7205759406147744342,v2LN40_2_R,v2LN40_2,R,AL_R,263,373,1678
720575940617910848,7205759406179108481,v2LN5_L,v2LN5,L,AL_L,170,165,861
720575940617910848,7205759406179108482,v2LN5_R,v2LN5,R,AL_R,1003,823,4136
720575940623437838,7205759406234378381,CB1013_L,CB1013,L,AL_L,1,27,396
720575940623437838,7205759406234378382,CB1013_R,CB1013,R,AL_R,14,62,706
720575940638022515,7205759406380225152,v2LN39a_R,v2LN39a,R,AL_R,2,381,1868
720575940625684057,7205759406256840571,CB2661_L,CB2661,L,AL_L,48,120,561
720575940625684057,7205759406256840572,CB2661_R,CB2661,R,AL_R,1,62,297
720575940621778646,7205759406217786461,CB2571_L,CB2571,L,AL_L,3,34,366
720575940621778646,7205759406217786462,CB2571_R,CB2571,R,AL_R,19,200,1644
720575940622014090,7205759406220140901,CB2527_L,CB2527,L,AL_L,7,64,532
720575940622014090,7205759406220140902,CB2527_R,CB2527,R,AL_R,33,69,834
720575940630251791,7205759406302517912,v2LN46b_R,v2LN46b,R,AL_R,106,87,425
720575940613575958,7205759406135759581,CB1473_L,CB1473,L,AL_L,35,271,979
720575940619061662,7205759406190616622,v2LN36_R,v2LN36,R,AL_R,1883,3009,7632
720575940640314190,7205759406403141901,LN60a_L,LN60a,L,AL_L,160,907,2363
720575940640314190,7205759406403141902,LN60a_R,LN60a,R,AL_R,736,2262,5682
720575940628420264,7205759406284202642,lLN2X02_R,lLN2X02,R,AL_R,1454,2008,6576
720575940633741229,7205759406337412292,lLN2X02_R,lLN2X02,R,AL_R,1691,1877,6128
720575940620249941,7205759406202499412,vLN27_R,vLN27,R,AL_R,619,1214,5044
720575940627604327,7205759406276043271,vLN28_vLN29_L,vLN28_vLN29,L,AL_L,564,366,2660
720575940638006086,7205759406380060862,l2LN19_R,l2LN19,R,AL_R,117,815,3277
720575940609112587,7205759406091125871,CB1132_L,CB1132,L,AL_L,3,46,210
720575940609112587,7205759406091125872,CB1132_R,CB1132,R,AL_R,24,467,1673
720575940612991381,7205759406129913812,vLN26_R,vLN26,R,AL_R,5,608,5731
720575940627390440,7205759406273904401,CB2908_L,CB2908,L,AL_L,52,360,1297
