source_root_id,analysis_body_id,LN_instance,LN_type,analysis_hemisphere,analysis_neuropil,neuropil,n_synapses
720575940630183286,7205759406301832861,lLN1_bc_L,lLN1_bc,L,AL_L,AL_L,11622
720575940618076214,7205759406180762142,CB1285_R,CB1285,R,AL_R,AL_R,553
720575940618076214,7205759406180762142,CB1285_R,CB1285,R,AL_R,AVLP_R,1
720575940618076214,7205759406180762142,CB1285_R,CB1285,R,AL_R,,39
720575940632197930,7205759406321979301,lLN1_bc_L,lLN1_bc,L,AL_L,AL_L,9723
720575940614757974,7205759406147579742,v2LN40_2_R,v2LN40_2,R,AL_R,AL_R,1601
720575940614757974,7205759406147579742,v2LN40_2_R,v2LN40_2,R,AL_R,,34
720575940621086996,7205759406210869962,v2LN31_R,v2LN31,R,AL_R,AL_L,1192
720575940621086996,7205759406210869962,v2LN31_R,v2LN31,R,AL_R,AL_R,3514
720575940621086996,7205759406210869962,v2LN31_R,v2LN31,R,AL_R,LAL_R,26
720575940621086996,7205759406210869962,v2LN31_R,v2LN31,R,AL_R,NO,2
