source_root_id,analysis_body_id,LN_instance,LN_type,analysis_hemisphere,analysis_neuropil,neuropil,n_synapses
720575940614113682,7205759406141136821,vLN25_L,vLN25,L,AL_L,AMMC_L,6
720575940614113682,7205759406141136821,vLN25_L,vLN25,L,AL_L,GNG,14
720575940614113682,7205759406141136821,vLN25_L,vLN25,L,AL_L,VES_L,876
720575940614113682,7205759406141136821,vLN25_L,vLN25,L,AL_L,WED_L,3
720575940614113682,7205759406141136821,vLN25_L,vLN25,L,AL_L,,127
720575940631704716,7205759406317047162,lLN1_bc_R,lLN1_bc,R,AL_R,AL_R,8671
720575940624323342,7205759406243233421,CB2661_L,CB2661,L,AL_L,AL_L,458
720575940624323342,7205759406243233421,CB2661_L,CB2661,L,AL_L,AL_R,339
720575940624323342,7205759406243233421,CB2661_L,CB2661,L,AL_L,VES_R,1
720575940624323342,7205759406243233421,CB2661_L,CB2661,L,AL_L,,48
720575940624323342,7205759406243233422,CB2661_R,CB2661,R,AL_R,AL_L,458
720575940624323342,7205759406243233422,CB2661_R,CB2661,R,AL_R,AL_R,339
720575940624323342,7205759406243233422,CB2661_R,CB2661,R,AL_R,VES_R,1
720575940624323342,7205759406243233422,CB2661_R,CB2661,R,AL_R,,48
720575940617918603,7205759406179186031,v2LNX01_L,v2LNX01,L,AL_L,AL_L,2270
720575940640415859,7205759406404158592,lLN2X07_R,lLN2X07,R,AL_R,AL_R,5196
720575940640415859,7205759406404158592,lLN2X07_R,lLN2X07,R,AL_R,LAL_R,13
720575940627737365,7205759406277373651,lLN2X10_L,lLN2X10,L,AL_L,AL_L,7092
720575940627737365,7205759406277373651,lLN2X10_L,lLN2X10,L,AL_L,CRE_L,1
720575940621832001,7205759406218320012,CB1285_R,CB1285,R,AL_R,AL_R,686
720575940621832001,7205759406218320012,CB1285_R,CB1285,R,AL_R,,16
720575940621061285,7205759406210612851,vLN24_L,vLN24,L,AL_L,AL_L,5345
720575940633189145,7205759406331891451,CB1285_L,CB1285,L,AL_L,AL_L,500
720575940633189145,7205759406331891451,CB1285_L,CB1285,L,AL_L,,27
720575940617140765,7205759406171407651,CB1824_L,CB1824,L,AL_L,AL_L,528
720575940632803212,7205759406328032122,CB1141_R,CB1141,R,AL_R,AL_R,738
720575940632803212,7205759406328032122,CB1141_R,CB1141,R,AL_R,,1
720575940618681168,7205759406186811681,CB1285_L,CB1285,L,AL_L,AL_L,534
720575940618681168,7205759406186811681,CB1285_L,CB1285,L,AL_L,,21
720575940659844225,7205759406598442251,CB1141_L,CB1141,L,AL_L,AL_L,618
720575940659844225,7205759406598442251,CB1141_L,CB1141,L,AL_L,CRE_L,1
720575940659844225,7205759406598442251,CB1141_L,CB1141,L,AL_L,,9
720575940606267659,7205759406062676591,v2LN40_2_L,v2LN40_2,L,AL_L,AL_L,1715
720575940606267659,7205759406062676591,v2LN40_2_L,v2LN40_2,L,AL_L,,60
720575940630575375,7205759406305753751,CB1285_L,CB1285,L,AL_L,AL_L,570
720575940630575375,7205759406305753751,CB1285_L,CB1285,L,AL_L,,6
720575940623930211,7205759406239302111,CB1141_L,CB1141,L,AL_L,AL_L,448
720575940623930211,7205759406239302111,CB1141_L,CB1141,L,AL_L,,37
720575940615071795,7205759406150717951,v2LN46b_L,v2LN46b,L,AL_L,AL_L,80
720575940615071795,7205759406150717951,v2LN46b_L,v2LN46b,L,AL_L,AL_R,516
720575940615071795,7205759406150717951,v2LN46b_L,v2LN46b,L,AL_L,LAL_R,1
720575940615071795,7205759406150717951,v2LN46b_L,v2LN46b,L,AL_L,,15
720575940615071795,7205759406150717952,v2LN46b_R,v2LN46b,R,AL_R,AL_L,80
720575940615071795,7205759406150717952,v2LN46b_R,v2LN46b,R,AL_R,AL_R,516
720575940615071795,7205759406150717952,v2LN46b_R,v2LN46b,R,AL_R,LAL_R,1
720575940615071795,7205759406150717952,v2LN46b_R,v2LN46b,R,AL_R,,15
720575940620755126,7205759406207551261,CB1824_L,CB1824,L,AL_L,AL_L,807
720575940620755126,7205759406207551261,CB1824_L,CB1824,L,AL_L,,5
720575940619954112,7205759406199541122,CB1285_R,CB1285,R,AL_R,AL_R,595
720575940619954112,7205759406199541122,CB1285_R,CB1285,R,AL_R,,17
720575940636110222,7205759406361102221,CB2822_L,CB2822,L,AL_L,AL_L,838
720575940642343565,7205759406423435651,lLN8_L,lLN8,L,AL_L,AL_L,2457
720575940642343565,7205759406423435651,lLN8_L,lLN8,L,AL_L,AL_R,2009
720575940642343565,7205759406423435651,lLN8_L,lLN8,L,AL_L,EB,5
720575940642343565,7205759406423435651,lLN8_L,lLN8,L,AL_L,LAL_L,11
720575940642343565,7205759406423435651,lLN8_L,lLN8,L,AL_L,LAL_R,71
720575940642343565,7205759406423435651,lLN8_L,lLN8,L,AL_L,VES_R,1
720575940642343565,7205759406423435652,lLN8_R,lLN8,R,AL_R,AL_L,2457
720575940642343565,7205759406423435652,lLN8_R,lLN8,R,AL_R,AL_R,2009
720575940642343565,7205759406423435652,lLN8_R,lLN8,R,AL_R,EB,5
720575940642343565,7205759406423435652,lLN8_R,lLN8,R,AL_R,LAL_L,11
720575940642343565,7205759406423435652,lLN8_R,lLN8,R,AL_R,LAL_R,71
720575940642343565,7205759406423435652,lLN8_R,lLN8,R,AL_R,VES_R,1
720575940618158672,7205759406181586721,CB1824_L,CB1824,L,AL_L,AL_L,566
720575940618158672,7205759406181586721,CB1824_L,CB1824,L,AL_L,MB_ML_L,16
720575940618158672,7205759406181586721,CB1824_L,CB1824,L,AL_L,,10
720575940623540477,7205759406235404771,CB1824_L,CB1824,L,AL_L,AL_L,699
720575940623540477,7205759406235404771,CB1824_L,CB1824,L,AL_L,,23
720575940624422643,7205759406244226432,CB2845_R,CB2845,R,AL_R,AL_R,723
720575940624422643,7205759406244226432,CB2845_R,CB2845,R,AL_R,,1
720575940637846947,7205759406378469472,CB1285_R,CB1285,R,AL_R,AL_R,437
720575940637846947,7205759406378469472,CB1285_R,CB1285,R,AL_R,,42
720575940613167845,7205759406131678451,CB1824_L,CB1824,L,AL_L,AL_L,1102
720575940613167845,7205759406131678451,CB1824_L,CB1824,L,AL_L,,53
720575940606756785,7205759406067567851,v2LN46a_L,v2LN46a,L,AL_L,AL_L,285
720575940606756785,7205759406067567851,v2LN46a_L,v2LN46a,L,AL_L,AL_R,609
720575940606756785,7205759406067567851,v2LN46a_L,v2LN46a,L,AL_L,LAL_L,18
720575940606756785,7205759406067567851,v2LN46a_L,v2LN46a,L,AL_L,,72
720575940606756785,7205759406067567852,v2LN46a_R,v2LN46a,R,AL_R,AL_L,285
720575940606756785,7205759406067567852,v2LN46a_R,v2LN46a,R,AL_R,AL_R,609
720575940606756785,7205759406067567852,v2LN46a_R,v2LN46a,R,AL_R,LAL_L,18
720575940606756785,7205759406067567852,v2LN46a_R,v2LN46a,R,AL_R,,72
720575940642015477,7205759406420154772,v2LN41a_R,v2LN41a,R,AL_R,AL_L,1609
720575940642015477,7205759406420154772,v2LN41a_R,v2LN41a,R,AL_R,AL_R,2042
720575940642015477,7205759406420154772,v2LN41a_R,v2LN41a,R,AL_R,NO,5
720575940642015477,7205759406420154772,v2LN41a_R,v2LN41a,R,AL_R,VES_R,3
720575940640060112,7205759406400601121,CB2471_L,CB2471,L,AL_L,AL_L,662
720575940640060112,7205759406400601121,CB2471_L,CB2471,L,AL_L,AL_R,192
720575940640060112,7205759406400601121,CB2471_L,CB2471,L,AL_L,EB,2
720575940640060112,7205759406400601122,CB2471_R,CB2471,R,AL_R,AL_L,662
720575940640060112,7205759406400601122,CB2471_R,CB2471,R,AL_R,AL_R,192
720575940640060112,7205759406400601122,CB2471_R,CB2471,R,AL_R,EB,2
720575940650581881,7205759406505818811,CB2908_L,CB2908,L,AL_L,AL_L,1246
720575940640258613,7205759406402586132,CB1824_R,CB1824,R,AL_R,AL_R,899
720575940640258613,7205759406402586132,CB1824_R,CB1824,R,AL_R,,22
720575940646037783,7205759406460377831,v2LN47_L,v2LN47,L,AL_L,AL_L,373
720575940646037783,7205759406460377831,v2LN47_L,v2LN47,L,AL_L,AL_R,105
720575940646037783,7205759406460377831,v2LN47_L,v2LN47,L,AL_L,LAL_L,14
720575940646037783,7205759406460377831,v2LN47_L,v2LN47,L,AL_L,LAL_R,2
720575940646037783,7205759406460377831,v2LN47_L,v2LN47,L,AL_L,,11
720575940621612765,7205759406216127652,v2LN47_R,v2LN47,R,AL_R,AL_L,55
720575940621612765,7205759406216127652,v2LN47_R,v2LN47,R,AL_R,AL_R,397
720575940621612765,7205759406216127652,v2LN47_R,v2LN47,R,AL_R,LAL_L,14
720575940621612765,7205759406216127652,v2LN47_R,v2LN47,R,AL_R,LAL_R,4
720575940623136717,7205759406231367171,lLN2X12_L,lLN2X12,L,AL_L,AL_L,7965
720575940623136717,7205759406231367171,lLN2X12_L,lLN2X12,L,AL_L,CRE_L,5
720575940641621645,7205759406416216452,lLN13_R,lLN13,R,AL_R,AL_R,1664
720575940641621645,7205759406416216452,lLN13_R,lLN13,R,AL_R,,1
720575940637510121,7205759406375101211,CB1141_L,CB1141,L,AL_L,AL_L,603
720575940618259766,7205759406182597661,CB2845_L,CB2845,L,AL_L,AL_L,663
720575940618259766,7205759406182597661,CB2845_L,CB2845,L,AL_L,,21
720575940614054802,7205759406140548022,l2LN22_R,l2LN22,R,AL_R,AL_R,2070
720575940614054802,7205759406140548022,l2LN22_R,l2LN22,R,AL_R,VES_R,67
720575940625772828,7205759406257728281,CB3007_L,CB3007,L,AL_L,AL_L,1222
720575940625772828,7205759406257728281,CB3007_L,CB3007,L,AL_L,,30
720575940626518302,7205759406265183021,CB2908_L,CB2908,L,AL_L,AL_L,1162
720575940622811400,7205759406228114002,CB2822_R,CB2822,R,AL_R,AL_R,912
720575940622811400,7205759406228114002,CB2822_R,CB2822,R,AL_R,,13
720575940624645818,7205759406246458182,CB1824_R,CB1824,R,AL_R,AL_R,742
720575940624645818,7205759406246458182,CB1824_R,CB1824,R,AL_R,,18
720575940628142352,7205759406281423522,CB2908_R,CB2908,R,AL_R,AL_R,1379
720575940629942343,7205759406299423431,CB1013_L,CB1013,L,AL_L,AL_L,659
720575940629942343,7205759406299423431,CB1013_L,CB1013,L,AL_L,AL_R,303
720575940629942343,7205759406299423431,CB1013_L,CB1013,L,AL_L,LAL_R,9
720575940629942343,7205759406299423431,CB1013_L,CB1013,L,AL_L,,48
720575940628251907,7205759406282519072,CB1546_R,CB1546,R,AL_R,AL_R,1695
720575940628251907,7205759406282519072,CB1546_R,CB1546,R,AL_R,,83
720575940616198587,7205759406161985872,CB2471_R,CB2471,R,AL_R,AL_R,1091
720575940626579593,7205759406265795932,CB2845_R,CB2845,R,AL_R,AL_R,554
720575940626579593,7205759406265795932,CB2845_R,CB2845,R,AL_R,AVLP_R,3
720575940626579593,7205759406265795932,CB2845_R,CB2845,R,AL_R,,38
720575940623526985,7205759406235269852,v2LN47_R,v2LN47,R,AL_R,AL_L,189
720575940623526985,7205759406235269852,v2LN47_R,v2LN47,R,AL_R,AL_R,378
720575940618911901,7205759406189119011,v2LN46a_L,v2LN46a,L,AL_L,AL_L,656
720575940618911901,7205759406189119011,v2LN46a_L,v2LN46a,L,AL_L,AL_R,190
720575940618911901,7205759406189119011,v2LN46a_L,v2LN46a,L,AL_L,LAL_R,2
720575940618911901,7205759406189119011,v2LN46a_L,v2LN46a,L,AL_L,,54
720575940629324791,7205759406293247912,CB1824_R,CB1824,R,AL_R,AL_R,585
720575940629324791,7205759406293247912,CB1824_R,CB1824,R,AL_R,,18
720575940627405052,7205759406274050521,v2LN34E_L,v2LN34E,L,AL_L,AL_L,326
720575940627405052,7205759406274050521,v2LN34E_L,v2LN34E,L,AL_L,AL_R,582
720575940627405052,7205759406274050521,v2LN34E_L,v2LN34E,L,AL_L,LAL_R,2
720575940627405052,7205759406274050521,v2LN34E_L,v2LN34E,L,AL_L,,23
720575940627405052,7205759406274050522,v2LN34E_R,v2LN34E,R,AL_R,AL_L,326
720575940627405052,7205759406274050522,v2LN34E_R,v2LN34E,R,AL_R,AL_R,582
720575940627405052,7205759406274050522,v2LN34E_R,v2LN34E,R,AL_R,LAL_R,2
720575940627405052,7205759406274050522,v2LN34E_R,v2LN34E,R,AL_R,,23
720575940604568521,7205759406045685212,lLN13_R,lLN13,R,AL_R,AL_R,1567
720575940604568521,7205759406045685212,lLN13_R,lLN13,R,AL_R,,17
720575940630723384,7205759406307233841,CB1473_L,CB1473,L,AL_L,AL_L,1218
720575940630723384,7205759406307233841,CB1473_L,CB1473,L,AL_L,GNG,4
720575940630723384,7205759406307233841,CB1473_L,CB1473,L,AL_L,VES_L,13
720575940621681321,7205759406216813212,CB3007_R,CB3007,R,AL_R,AL_R,1031
720575940621681321,7205759406216813212,CB3007_R,CB3007,R,AL_R,,29
720575940616892061,7205759406168920611,CB3007_L,CB3007,L,AL_L,AL_L,1435
720575940616892061,7205759406168920611,CB3007_L,CB3007,L,AL_L,,2
720575940632094415,7205759406320944151,CB3172_L,CB3172,L,AL_L,AL_L,708
720575940632094415,7205759406320944151,CB3172_L,CB3172,L,AL_L,AL_R,686
720575940632094415,7205759406320944151,CB3172_L,CB3172,L,AL_L,LAL_R,1
720575940632094415,7205759406320944151,CB3172_L,CB3172,L,AL_L,,33
720575940632094415,7205759406320944152,CB3172_R,CB3172,R,AL_R,AL_L,708
720575940632094415,7205759406320944152,CB3172_R,CB3172,R,AL_R,AL_R,686
720575940632094415,7205759406320944152,CB3172_R,CB3172,R,AL_R,LAL_R,1
720575940632094415,7205759406320944152,CB3172_R,CB3172,R,AL_R,,33
720575940624549820,7205759406245498201,CB1668_L,CB1668,L,AL_L,AL_L,352
720575940624549820,7205759406245498201,CB1668_L,CB1668,L,AL_L,AL_R,585
720575940624549820,7205759406245498201,CB1668_L,CB1668,L,AL_L,LAL_R,1
720575940624549820,7205759406245498201,CB1668_L,CB1668,L,AL_L,VES_R,5
720575940624549820,7205759406245498201,CB1668_L,CB1668,L,AL_L,,15
720575940624549820,7205759406245498202,CB1668_R,CB1668,R,AL_R,AL_L,352
720575940624549820,7205759406245498202,CB1668_R,CB1668,R,AL_R,AL_R,585
720575940624549820,7205759406245498202,CB1668_R,CB1668,R,AL_R,LAL_R,1
720575940624549820,7205759406245498202,CB1668_R,CB1668,R,AL_R,VES_R,5
720575940624549820,7205759406245498202,CB1668_R,CB1668,R,AL_R,,15
720575940638844504,7205759406388445042,CB2471_R,CB2471,R,AL_R,AL_R,1027
720575940638844504,7205759406388445042,CB2471_R,CB2471,R,AL_R,,38
720575940637845934,7205759406378459341,CB1013_L,CB1013,L,AL_L,AL_L,573
720575940637845934,7205759406378459341,CB1013_L,CB1013,L,AL_L,AL_R,355
720575940637845934,7205759406378459341,CB1013_L,CB1013,L,AL_L,AMMC_L,3
720575940637845934,7205759406378459341,CB1013_L,CB1013,L,AL_L,,37
720575940637845934,7205759406378459342,CB1013_R,CB1013,R,AL_R,AL_L,573
720575940637845934,7205759406378459342,CB1013_R,CB1013,R,AL_R,AL_R,355
720575940637845934,7205759406378459342,CB1013_R,CB1013,R,AL_R,AMMC_L,3
720575940637845934,7205759406378459342,CB1013_R,CB1013,R,AL_R,,37
720575940605305777,7205759406053057772,CB3202_R,CB3202,R,AL_R,AL_R,1435
720575940631978956,7205759406319789562,CB2471_R,CB2471,R,AL_R,AL_R,1139
720575940631978956,7205759406319789562,CB2471_R,CB2471,R,AL_R,,15
720575940633286068,7205759406332860681,v2LN47_L,v2LN47,L,AL_L,AL_L,450
720575940633286068,7205759406332860681,v2LN47_L,v2LN47,L,AL_L,AL_R,135
720575940633286068,7205759406332860681,v2LN47_L,v2LN47,L,AL_L,VES_R,1
720575940633286068,7205759406332860681,v2LN47_L,v2LN47,L,AL_L,,5
720575940633286068,7205759406332860682,v2LN47_R,v2LN47,R,AL_R,AL_L,450
720575940633286068,7205759406332860682,v2LN47_R,v2LN47,R,AL_R,AL_R,135
720575940633286068,7205759406332860682,v2LN47_R,v2LN47,R,AL_R,VES_R,1
720575940633286068,7205759406332860682,v2LN47_R,v2LN47,R,AL_R,,5
720575940628326417,7205759406283264172,CB1546_R,CB1546,R,AL_R,AL_R,2119
720575940628326417,7205759406283264172,CB1546_R,CB1546,R,AL_R,,19
720575940629068741,7205759406290687411,v2LN46b_L,v2LN46b,L,AL_L,AL_L,82
720575940629068741,7205759406290687411,v2LN46b_L,v2LN46b,L,AL_L,AL_R,596
720575940629068741,7205759406290687411,v2LN46b_L,v2LN46b,L,AL_L,LAL_R,2
720575940629068741,7205759406290687411,v2LN46b_L,v2LN46b,L,AL_L,,12
720575940629068741,7205759406290687412,v2LN46b_R,v2LN46b,R,AL_R,AL_L,82
720575940629068741,7205759406290687412,v2LN46b_R,v2LN46b,R,AL_R,AL_R,596
720575940629068741,7205759406290687412,v2LN46b_R,v2LN46b,R,AL_R,LAL_R,2
720575940629068741,7205759406290687412,v2LN46b_R,v2LN46b,R,AL_R,,12
720575940613970147,7205759406139701471,v2LN46b_L,v2LN46b,L,AL_L,AL_L,589
720575940613970147,7205759406139701471,v2LN46b_L,v2LN46b,L,AL_L,AL_R,201
720575940613970147,7205759406139701471,v2LN46b_L,v2LN46b,L,AL_L,LAL_R,1
720575940613970147,7205759406139701471,v2LN46b_L,v2LN46b,L,AL_L,,76
720575940613970147,7205759406139701472,v2LN46b_R,v2LN46b,R,AL_R,AL_L,589
720575940613970147,7205759406139701472,v2LN46b_R,v2LN46b,R,AL_R,AL_R,201
720575940613970147,7205759406139701472,v2LN46b_R,v2LN46b,R,AL_R,LAL_R,1
720575940613970147,7205759406139701472,v2LN46b_R,v2LN46b,R,AL_R,,76
720575940626815826,7205759406268158262,v2LN42b_R,v2LN42b,R,AL_R,AL_L,611
720575940626815826,7205759406268158262,v2LN42b_R,v2LN42b,R,AL_R,AL_R,992
720575940626815826,7205759406268158262,v2LN42b_R,v2LN42b,R,AL_R,NO,1
720575940626815826,7205759406268158262,v2LN42b_R,v2LN42b,R,AL_R,VES_R,1
720575940626815826,7205759406268158262,v2LN42b_R,v2LN42b,R,AL_R,,70
720575940622961802,7205759406229618021,CB1132_L,CB1132,L,AL_L,AL_L,1849
720575940629912428,7205759406299124281,CB3202_L,CB3202,L,AL_L,AL_L,1482
720575940630080763,7205759406300807631,lLN13_L,lLN13,L,AL_L,AL_L,1864
720575940634385247,7205759406343852472,CB3007_R,CB3007,R,AL_R,AL_R,1326
720575940634385247,7205759406343852472,CB3007_R,CB3007,R,AL_R,,27
720575940628573519,7205759406285735192,vLN25_R,vLN25,R,AL_R,AL_R,3611
720575940628573519,7205759406285735192,vLN25_R,vLN25,R,AL_R,AMMC_R,8
720575940628573519,7205759406285735192,vLN25_R,vLN25,R,AL_R,SAD,2
720575940628573519,7205759406285735192,vLN25_R,vLN25,R,AL_R,VES_R,1075
720575940628573519,7205759406285735192,vLN25_R,vLN25,R,AL_R,,64
720575940640020944,7205759406400209442,CB1546_R,CB1546,R,AL_R,AL_R,1850
720575940640020944,7205759406400209442,CB1546_R,CB1546,R,AL_R,,20
720575940624361230,7205759406243612301,v2LN42a_L,v2LN42a,L,AL_L,AL_L,604
720575940624361230,7205759406243612301,v2LN42a_L,v2LN42a,L,AL_L,AL_R,837
720575940624361230,7205759406243612301,v2LN42a_L,v2LN42a,L,AL_L,,14
720575940624361230,7205759406243612302,v2LN42a_R,v2LN42a,R,AL_R,AL_L,604
720575940624361230,7205759406243612302,v2LN42a_R,v2LN42a,R,AL_R,AL_R,837
720575940624361230,7205759406243612302,v2LN42a_R,v2LN42a,R,AL_R,,14
720575940629409580,7205759406294095801,CB3202_L,CB3202,L,AL_L,AL_L,1472
720575940617544193,7205759406175441932,CB1686_R,CB1686,R,AL_R,AL_R,1415
720575940624069012,7205759406240690122,CB2571_R,CB2571,R,AL_R,AL_L,459
720575940624069012,7205759406240690122,CB2571_R,CB2571,R,AL_R,AL_R,1550
720575940624069012,7205759406240690122,CB2571_R,CB2571,R,AL_R,VES_R,2
720575940624069012,7205759406240690122,CB2571_R,CB2571,R,AL_R,,82
720575940622626303,7205759406226263032,lLN9_R,lLN9,R,AL_R,AL_L,163
720575940622626303,7205759406226263032,lLN9_R,lLN9,R,AL_R,AL_R,355
720575940622626303,7205759406226263032,lLN9_R,lLN9,R,AL_R,CRE_R,3
720575940622626303,7205759406226263032,lLN9_R,lLN9,R,AL_R,EB,4
720575940621416572,7205759406214165721,lLN9_L,lLN9,L,AL_L,AL_L,236
720575940621416572,7205759406214165721,lLN9_L,lLN9,L,AL_L,AL_R,365
720575940621416572,7205759406214165721,lLN9_L,lLN9,L,AL_L,CRE_R,11
720575940621416572,7205759406214165721,lLN9_L,lLN9,L,AL_L,EB,3
720575940621416572,7205759406214165721,lLN9_L,lLN9,L,AL_L,MB_ML_R,1
720575940621416572,7205759406214165721,lLN9_L,lLN9,L,AL_L,,29
720575940621416572,7205759406214165722,lLN9_R,lLN9,R,AL_R,AL_L,236
720575940621416572,7205759406214165722,lLN9_R,lLN9,R,AL_R,AL_R,365
720575940621416572,7205759406214165722,lLN9_R,lLN9,R,AL_R,CRE_R,11
720575940621416572,7205759406214165722,lLN9_R,lLN9,R,AL_R,EB,3
720575940621416572,7205759406214165722,lLN9_R,lLN9,R,AL_R,MB_ML_R,1
720575940621416572,7205759406214165722,lLN9_R,lLN9,R,AL_R,,29
720575940625642517,7205759406256425172,v2LN42c_R,v2LN42c,R,AL_R,AL_L,667
720575940625642517,7205759406256425172,v2LN42c_R,v2LN42c,R,AL_R,AL_R,1438
720575940625642517,7205759406256425172,v2LN42c_R,v2LN42c,R,AL_R,NO,1
720575940625642517,7205759406256425172,v2LN42c_R,v2LN42c,R,AL_R,VES_R,4
720575940625642517,7205759406256425172,v2LN42c_R,v2LN42c,R,AL_R,,20
720575940606745266,7205759406067452661,CB1473_L,CB1473,L,AL_L,AL_L,1448
720575940612305506,7205759406123055061,CB1686_L,CB1686,L,AL_L,AL_L,1232
720575940643869988,7205759406438699881,CB2345_L,CB2345,L,AL_L,AL_L,803
720575940643869988,7205759406438699881,CB2345_L,CB2345,L,AL_L,AL_R,397
720575940643869988,7205759406438699881,CB2345_L,CB2345,L,AL_L,,30
720575940638731427,7205759406387314272,lLN13_R,lLN13,R,AL_R,AL_R,1638
720575940638731427,7205759406387314272,lLN13_R,lLN13,R,AL_R,,21
720575940617327590,7205759406173275902,CB3172_R,CB3172,R,AL_R,AL_L,615
720575940617327590,7205759406173275902,CB3172_R,CB3172,R,AL_R,AL_R,842
720575940617327590,7205759406173275902,CB3172_R,CB3172,R,AL_R,,45
720575940607685700,7205759406076857001,CB2661_L,CB2661,L,AL_L,AL_L,293
720575940607685700,7205759406076857001,CB2661_L,CB2661,L,AL_L,AL_R,380
720575940607685700,7205759406076857001,CB2661_L,CB2661,L,AL_L,,103
720575940607685700,7205759406076857002,CB2661_R,CB2661,R,AL_R,AL_L,293
720575940607685700,7205759406076857002,CB2661_R,CB2661,R,AL_R,AL_R,380
720575940607685700,7205759406076857002,CB2661_R,CB2661,R,AL_R,,103
720575940605101758,7205759406051017581,CB1668_L,CB1668,L,AL_L,AL_L,555
720575940605101758,7205759406051017581,CB1668_L,CB1668,L,AL_L,AL_R,391
720575940605101758,7205759406051017581,CB1668_L,CB1668,L,AL_L,LAL_R,1
720575940605101758,7205759406051017581,CB1668_L,CB1668,L,AL_L,VES_R,1
720575940605101758,7205759406051017581,CB1668_L,CB1668,L,AL_L,,64
720575940605101758,7205759406051017582,CB1668_R,CB1668,R,AL_R,AL_L,555
720575940605101758,7205759406051017582,CB1668_R,CB1668,R,AL_R,AL_R,391
720575940605101758,7205759406051017582,CB1668_R,CB1668,R,AL_R,LAL_R,1
720575940605101758,7205759406051017582,CB1668_R,CB1668,R,AL_R,VES_R,1
720575940605101758,7205759406051017582,CB1668_R,CB1668,R,AL_R,,64
720575940623118519,7205759406231185191,v2LN47_L,v2LN47,L,AL_L,AL_L,368
720575940623118519,7205759406231185191,v2LN47_L,v2LN47,L,AL_L,AL_R,146
720575940623118519,7205759406231185191,v2LN47_L,v2LN47,L,AL_L,LAL_R,2
720575940623118519,7205759406231185191,v2LN47_L,v2LN47,L,AL_L,,13
720575940633277364,7205759406332773641,CB2527_L,CB2527,L,AL_L,AL_L,1047
720575940633277364,7205759406332773641,CB2527_L,CB2527,L,AL_L,AL_R,477
720575940633277364,7205759406332773641,CB2527_L,CB2527,L,AL_L,VES_L,7
720575940633277364,7205759406332773641,CB2527_L,CB2527,L,AL_L,,7
720575940633277364,7205759406332773642,CB2527_R,CB2527,R,AL_R,AL_L,1047
720575940633277364,7205759406332773642,CB2527_R,CB2527,R,AL_R,AL_R,477
720575940633277364,7205759406332773642,CB2527_R,CB2527,R,AL_R,VES_L,7
720575940633277364,7205759406332773642,CB2527_R,CB2527,R,AL_R,,7
720575940635180956,7205759406351809562,v2LN34E_R,v2LN34E,R,AL_R,AL_L,296
720575940635180956,7205759406351809562,v2LN34E_R,v2LN34E,R,AL_R,AL_R,720
720575940635180956,7205759406351809562,v2LN34E_R,v2LN34E,R,AL_R,,16
720575940627014641,7205759406270146411,lLN9_L,lLN9,L,AL_L,AL_L,596
720575940614871336,7205759406148713361,CB2504_L,CB2504,L,AL_L,AL_L,452
720575940614871336,7205759406148713361,CB2504_L,CB2504,L,AL_L,AL_R,196
720575940614871336,7205759406148713361,CB2504_L,CB2504,L,AL_L,EB,15
720575940614871336,7205759406148713361,CB2504_L,CB2504,L,AL_L,,17
720575940614871336,7205759406148713362,CB2504_R,CB2504,R,AL_R,AL_L,452
720575940614871336,7205759406148713362,CB2504_R,CB2504,R,AL_R,AL_R,196
720575940614871336,7205759406148713362,CB2504_R,CB2504,R,AL_R,EB,15
720575940614871336,7205759406148713362,CB2504_R,CB2504,R,AL_R,,17
720575940604008160,7205759406040081602,CB1686_R,CB1686,R,AL_R,AL_R,1377
720575940604008160,7205759406040081602,CB1686_R,CB1686,R,AL_R,,9
720575940635689829,7205759406356898292,CB2504_R,CB2504,R,AL_R,AL_R,751
720575940635689829,7205759406356898292,CB2504_R,CB2504,R,AL_R,CRE_L,5
720575940635689829,7205759406356898292,CB2504_R,CB2504,R,AL_R,CRE_R,13
720575940635689829,7205759406356898292,CB2504_R,CB2504,R,AL_R,EB,33
720575940635689829,7205759406356898292,CB2504_R,CB2504,R,AL_R,MB_ML_R,15
720575940641592795,7205759406415927951,lLN2X06_L,lLN2X06,L,AL_L,AL_L,6185
720575940641592795,7205759406415927951,lLN2X06_L,lLN2X06,L,AL_L,CRE_L,5
720575940641592795,7205759406415927951,lLN2X06_L,lLN2X06,L,AL_L,LAL_L,16
720575940644743790,7205759406447437901,CB3417_L,CB3417,L,AL_L,AL_L,293
720575940644743790,7205759406447437901,CB3417_L,CB3417,L,AL_L,AL_R,1471
720575940644743790,7205759406447437901,CB3417_L,CB3417,L,AL_L,,27
720575940621343838,7205759406213438382,CB1132_R,CB1132,R,AL_R,AL_R,1731
720575940621343838,7205759406213438382,CB1132_R,CB1132,R,AL_R,,3
720575940628933275,7205759406289332752,CB2345_R,CB2345,R,AL_R,AL_L,546
720575940628933275,7205759406289332752,CB2345_R,CB2345,R,AL_R,AL_R,854
720575940628933275,7205759406289332752,CB2345_R,CB2345,R,AL_R,,30
720575940634364311,7205759406343643112,CB3202_R,CB3202,R,AL_R,AL_R,1251
720575940620311718,7205759406203117181,v2LN46b_L,v2LN46b,L,AL_L,AL_L,639
720575940620311718,7205759406203117181,v2LN46b_L,v2LN46b,L,AL_L,AL_R,24
720575940620311718,7205759406203117181,v2LN46b_L,v2LN46b,L,AL_L,LAL_R,1
720575940620311718,7205759406203117181,v2LN46b_L,v2LN46b,L,AL_L,,17
