bodyId_pre,bodyId_post,weight,type_pre,type_post,instance_pre,instance_post,conn_roiInfo
2069989274,2383731281,4,v2LN39A,M_vPNml51,v2LN39a_R,M_vPNml51_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VP4(R)': {'pre': 4, 'post': 3}, 'AL-VP3(R)': {'post': 1}}"
2135408892,1700307582,4,lLN2P_a,M_l2PNl21,lLN2P_a(Patchy)_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA4(R)': {'pre': 1, 'post': 1}, 'AL-VC3l(R)': {'pre': 1, 'post': 1}, 'AL-DM1(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}"
2137886901,1700307582,4,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA2(R)': {'pre': 4, 'post': 4}}"
2168571905,1700307582,4,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA2(R)': {'pre': 4, 'post': 4}}"
2199244414,2383731281,4,ORN_VA3,M_vPNml51,ORN_VA3,M_vPNml51_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA3(R)': {'pre': 4, 'post': 4}}"
2200228767,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2230926964,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2231293853,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2231298121,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2231298121,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2262324061,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2262328549,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2291999690,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2320655662,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
2320983805,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}"
5812995946,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}"
5813000276,1700307582,4,VC3l_adPN,M_l2PNl21,VC3l_adPN_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VC3l(R)': {'pre': 2, 'post': 2}, 'AL-VC1(R)': {'pre': 2, 'post': 2}}"
5813019976,1671952694,4,PPL104,M_lvPNm24,PPL104(a'3)(PDL05)_L,M_lvPNm24_R,"{'SNP(R)': {'pre': 4, 'post': 4}, 'SIP(R)': {'pre': 4, 'post': 4}}"
5813021632,1671952694,4,LHAD4a1,M_lvPNm24,LHAD4a1_R,M_lvPNm24_R,"{'GNG': {'pre': 3, 'post': 3}, 'AL(R)': {'pre': 1, 'post': 1}, 'AL-VP1m(R)': {'pre': 1, 'post': 1}}"
5813034493,1447205602,4,lLN2T_b,M_vPNml83,lLN2T_b(Tortuous)_R,M_vPNml83_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VM7v(R)': {'pre': 1, 'post': 1}, 'AL-VC3l(R)': {'pre': 1, 'post': 1}, 'AL-DC4(R)': {'pre': 1, 'post': 1}, 'AL-VP1d(R)': {'pre': 1, 'post': 1}}"
5813040727,609924156,4,LHPV4j3,M_lvPNm39,LHPV4j3_R,M_lvPNm39_R,"{'LH(R)': {'pre': 3, 'post': 3}, 'INP': {'pre': 1, 'post': 1}, 'SCL(R)': {'pre': 1, 'post': 1}}"
5813047527,609924156,4,ORN_DL2d,M_lvPNm39,ORN_DL2d_R,M_lvPNm39_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2d(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}"
5813047527,1700307582,4,ORN_DL2d,M_l2PNl21,ORN_DL2d_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2d(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
5813054622,1700307582,4,lLN1_b,M_l2PNl21,lLN1_b_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC4(R)': {'pre': 1, 'post': 1}, 'AL-VP5(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 1, 'post': 1}}"
5813054697,1671952694,4,VA1v_adPN,M_lvPNm24,VA1v_adPN_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}}"
5813054777,1693827279,4,lLN1_b,M_adPNm8,lLN1_b_R,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}"
5813055162,1671952694,4,VA1d_adPN,M_lvPNm24,VA1d_adPN_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA1d(R)': {'pre': 3, 'post': 3}, 'AL-VA1v(R)': {'pre': 1, 'post': 1}}"
5813055277,1693827279,4,lLN2T_a,M_adPNm8,lLN2T_a(Tortuous)_R,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}"
5813056596,1693827279,4,DC4_adPN,M_adPNm8,DC4_adPN_R,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC4(R)': {'pre': 4, 'post': 4}}"
5813069085,1671952694,4,lLN2S,M_lvPNm24,lLN2S(Star)_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VP5(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}, 'AL-VC5(R)': {'pre': 1, 'post': 1}, 'AL-VM7v(R)': {'pre': 1, 'post': 1}}"
5813076969,1693827279,4,lLN2R_b,M_adPNm8,lLN2R_b(Regional)_R,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2v(R)': {'pre': 1, 'post': 2}, 'AL-VL2a(R)': {'pre': 1}, 'AL-VC2(R)': {'pre': 1, 'post': 1}}"
5813087621,1693827279,4,LHAV4j1,M_adPNm8,LHAV4j1_R,M_adPNm8_R,"{'LH(R)': {'pre': 4, 'post': 4}}"
5813096718,1671952694,4,SIP040,M_lvPNm24,SIP040_R,M_lvPNm24_R,"{'SNP(R)': {'pre': 4, 'post': 4}, 'SIP(R)': {'pre': 4, 'post': 4}}"
5813130064,1671952694,4,lLN1_a,M_lvPNm24,lLN1_a_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VM7d(R)': {'pre': 1, 'post': 1}, 'AL-DC4(R)': {'pre': 1, 'post': 1}, 'AL-VP4(R)': {'pre': 1, 'post': 1}}"
5813132949,1671952694,4,lLN2P_c,M_lvPNm24,lLN2P_c(Patchy)_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-DL2d(R)': {'pre': 1, 'post': 1}, 'AL-DM1(R)': {'pre': 1, 'post': 1}, 'AL-VP1m(R)': {'pre': 1, 'post': 1}}"
328533761,1447205602,3,PPL201,M_vPNml83,PPL201_R,M_vPNml83_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SLP(R)': {'pre': 1, 'post': 1}, 'LH(R)': {'pre': 2, 'post': 2}}"
328861282,1447205602,3,LHCENT1,M_vPNml83,LHCENT1_R,M_vPNml83_R,"{'LH(R)': {'pre': 3, 'post': 3}}"
487187476,1671952694,3,SIP087,M_lvPNm24,SIP087_R,M_lvPNm24_R,"{'SNP(R)': {'pre': 2, 'post': 2}, 'SIP(R)': {'pre': 2, 'post': 2}, 'INP': {'pre': 1, 'post': 1}, 'CRE(R)': {'pre': 1, 'post': 1}, 'CRE(-ROB,-RUB)(R)': {'pre': 1, 'post': 1}}"
511271574,1700307582,3,LHCENT8,M_l2PNl21,LHCENT8_R,M_l2PNl21_R,"{'INP': {'pre': 2, 'post': 2}, 'SCL(R)': {'pre': 2, 'post': 2}, 'SNP(R)': {'pre': 1, 'post': 1}, 'SLP(R)': {'pre': 1, 'post': 1}}"
574377845,609924156,3,LHAV3f1,M_lvPNm39,LHAV3f1_R,M_lvPNm39_R,"{'LH(R)': {'pre': 3, 'post': 3}}"
610274029,1700307582,3,M_vPNml50,M_l2PNl21,M_vPNml50_R,M_l2PNl21_R,"{'LH(R)': {'pre': 2, 'post': 2}, 'INP': {'pre': 1, 'post': 1}, 'SCL(R)': {'pre': 1, 'post': 1}}"
610274046,1700307582,3,M_vPNml50,M_l2PNl21,M_vPNml50_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}, 'AL-DA3(R)': {'pre': 1, 'post': 1}}"
665454282,609924156,3,LHAV3d1,M_lvPNm39,LHAV3d1_R,M_lvPNm39_R,"{'LH(R)': {'pre': 2, 'post': 2}, 'SNP(R)': {'pre': 1, 'post': 1}, 'SLP(R)': {'pre': 1, 'post': 1}}"
693927941,5813034081,3,ALIN1,M_vPNml58,ALIN1_R,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 2, 'post': 1}}"
704699661,1700307582,3,ALIN1,M_l2PNl21,ALIN1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VP1d(R)': {'pre': 1, 'post': 1}, 'AL-DC4(R)': {'pre': 1, 'post': 1}, 'AL-VC2(R)': {'pre': 1, 'post': 1}}"
704699661,5813034081,3,ALIN1,M_vPNml58,ALIN1_R,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}}"
724816115,609924156,3,DP1l_adPN,M_lvPNm39,DP1l_adPN_R,M_lvPNm39_R,"{'mALT(R)': {'pre': 2, 'post': 2}, 'AL(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
732280395,609924156,3,LHAV4e1_b,M_lvPNm39,LHAV4e1_b_R,M_lvPNm39_R,"{'LH(R)': {'pre': 3, 'post': 3}}"
788306624,1447205602,3,DM6_adPN,M_vPNml83,DM6_adPN_R,M_vPNml83_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM6(R)': {'pre': 2, 'post': 2}, 'AL-DC2(R)': {'pre': 1, 'post': 1}}"
788940872,1671952694,3,M_adPNm6,M_lvPNm24,M_adPNm6_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC3l(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
788945049,1671952694,3,M_adPNm8,M_lvPNm24,M_adPNm8_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}"
822009511,2383731281,3,LHPV2a1_a,M_vPNml51,LHPV2a1_a_R,M_vPNml51_R,"{'INP': {'pre': 2, 'post': 2}, 'SCL(R)': {'pre': 2, 'post': 2}, 'SNP(R)': {'pre': 1, 'post': 1}, 'SLP(R)': {'pre': 1, 'post': 1}}"
850703925,1700307582,3,M_lPNm11B,M_l2PNl21,M_lPNm11B_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC5(R)': {'pre': 1, 'post': 1}, 'AL-V(R)': {'pre': 1, 'post': 1}, 'AL-DL5(R)': {'pre': 1, 'post': 1}}"
850708902,1700307582,3,M_lPNm11C,M_l2PNl21,M_lPNm11C_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC5(R)': {'pre': 1, 'post': 1}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
851684181,1671952694,3,M_lvPNm42,M_lvPNm24,M_lvPNm42_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VM7d(R)': {'pre': 1, 'post': 1}, 'AL-VA6(R)': {'pre': 1, 'post': 1}}"
856071065,2383731281,3,VA1v_vPN,M_vPNml51,VA1v_vPN_R,M_vPNml51_R,"{'LH(R)': {'pre': 3, 'post': 2}, 'INP': {'post': 1}, 'SCL(R)': {'post': 1}}"
1037293275,1671952694,3,M_l2PNm16,M_lvPNm24,M_l2PNm16_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA1d(R)': {'pre': 1, 'post': 1}, 'AL-VP1m(R)': {'pre': 1, 'post': 1}}"
1135837629,1693827279,3,DSKMP1A,M_adPNm8,DSKMP1A_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VP1d(R)': {'pre': 1, 'post': 1}}"
1316245799,1700307582,3,M_spPN4t9,M_l2PNl21,M_spPN4t9_R,M_l2PNl21_R,"{'VMNP': {'pre': 1, 'post': 1}, 'VES(R)': {'pre': 1, 'post': 1}, 'AL(R)': {'pre': 2, 'post': 2}, 'AL-VP1d(R)': {'pre': 2, 'post': 2}}"
1578826464,1693827279,3,lLN1_c,M_adPNm8,lLN1_c_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}"
1610530558,1693827279,3,lLN1_b,M_adPNm8,lLN1_b_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}, 'AL-VA4(R)': {'pre': 1, 'post': 1}}"
1636225559,1700307582,3,ORN_D,M_l2PNl21,ORN_D,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 1, 'post': 1}, 'AL-D(R)': {'pre': 2, 'post': 2}}"
1636225589,1700307582,3,ORN_D,M_l2PNl21,ORN_D,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-D(R)': {'pre': 3, 'post': 3}}"
1636898862,1671952694,3,ORN_D,M_lvPNm24,ORN_D,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-D(R)': {'pre': 3, 'post': 1}, 'AL-DC1(R)': {'post': 2}}"
1637568633,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1639886198,1943811511,3,lLN2P_c,M_lvPNm31,lLN2P_c(Patchy)_R,M_lvPNm31_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DA1(R)': {'pre': 2, 'post': 2}}"
1640568102,1671952694,3,DL3_lPN,M_lvPNm24,DL3_lPN_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL4(R)': {'pre': 1, 'post': 1}, 'AL-DL3(R)': {'pre': 1, 'post': 1}, 'AL-DA1(R)': {'pre': 1, 'post': 1}}"
1640572741,1693827279,3,lLN2T_b,M_adPNm8,lLN2T_b(Tortuous)_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}}"
1640922754,1693827279,3,lLN2S,M_adPNm8,lLN2S(Star)_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}, 'AL-DC4(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
1666578623,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1666586731,1700307582,3,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM1(R)': {'pre': 3, 'post': 3}}"
1666586873,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1666919180,1700307582,3,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM1(R)': {'pre': 3, 'post': 3}}"
1666928084,1671952694,3,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 3, 'post': 3}}"
1668943729,609924156,3,ORN_DL2v,M_lvPNm39,ORN_DL2v_R,M_lvPNm39_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}"
1669018304,1671952694,3,ORN_DC1,M_lvPNm24,ORN_DC1_L,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 3, 'post': 3}}"
1669281037,1671952694,3,ORN_DM1,M_lvPNm24,ORN_DM1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM1(R)': {'pre': 3, 'post': 3}}"
1669281037,1700307582,3,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM1(R)': {'pre': 3, 'post': 3}}"
1670265095,1671952694,3,,M_lvPNm24,LN,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC4(R)': {'pre': 1, 'post': 1}, 'AL-VA6(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 1, 'post': 1}}"
1670273743,1671952694,3,,M_lvPNm24,LN,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}"
1670273743,1693827279,3,,M_adPNm8,LN,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}"
1670282465,1671952694,3,ORN_DC4,M_lvPNm24,ORN_DC4_L,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}"
1670627928,1693827279,3,lLN2S,M_adPNm8,lLN2S(Star)_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}}"
1670916819,1447205602,3,lLN2P_a,M_vPNml83,lLN2P_a(Patchy)_R,M_vPNml83_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC1(R)': {'pre': 3, 'post': 3}}"
1670916819,1943811511,3,lLN2P_a,M_lvPNm31,lLN2P_a(Patchy)_R,M_lvPNm31_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA3(R)': {'pre': 3, 'post': 3}}"
1671257931,1693827279,3,lLN2P_b,M_adPNm8,lLN2P_b(Patchy)_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}"
1671292719,1671952694,3,lLN2T_c,M_lvPNm24,lLN2T_c(Tortuous)_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 1, 'post': 1}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}"
1671292719,2383731281,3,lLN2T_c,M_vPNml51,lLN2T_c(Tortuous)_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
1671297064,1671952694,3,,M_lvPNm24,LN,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM4(R)': {'pre': 3, 'post': 3}}"
1671620917,1447205602,3,,M_vPNml83,,M_vPNml83_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM6(R)': {'pre': 2, 'post': 2}, 'AL-VC1(R)': {'pre': 1, 'post': 1}}"
1672320134,1671952694,3,lLN2T_a,M_lvPNm24,lLN2T_a(Tortuous)_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 1, 'post': 1}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-VP1m(R)': {'pre': 1, 'post': 1}}"
1692817033,1693827279,3,VA7l_adPN,M_adPNm8,VA7l_adPN_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC2(R)': {'pre': 1, 'post': 1}}"
1697280776,2383731281,3,ORN_DP1m,M_vPNml51,ORN_DP1m_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1697604748,2383731281,3,ORN_DP1m,M_vPNml51,ORN_DP1m_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1698278105,1671952694,3,ORN_DP1m,M_lvPNm24,ORN_DP1m_L,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1699974843,1693827279,3,lLN2T_e,M_adPNm8,lLN2T_e(Tortuous)_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
1700605059,1693827279,3,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
1700652037,1700307582,3,ORN_DC4,M_l2PNl21,ORN_DC4_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}"
1700980693,1671952694,3,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}"
1700980727,1700307582,3,ORN_DC4,M_l2PNl21,ORN_DC4_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}"
1700984539,1671952694,3,ORN_DM3,M_lvPNm24,ORN_DM3_L,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM3(R)': {'pre': 3, 'post': 3}}"
1701299822,1671952694,3,M_imPNl92,M_lvPNm24,M_imPNl92_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 2, 'post': 2}, 'AL-VA6(R)': {'pre': 1, 'post': 1}}"
1702651358,1693827279,3,lLN1_c,M_adPNm8,lLN1_c_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}"
1702651358,1700307582,3,lLN1_c,M_l2PNl21,lLN1_c_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC2(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}, 'AL-V(R)': {'pre': 1, 'post': 1}}"
1729312857,1671952694,3,ORN_DM4,M_lvPNm24,ORN_DM4,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM4(R)': {'pre': 3, 'post': 3}}"
1730315051,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1730647280,1671952694,3,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1730651473,1671952694,3,ORN_DP1l,M_lvPNm24,ORN_DP1l_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}"
1730651473,2383731281,3,ORN_DP1l,M_vPNml51,ORN_DP1l_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}"
1730996778,1671952694,3,v2LN3A,M_lvPNm24,v2LN3a_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-DC2(R)': {'pre': 1, 'post': 1}, 'AL-DM1(R)': {'pre': 1, 'post': 1}}"
1731303224,1693827279,3,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 3, 'post': 3}}"
1731303242,1693827279,3,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 3, 'post': 3}}"
1731325118,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}"
1731626696,1700307582,3,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 3, 'post': 3}}"
