bodyId_pre,bodyId_post,weight,type_pre,type_post,instance_pre,instance_post,conn_roiInfo
2138219571,1700307582,2,,M_l2PNl21,,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2138232554,1700307582,2,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2138569195,1700307582,2,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2138896652,1943811511,2,ORN_VA3,M_lvPNm31,ORN_VA3,M_lvPNm31_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
2164130952,1700307582,2,ORN_VC5,M_l2PNl21,ORN_VC5,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VC5(R)': {'pre': 2, 'post': 2}}"
2167553250,1671952694,2,ORN_VA2,M_lvPNm24,ORN_VA2,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2167553250,2383731281,2,ORN_VA2,M_vPNml51,ORN_VA2,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VM3(R)': {'pre': 2, 'post': 2}}"
2167903315,2383731281,2,,M_vPNml51,,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VM3(R)': {'pre': 2, 'post': 2}}"
2168572270,1700307582,2,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2168917621,1700307582,2,,M_l2PNl21,,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2169254031,1700307582,2,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2198243007,2383731281,2,ORN_VA2,M_vPNml51,ORN_VA2_R,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2198584363,1700307582,2,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2198925014,1700307582,2,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2199248827,1671952694,2,ORN_VA3,M_lvPNm24,ORN_VA3,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
2200569724,1671952694,2,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2200569724,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2226886220,1700307582,2,,M_l2PNl21,,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VC5(R)': {'pre': 2, 'post': 2}}"
2228906477,1700307582,2,,M_l2PNl21,,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA4(R)': {'pre': 2, 'post': 2}}"
2229929673,609924156,2,ORN_VA3,M_lvPNm39,ORN_VA3,M_lvPNm39_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
2229929673,1700307582,2,ORN_VA3,M_l2PNl21,ORN_VA3,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
2230646124,1700307582,2,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
2231284881,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2231289277,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2231289545,1671952694,2,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2231298170,1671952694,2,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2231302306,2383731281,2,ORN_VA3,M_vPNml51,ORN_VA3,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
2231656529,1943811511,2,ORN_VA3,M_lvPNm31,ORN_VA3,M_lvPNm31_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
2261637853,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2261965878,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2261987736,1671952694,2,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2261987736,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2262324036,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2262328440,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2292672665,1671952694,2,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2320655662,1671952694,2,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2321001244,1671952694,2,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2321337738,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
2442062508,1671952694,2,,M_lvPNm24,,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VP5(R)': {'pre': 2, 'post': 2}}"
5812980746,1671952694,2,SIP087,M_lvPNm24,SIP087(PDM22)_L,M_lvPNm24_R,"{'SNP(R)': {'pre': 2, 'post': 2}, 'SIP(R)': {'pre': 2, 'post': 2}}"
5812993881,1671952694,2,ORN_DC4,M_lvPNm24,ORN_DC4_L,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DC4(R)': {'pre': 2, 'post': 2}}"
5812995195,1671952694,2,ORN_DC4,M_lvPNm24,ORN_DC4_L,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DC4(R)': {'pre': 2, 'post': 2}}"
5812996052,1700307582,2,,M_l2PNl21,,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}}"
5812996057,1700307582,2,ORN_VL2p,M_l2PNl21,ORN_VL2p_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VL2p(R)': {'pre': 2, 'post': 2}}"
5812998436,609924156,2,ORN_VL2a,M_lvPNm39,ORN_VL2a_R,M_lvPNm39_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VL2a(R)': {'pre': 2, 'post': 2}}"
5813000237,609924156,2,ORN_VL2a,M_lvPNm39,ORN_VL2a_R,M_lvPNm39_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VL2a(R)': {'pre': 2, 'post': 2}}"
5813000276,697145036,2,VC3l_adPN,M_vPNml83,VC3l_adPN_R,M_vPNml83_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VC3l(R)': {'pre': 2, 'post': 2}}"
5813000296,2383731281,2,ORN_VA3,M_vPNml51,ORN_VA3,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
5813003327,1700307582,2,ORN_VL2p,M_l2PNl21,ORN_VL2p_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VL2p(R)': {'pre': 2, 'post': 2}}"
5813003805,1700307582,2,,M_l2PNl21,,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
5813005580,1700307582,2,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
5813018847,1671952694,2,vLN27,M_lvPNm24,vLN27_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VP1d(R)': {'pre': 1, 'post': 1}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}}"
5813018847,1693827279,2,vLN27,M_adPNm8,vLN27_R,M_adPNm8_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
5813024601,1671952694,2,VA1v_adPN,M_lvPNm24,VA1v_adPN_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}}"
5813024698,609924156,2,lLN2F_b,M_lvPNm39,lLN2F_b(Full)_R,M_lvPNm39_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 1, 'post': 1}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}}"
5813024698,1447205602,2,lLN2F_b,M_vPNml83,lLN2F_b(Full)_R,M_vPNml83_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DC4(R)': {'pre': 1, 'post': 1}, 'AL-VC1(R)': {'pre': 1, 'post': 1}}"
5813032595,1943811511,2,lLN2T_a,M_lvPNm31,lLN2T_a(Tortuous)_R,M_lvPNm31_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 2, 'post': 2}}"
5813034306,609924156,2,v2LN34B,M_lvPNm39,v2LN34b_R,M_lvPNm39_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}}"
5813034493,1671952694,2,lLN2T_b,M_lvPNm24,lLN2T_b(Tortuous)_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DM4(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 1, 'post': 1}}"
5813034531,1693827279,2,lLN2R_a,M_adPNm8,lLN2R_a(Regional)_R,M_adPNm8_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}}"
5813034811,1671952694,2,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
5813038793,1700307582,2,DL2v_adPN,M_l2PNl21,DL2v_adPN_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}"
5813039011,2383731281,2,ORN_DL2v,M_vPNml51,ORN_DL2v_R,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}"
5813039012,5813034081,2,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 2, 'post': 2}}"
5813039309,1693827279,2,lLN2P_b,M_adPNm8,lLN2P_b(Patchy)_R,M_adPNm8_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}}"
5813039471,1700307582,2,DC3_adPN,M_l2PNl21,DC3_adPN_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DC3(R)': {'pre': 2, 'post': 2}}"
5813039931,1943811511,2,LHAV2k9,M_lvPNm31,LHAV2k9_R,M_lvPNm31_R,"{'INP': {'pre': 1, 'post': 1}, 'SCL(R)': {'pre': 1, 'post': 1}, 'LH(R)': {'pre': 1, 'post': 1}}"
5813046968,697145036,2,LHCENT12,M_vPNml83,LHCENT12_R,M_vPNml83_R,"{'LH(R)': {'pre': 2, 'post': 2}}"
5813047691,1671952694,2,lLN1_c,M_lvPNm24,lLN1_c_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}}"
5813050729,1671952694,2,VA7m_lPN,M_lvPNm24,VA7m_lPN_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VC2(R)': {'pre': 1, 'post': 1}, 'AL-VP1m(R)': {'pre': 1, 'post': 1}}"
5813054622,1447205602,2,lLN1_b,M_vPNml83,lLN1_b_R,M_vPNml83_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DC2(R)': {'pre': 1, 'post': 1}}"
5813054725,1447205602,2,lLN1_b,M_vPNml83,lLN1_b_R,M_vPNml83_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DC4(R)': {'pre': 1, 'post': 1}, 'AL-VM7d(R)': {'pre': 1, 'post': 1}}"
5813054726,1671952694,2,lLN2T_a,M_lvPNm24,lLN2T_a(Tortuous)_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}}"
5813054726,1700307582,2,lLN2T_a,M_l2PNl21,lLN2T_a(Tortuous)_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 1, 'post': 1}, 'AL-DC1(R)': {'pre': 1, 'post': 1}}"
5813054773,1671952694,2,l2LN18,M_lvPNm24,l2LN18_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DM3(R)': {'pre': 1, 'post': 1}, 'AL-DC4(R)': {'pre': 1, 'post': 1}}"
5813054773,2383731281,2,l2LN18,M_vPNml51,l2LN18_R,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 1, 'post': 1}, 'AL-VA4(R)': {'pre': 1, 'post': 1}}"
5813054773,5813034081,2,l2LN18,M_vPNml58,l2LN18_R,M_vPNml58_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 2, 'post': 2}}"
5813054777,1671952694,2,lLN1_b,M_lvPNm24,lLN1_b_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA3(R)': {'pre': 1, 'post': 1}, 'AL-D(R)': {'pre': 1, 'post': 1}}"
5813054777,1943811511,2,lLN1_b,M_lvPNm31,lLN1_b_R,M_lvPNm31_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VC1(R)': {'pre': 1, 'post': 1}, 'AL-DA1(R)': {'pre': 1, 'post': 1}}"
5813054777,2383731281,2,lLN1_b,M_vPNml51,lLN1_b_R,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}}"
5813055277,1700307582,2,lLN2T_a,M_l2PNl21,lLN2T_a(Tortuous)_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
5813055800,609924156,2,LHPD5d1,M_lvPNm39,LHPD5d1_R,M_lvPNm39_R,"{'SNP(R)': {'pre': 2, 'post': 2}, 'SIP(R)': {'pre': 2, 'post': 2}}"
5813056072,1671952694,2,VP1m_l2PN,M_lvPNm24,VP1m_l2PN(lALT)_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VP1m(R)': {'pre': 2, 'post': 2}}"
5813061260,1671952694,2,OA-VPM3,M_lvPNm24,OA-VPM3(NO2/NO3)_L,M_lvPNm24_R,"{'SNP(R)': {'pre': 2, 'post': 2}, 'SIP(R)': {'pre': 2, 'post': 2}}"
5813062199,1700307582,2,lLN1_c,M_l2PNl21,lLN1_c_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VP1d(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 1, 'post': 1}}"
5813068669,609924156,2,LHCENT6,M_lvPNm39,LHCENT6_R,M_lvPNm39_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}, 'LH(R)': {'pre': 1, 'post': 1}}"
5813069055,2383731281,2,lLN1_b,M_vPNml51,lLN1_b_R,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}"
5813069085,1447205602,2,lLN2S,M_vPNml83,lLN2S(Star)_R,M_vPNml83_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VM7d(R)': {'pre': 2, 'post': 2}}"
5813069085,1693827279,2,lLN2S,M_adPNm8,lLN2S(Star)_R,M_adPNm8_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
5813071348,1700307582,2,PPL202,M_l2PNl21,PPL202_R,M_l2PNl21_R,"{'LH(R)': {'pre': 2, 'post': 2}}"
5813075196,1693827279,2,lLN2R_a,M_adPNm8,lLN2R_a(Regional)_R,M_adPNm8_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}"
5813075196,1700307582,2,lLN2R_a,M_l2PNl21,lLN2R_a(Regional)_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 2, 'post': 2}}"
5813076969,1671952694,2,lLN2R_b,M_lvPNm24,lLN2R_b(Regional)_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DL5(R)': {'pre': 1, 'post': 1}, 'AL-VP1d(R)': {'pre': 1, 'post': 1}}"
5813078440,1671952694,2,lLN1_b,M_lvPNm24,lLN1_b_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-DL1(R)': {'pre': 1, 'post': 1}}"
5813078440,1693827279,2,lLN1_b,M_adPNm8,lLN1_b_R,M_adPNm8_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}"
5813078440,1700307582,2,lLN1_b,M_l2PNl21,lLN1_b_R,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VM5v(R)': {'pre': 1, 'post': 1}, 'AL-VP1l(R)': {'pre': 1}, 'AL-VP1m(R)': {'post': 1}}"
5813078440,2383731281,2,lLN1_b,M_vPNml51,lLN1_b_R,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}}"
5813086006,1671952694,2,,M_lvPNm24,,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DC1(R)': {'pre': 1, 'post': 1}, 'AL-VA6(R)': {'pre': 1, 'post': 1}}"
5813089504,1671952694,2,LHPD2b1_a,M_lvPNm24,LHPD2b1_a_R,M_lvPNm24_R,"{'SNP(R)': {'pre': 2, 'post': 2}, 'SIP(R)': {'pre': 1, 'post': 1}, 'SMP(R)': {'pre': 1, 'post': 1}}"
5813134848,1943811511,2,ORN_DA1,M_lvPNm31,ORN_DA1_L,M_lvPNm31_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DA1(R)': {'pre': 2, 'post': 2}}"
5901196806,1693827279,2,v2LN3A,M_adPNm8,v2LN3a_R,M_adPNm8_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}"
5901198734,1671952694,2,v2LN34A,M_lvPNm24,v2LN34a_R,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-V(R)': {'pre': 2, 'post': 2}}"
5901199825,2383731281,2,,M_vPNml51,LN_L,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VC2(R)': {'pre': 1, 'post': 1}, 'AL-VC1(R)': {'pre': 1, 'post': 1}}"
5901204684,2383731281,2,ORN_DL2v,M_vPNml51,ORN_DL2v_R,M_vPNml51_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}"
5901206553,1671952694,2,il3LN6,M_lvPNm24,il3LN6_L,M_lvPNm24_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DC1(R)': {'pre': 1, 'post': 1}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}}"
5901218894,609924156,2,lLN2F_a,M_lvPNm39,lLN2F_a(Full)_R,M_lvPNm39_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}}"
7112615467,1700307582,2,,M_l2PNl21,,M_l2PNl21_R,"{'AL(R)': {'pre': 2, 'post': 2}, 'AL-VC2(R)': {'pre': 1, 'post': 1}, 'AL-VA6(R)': {'pre': 1, 'post': 1}}"
294792184,1447205602,1,M_vPNml53,M_vPNml83,M_vPNml53_R,M_vPNml83_R,"{'AL(R)': {'pre': 1, 'post': 1}, 'AL-DC1(R)': {'pre': 1, 'post': 1}}"
297851977,1943811511,1,LHAV3j1,M_lvPNm31,LHAV3j1_R,M_lvPNm31_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}"
298258513,1700307582,1,SMP108,M_l2PNl21,SMP108_R,M_l2PNl21_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}"
298957344,1943811511,1,SIP077,M_lvPNm31,SIP077_R,M_lvPNm31_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}"
299082033,2383731281,1,LHPV5e1,M_vPNml51,LHPV5e1(PDL05)_L,M_vPNml51_R,"{'INP': {'pre': 1, 'post': 1}, 'SCL(R)': {'pre': 1, 'post': 1}}"
299617484,1671952694,1,SIP076,M_lvPNm24,SIP076_R,M_lvPNm24_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}"
326119769,1700307582,1,SLP457,M_l2PNl21,SLP457(SCB013)_R,M_l2PNl21_R,"{'INP': {'pre': 1, 'post': 1}, 'SCL(R)': {'pre': 1, 'post': 1}}"
327499164,1447205602,1,LHCENT2,M_vPNml83,LHCENT2_R,M_vPNml83_R,"{'LH(R)': {'pre': 1, 'post': 1}}"
327499164,1671952694,1,LHCENT2,M_lvPNm24,LHCENT2_R,M_lvPNm24_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}"
327499164,1693827279,1,LHCENT2,M_adPNm8,LHCENT2_R,M_adPNm8_R,"{'LH(R)': {'pre': 1, 'post': 1}}"
327499164,1700307582,1,LHCENT2,M_l2PNl21,LHCENT2_R,M_l2PNl21_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SLP(R)': {'pre': 1, 'post': 1}}"
328533761,5813034081,1,PPL201,M_vPNml58,PPL201_R,M_vPNml58_R,"{'LH(R)': {'pre': 1, 'post': 1}}"
328543014,609924156,1,LHAV3k5,M_lvPNm39,LHAV3k5_R,M_lvPNm39_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SLP(R)': {'pre': 1, 'post': 1}}"
328861282,609924156,1,LHCENT1,M_lvPNm39,LHCENT1_R,M_lvPNm39_R,"{'LH(R)': {'pre': 1, 'post': 1}}"
328861282,1693827279,1,LHCENT1,M_adPNm8,LHCENT1_R,M_adPNm8_R,"{'LH(R)': {'pre': 1, 'post': 1}}"
328861282,1700307582,1,LHCENT1,M_l2PNl21,LHCENT1_R,M_l2PNl21_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}"
328861282,1943811511,1,LHCENT1,M_lvPNm31,LHCENT1_R,M_lvPNm31_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}"
329220439,1943811511,1,LHPV5d1_a,M_lvPNm31,LHPV5d1_a_R,M_lvPNm31_R,"{'SNP(R)': {'pre': 1, 'post': 1}, 'SIP(R)': {'pre': 1, 'post': 1}}"
329258532,1943811511,1,LHPV4d7,M_lvPNm31,LHPV4d7_R,M_lvPNm31_R,"{'LH(R)': {'pre': 1, 'post': 1}}"
329566174,1447205602,1,OA-VPM3,M_vPNml83,OA-VPM3(NO2/NO3)_R,M_vPNml83_R,"{'LH(R)': {'pre': 1, 'post': 1}}"
329581637,609924156,1,LHAV6a9,M_lvPNm39,LHAV6a9_R,M_lvPNm39_R,"{'LH(R)': {'pre': 1, 'post': 1}}"
329599710,609924156,1,M_lvPNm32,M_lvPNm39,M_lvPNm32_R,M_lvPNm39_R,"{'AL(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 1, 'post': 1}}"
329599710,1671952694,1,M_lvPNm32,M_lvPNm24,M_lvPNm32_R,M_lvPNm24_R,"{'AL(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 1, 'post': 1}}"
329599710,1700307582,1,M_lvPNm32,M_l2PNl21,M_lvPNm32_R,M_l2PNl21_R,"{'AL(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 1, 'post': 1}}"
329599710,2383731281,1,M_lvPNm32,M_vPNml51,M_lvPNm32_R,M_vPNml51_R,"{'AL(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 1, 'post': 1}}"
