bodyId_pre,bodyId_post,weight,type_pre,type_post,instance_pre,instance_post,conn_roiInfo,input_glomerulus,mPN_type,mPN_instance
1666596157,1700307582,18,ORN_DP1m,M_l2PNl21,ORN_DP1m_R,M_l2PNl21_R,"{'AL(R)': {'pre': 18, 'post': 18}, 'AL-DP1m(R)': {'pre': 17, 'post': 17}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DP1m,M_l2PNl21,M_l2PNl21_R
1761660556,1700307582,18,ORN_DP1m,M_l2PNl21,ORN_DP1m_R,M_l2PNl21_R,"{'AL(R)': {'pre': 18, 'post': 18}, 'AL-DP1m(R)': {'pre': 15, 'post': 15}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}",DP1m,M_l2PNl21,M_l2PNl21_R
1697272285,1700307582,17,ORN_DP1m,M_l2PNl21,ORN_DP1m_R,M_l2PNl21_R,"{'AL(R)': {'pre': 17, 'post': 17}, 'AL-DP1m(R)': {'pre': 17, 'post': 17}}",DP1m,M_l2PNl21,M_l2PNl21_R
1666578623,1700307582,16,ORN_DP1m,M_l2PNl21,ORN_DP1m_R,M_l2PNl21_R,"{'AL(R)': {'pre': 16, 'post': 16}, 'AL-DP1m(R)': {'pre': 15, 'post': 15}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DP1m,M_l2PNl21,M_l2PNl21_R
1698618777,1700307582,16,ORN_DP1m,M_l2PNl21,ORN_DP1m_R,M_l2PNl21_R,"{'AL(R)': {'pre': 16, 'post': 16}, 'AL-DP1m(R)': {'pre': 16, 'post': 16}}",DP1m,M_l2PNl21,M_l2PNl21_R
1731294438,1693827279,16,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 16, 'post': 16}, 'AL-DL2v(R)': {'pre': 16, 'post': 16}}",DL2v,M_adPNm8,M_adPNm8_R
1697276313,1700307582,15,ORN_DP1m,M_l2PNl21,ORN_DP1m_R,M_l2PNl21_R,"{'AL(R)': {'pre': 15, 'post': 15}, 'AL-DP1l(R)': {'pre': 5, 'post': 5}, 'AL-DP1m(R)': {'pre': 10, 'post': 10}}",DP1m,M_l2PNl21,M_l2PNl21_R
1731325118,1700307582,15,ORN_DP1m,M_l2PNl21,ORN_DP1m_R,M_l2PNl21_R,"{'AL(R)': {'pre': 15, 'post': 15}, 'AL-DP1m(R)': {'pre': 15, 'post': 15}}",DP1m,M_l2PNl21,M_l2PNl21_R
1731626696,1693827279,14,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 14, 'post': 14}, 'AL-DL2v(R)': {'pre': 13, 'post': 13}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DL2v,M_adPNm8,M_adPNm8_R
1731631162,1693827279,13,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 13, 'post': 13}, 'AL-DL2v(R)': {'pre': 9, 'post': 9}, 'AL-DP1l(R)': {'pre': 4, 'post': 4}}",DL2v,M_adPNm8,M_adPNm8_R
1762661722,1693827279,13,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 13, 'post': 13}, 'AL-DL2v(R)': {'pre': 12, 'post': 12}, 'AL-DL2d(R)': {'pre': 1, 'post': 1}}",DL2v,M_adPNm8,M_adPNm8_R
1794711172,1693827279,12,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 12, 'post': 12}, 'AL-DL2v(R)': {'pre': 10, 'post': 10}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}}",DL2v,M_adPNm8,M_adPNm8_R
5813039011,1693827279,12,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 12, 'post': 12}, 'AL-DL2v(R)': {'pre': 10, 'post': 10}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DL2v,M_adPNm8,M_adPNm8_R
5901204684,1693827279,12,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 12, 'post': 12}, 'AL-DL2v(R)': {'pre': 12, 'post': 11}, 'AL-VL2a(R)': {'post': 1}}",DL2v,M_adPNm8,M_adPNm8_R
1668943729,1693827279,11,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 11, 'post': 11}, 'AL-DL2v(R)': {'pre': 11, 'post': 11}}",DL2v,M_adPNm8,M_adPNm8_R
1697604748,1671952694,11,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 11, 'post': 11}, 'AL-DP1m(R)': {'pre': 11, 'post': 11}}",DP1m,M_lvPNm24,M_lvPNm24_R
1793010051,1693827279,11,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 11, 'post': 11}, 'AL-DL2v(R)': {'pre': 11, 'post': 10}, 'AL-DP1l(R)': {'post': 1}}",DL2v,M_adPNm8,M_adPNm8_R
1793696526,1693827279,11,ORN_DL2v,M_adPNm8,ORN_DL2v_R,M_adPNm8_R,"{'AL(R)': {'pre': 11, 'post': 11}, 'AL-DL2v(R)': {'pre': 9, 'post': 10}, 'AL-VL2a(R)': {'pre': 2, 'post': 1}}",DL2v,M_adPNm8,M_adPNm8_R
1730988388,1700307582,10,ORN_DP1m,M_l2PNl21,ORN_DP1m_R,M_l2PNl21_R,"{'AL(R)': {'pre': 10, 'post': 10}, 'AL-DP1m(R)': {'pre': 10, 'post': 10}}",DP1m,M_l2PNl21,M_l2PNl21_R
2168908719,1700307582,10,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 10, 'post': 10}, 'AL-VA2(R)': {'pre': 10, 'post': 10}}",VA2,M_l2PNl21,M_l2PNl21_R
5812996056,609924156,9,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 9, 'post': 9}, 'AL-DP1l(R)': {'pre': 9, 'post': 9}}",DP1l,M_lvPNm39,M_lvPNm39_R
1666915045,1700307582,8,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 8, 'post': 8}, 'AL-DM1(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 5, 'post': 5}}",DM1,M_l2PNl21,M_l2PNl21_R
1697272285,1671952694,8,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 8, 'post': 8}, 'AL-DP1m(R)': {'pre': 8, 'post': 8}}",DP1m,M_lvPNm24,M_lvPNm24_R
1700639720,1671952694,8,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 8, 'post': 8}, 'AL-DC4(R)': {'pre': 8, 'post': 8}}",DC4,M_lvPNm24,M_lvPNm24_R
1731631162,1700307582,8,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 8, 'post': 8}, 'AL-DL2v(R)': {'pre': 7, 'post': 7}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DL2v,M_l2PNl21,M_l2PNl21_R
1793351123,1700307582,8,ORN_DL2d,M_l2PNl21,ORN_DL2d_R,M_l2PNl21_R,"{'AL(R)': {'pre': 8, 'post': 8}, 'AL-DL2d(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 4, 'post': 4}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}",DL2d,M_l2PNl21,M_l2PNl21_R
1667247833,5813034081,7,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-DP1m(R)': {'pre': 7, 'post': 7}}",DP1m,M_vPNml58,M_vPNml58_R
1697285165,1671952694,7,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-DP1m(R)': {'pre': 5, 'post': 5}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}}",DP1m,M_lvPNm24,M_lvPNm24_R
1700639720,1700307582,7,ORN_DC4,M_l2PNl21,ORN_DC4_R,M_l2PNl21_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-DC4(R)': {'pre': 7, 'post': 7}}",DC4,M_l2PNl21,M_l2PNl21_R
1730651423,609924156,7,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-DP1l(R)': {'pre': 7, 'post': 7}}",DP1l,M_lvPNm39,M_lvPNm39_R
1731631051,1700307582,7,ORN_DL2d,M_l2PNl21,ORN_DL2d_R,M_l2PNl21_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}, 'AL-DL2d(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}",DL2d,M_l2PNl21,M_l2PNl21_R
1762661722,1700307582,7,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 6, 'post': 6}}",DL2v,M_l2PNl21,M_l2PNl21_R
1793346872,609924156,7,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-DP1l(R)': {'pre': 7, 'post': 7}}",DP1l,M_lvPNm39,M_lvPNm39_R
1824054016,609924156,7,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-DP1l(R)': {'pre': 7, 'post': 7}}",DP1l,M_lvPNm39,M_lvPNm39_R
2292327595,1671952694,7,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-V(R)': {'pre': 7, 'post': 7}}",V,M_lvPNm24,M_lvPNm24_R
5813005580,1671952694,7,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 7, 'post': 7}, 'AL-V(R)': {'pre': 7, 'post': 7}}",V,M_lvPNm24,M_lvPNm24_R
1666578623,1671952694,6,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1m(R)': {'pre': 6, 'post': 6}}",DP1m,M_lvPNm24,M_lvPNm24_R
1666915198,1671952694,6,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1m(R)': {'pre': 6, 'post': 6}}",DP1m,M_lvPNm24,M_lvPNm24_R
1666915286,1671952694,6,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1m(R)': {'pre': 6, 'post': 6}}",DP1m,M_lvPNm24,M_lvPNm24_R
1697280847,1671952694,6,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DC4(R)': {'pre': 6, 'post': 6}}",DC4,M_lvPNm24,M_lvPNm24_R
1697285165,5813034081,6,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1m(R)': {'pre': 6, 'post': 6}}",DP1m,M_vPNml58,M_vPNml58_R
1697600363,1671952694,6,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1m(R)': {'pre': 6, 'post': 6}}",DP1m,M_lvPNm24,M_lvPNm24_R
1730651473,609924156,6,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1l(R)': {'pre': 6, 'post': 6}}",DP1l,M_lvPNm39,M_lvPNm39_R
1762657390,609924156,6,ORN_DL2v,M_lvPNm39,ORN_DL2v_R,M_lvPNm39_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DL2v(R)': {'pre': 6, 'post': 6}}",DL2v,M_lvPNm39,M_lvPNm39_R
1793010051,1700307582,6,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DL2v(R)': {'pre': 6, 'post': 6}}",DL2v,M_l2PNl21,M_l2PNl21_R
1793014580,609924156,6,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1l(R)': {'pre': 6, 'post': 6}}",DP1l,M_lvPNm39,M_lvPNm39_R
2231293853,1700307582,6,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-V(R)': {'pre': 6, 'post': 6}}",V,M_l2PNl21,M_l2PNl21_R
5812998445,609924156,6,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1l(R)': {'pre': 6, 'post': 6}}",DP1l,M_lvPNm39,M_lvPNm39_R
5813034301,609924156,6,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DP1l(R)': {'pre': 6, 'post': 6}}",DP1l,M_lvPNm39,M_lvPNm39_R
5813039011,1700307582,6,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DL2v(R)': {'pre': 5, 'post': 5}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DL2v,M_l2PNl21,M_l2PNl21_R
5901204684,1700307582,6,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 6, 'post': 6}, 'AL-DL2v(R)': {'pre': 6, 'post': 6}}",DL2v,M_l2PNl21,M_l2PNl21_R
1666910607,1700307582,5,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DM1(R)': {'pre': 5, 'post': 4}, 'AL-DP1m(R)': {'post': 1}}",DM1,M_l2PNl21,M_l2PNl21_R
1666910636,1671952694,5,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DP1m(R)': {'pre': 5, 'post': 5}}",DP1m,M_lvPNm24,M_lvPNm24_R
1666915165,1671952694,5,ORN_DM1,M_lvPNm24,ORN_DM1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DM1(R)': {'pre': 5, 'post': 5}}",DM1,M_lvPNm24,M_lvPNm24_R
1668603328,1700307582,5,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DM1(R)': {'pre': 5, 'post': 5}}",DM1,M_l2PNl21,M_l2PNl21_R
1668943729,1700307582,5,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DL2v(R)': {'pre': 5, 'post': 5}}",DL2v,M_l2PNl21,M_l2PNl21_R
1697276313,1671952694,5,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DP1m,M_lvPNm24,M_lvPNm24_R
1697280776,5813034081,5,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DP1m(R)': {'pre': 5, 'post': 5}}",DP1m,M_vPNml58,M_vPNml58_R
1697604748,5813034081,5,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DP1m(R)': {'pre': 5, 'post': 5}}",DP1m,M_vPNml58,M_vPNml58_R
1698619179,1671952694,5,ORN_DM1,M_lvPNm24,ORN_DM1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DM1(R)': {'pre': 4, 'post': 4}, 'AL-DM4(R)': {'pre': 1, 'post': 1}}",DM1,M_lvPNm24,M_lvPNm24_R
1700299033,1700307582,5,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DM1(R)': {'pre': 5, 'post': 5}}",DM1,M_l2PNl21,M_l2PNl21_R
1700980593,1700307582,5,ORN_DC4,M_l2PNl21,ORN_DC4_R,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DC4(R)': {'pre': 5, 'post': 5}}",DC4,M_l2PNl21,M_l2PNl21_R
1730988388,1671952694,5,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DP1m(R)': {'pre': 5, 'post': 5}}",DP1m,M_lvPNm24,M_lvPNm24_R
1730988388,5813034081,5,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DP1m(R)': {'pre': 5, 'post': 5}}",DP1m,M_vPNml58,M_vPNml58_R
1731312117,1671952694,5,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DC4(R)': {'pre': 5, 'post': 5}}",DC4,M_lvPNm24,M_lvPNm24_R
1765101135,1671952694,5,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DC1(R)': {'pre': 5, 'post': 5}}",DC1,M_lvPNm24,M_lvPNm24_R
1765101274,1671952694,5,ORN_DC1,M_lvPNm24,ORN_DC1,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DC1(R)': {'pre': 5, 'post': 5}}",DC1,M_lvPNm24,M_lvPNm24_R
1793692357,1700307582,5,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-DL2v(R)': {'pre': 5, 'post': 5}}",DL2v,M_l2PNl21,M_l2PNl21_R
2044445446,1700307582,5,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-VA2(R)': {'pre': 5, 'post': 5}}",VA2,M_l2PNl21,M_l2PNl21_R
2199961165,1700307582,5,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-VA2(R)': {'pre': 5, 'post': 5}}",VA2,M_l2PNl21,M_l2PNl21_R
2231293819,1700307582,5,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-V(R)': {'pre': 5, 'post': 5}}",V,M_l2PNl21,M_l2PNl21_R
2291999690,1700307582,5,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-V(R)': {'pre': 5, 'post': 5}}",V,M_l2PNl21,M_l2PNl21_R
5812995240,1671952694,5,ORN_D,M_lvPNm24,ORN_D,M_lvPNm24_R,"{'AL(R)': {'pre': 5, 'post': 5}, 'AL-D(R)': {'pre': 5, 'post': 5}}",D,M_lvPNm24,M_lvPNm24_R
1635889014,1671952694,4,ORN_DP1m,M_lvPNm24,ORN_DP1m_L,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_lvPNm24,M_lvPNm24_R
1635889103,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1666578148,1671952694,4,ORN_DP1m,M_lvPNm24,ORN_DP1m_L,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_lvPNm24,M_lvPNm24_R
1666578327,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1666578624,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1666586731,1671952694,4,ORN_DM1,M_lvPNm24,ORN_DM1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DM1(R)': {'pre': 4, 'post': 4}}",DM1,M_lvPNm24,M_lvPNm24_R
1666596157,609924156,4,ORN_DP1m,M_lvPNm39,ORN_DP1m_R,M_lvPNm39_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_lvPNm39,M_lvPNm39_R
1666596157,1671952694,4,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_lvPNm24,M_lvPNm24_R
1666596157,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1666910636,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1666910690,1700307582,4,ORN_DP1m,M_l2PNl21,ORN_DP1m_L,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_l2PNl21,M_l2PNl21_R
1666910690,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1666914838,1671952694,4,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_lvPNm24,M_lvPNm24_R
1666915286,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1666919180,1671952694,4,ORN_DM1,M_lvPNm24,ORN_DM1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DM1(R)': {'pre': 4, 'post': 4}}",DM1,M_lvPNm24,M_lvPNm24_R
1667260271,1671952694,4,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC1(R)': {'pre': 4, 'post': 4}}",DC1,M_lvPNm24,M_lvPNm24_R
1667264339,1671952694,4,ORN_D,M_lvPNm24,ORN_D,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-D(R)': {'pre': 4, 'post': 4}}",D,M_lvPNm24,M_lvPNm24_R
1667592917,1700307582,4,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DM1(R)': {'pre': 4, 'post': 4}}",DM1,M_l2PNl21,M_l2PNl21_R
1669280923,1700307582,4,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DM1(R)': {'pre': 4, 'post': 4}}",DM1,M_l2PNl21,M_l2PNl21_R
1669928802,1693827279,4,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2v(R)': {'pre': 4, 'post': 4}}",DL2v,M_adPNm8,M_adPNm8_R
1697276582,1671952694,4,ORN_DM1,M_lvPNm24,ORN_DM1_L,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DM1(R)': {'pre': 4, 'post': 4}}",DM1,M_lvPNm24,M_lvPNm24_R
1697600363,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1697608583,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1697945569,1671952694,4,ORN_DM1,M_lvPNm24,ORN_DM1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DM1(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 1, 'post': 1}}",DM1,M_lvPNm24,M_lvPNm24_R
1698618777,1671952694,4,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_lvPNm24,M_lvPNm24_R
1700298962,1693827279,4,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2v(R)': {'pre': 4, 'post': 4}}",DL2v,M_adPNm8,M_adPNm8_R
1700303013,1700307582,4,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DM1(R)': {'pre': 4, 'post': 4}}",DM1,M_l2PNl21,M_l2PNl21_R
1700605075,1693827279,4,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 1, 'post': 1}}",DL2v,M_adPNm8,M_adPNm8_R
1700980593,1671952694,4,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC4(R)': {'pre': 4, 'post': 4}}",DC4,M_lvPNm24,M_lvPNm24_R
