glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,344,11171,0.030794020230955153
VP1d,157,11171,0.014054247605406857
DL2v,114,11171,0.010204995076537464
DP1m,114,11171,0.010204995076537464
DM4,108,11171,0.009667890072509176
VC3l,84,11171,0.007519470056396025
DC2,73,11171,0.006534777549010832
DC1,71,11171,0.006355742547668069
DP1l,70,11171,0.006266225046996688
DL1,67,11171,0.005997672544982544
VM5v,67,11171,0.005997672544982544
DM1,63,11171,0.005639602542297019
DA4m,60,11171,0.005371050040282876
VL2a,60,11171,0.005371050040282876
VL1,56,11171,0.00501298003759735
VM5d,53,11171,0.004744427535583206
DL3,51,11171,0.004565392534240444
VP3,48,11171,0.0042968400322263
D,46,11171,0.0041178050308835375
VM1,45,11171,0.0040282875302121565
VA2,44,11171,0.0039387700295407755
VA1d,43,11171,0.003849252528869394
VA6,43,11171,0.003849252528869394
DL2d,41,11171,0.0036702175275266312
VP2,40,11171,0.0035807000268552503
DL5,38,11171,0.003401665025512488
DM2,38,11171,0.003401665025512488
VC1,38,11171,0.003401665025512488
VM7d,36,11171,0.003222630024169725
VC3m,34,11171,0.0030435950228269626
VC5,33,11171,0.0029540775221555816
DM6,31,11171,0.002775042520812819
V,31,11171,0.002775042520812819
VA5,31,11171,0.002775042520812819
VC4,31,11171,0.002775042520812819
DA1,30,11171,0.002685525020141438
VA7l,30,11171,0.002685525020141438
VM4,30,11171,0.002685525020141438
DM3,27,11171,0.002416972518127294
DC3,26,11171,0.0023274550174559126
VA7m,26,11171,0.0023274550174559126
VC2,24,11171,0.00214842001611315
VA1v,23,11171,0.0020589025154417687
DA2,22,11171,0.0019693850147703877
VA4,22,11171,0.0019693850147703877
VM7v,22,11171,0.0019693850147703877
DA4l,18,11171,0.0016113150120848625
VA3,16,11171,0.0014322800107421
DM5,15,11171,0.001342762510070719
VP1m,14,11171,0.0012532450093993375
VM3,12,11171,0.001074210008056575
DC4,11,11171,0.0009846925073851939
VP4,11,11171,0.0009846925073851939
DL4,6,11171,0.0005371050040282875
VM2,5,11171,0.0004475875033569063
MZ,3,11171,0.00026855250201414377
VP5,2,11171,0.0001790350013427625
DA3,1,11171,8.951750067138126e-05
VP1l,1,11171,8.951750067138126e-05
