glomerulus,weight,LN_total_connections,LN_to_PN_perct
VA1v,75,833,0.09003601440576231
VA1d,65,833,0.07803121248499399
mPN,30,833,0.03601440576230492
DA1,20,833,0.024009603841536616
D,11,833,0.013205282112845138
VA3,5,833,0.006002400960384154
DC3,3,833,0.003601440576230492
DL3,3,833,0.003601440576230492
DM5,3,833,0.003601440576230492
VA2,2,833,0.0024009603841536613
VA7l,2,833,0.0024009603841536613
VM5d,2,833,0.0024009603841536613
DA4m,1,833,0.0012004801920768306
DM6,1,833,0.0012004801920768306
MZ,1,833,0.0012004801920768306
