glomerulus,weight,LN_total_connections,LN_to_PN_perct
VP1d,218,1601,0.13616489693941286
mPN,78,1601,0.04871955028107433
VL2p,7,1601,0.004372267332916927
VP3,6,1601,0.0037476577139287947
VL1,2,1601,0.0012492192379762648
