glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,154,992,0.15524193548387097
VP1d,4,992,0.004032258064516129
DC4,3,992,0.0030241935483870967
VC5,2,992,0.0020161290322580645
VP1m,2,992,0.0020161290322580645
DA4m,1,992,0.0010080645161290322
V,1,992,0.0010080645161290322
VL1,1,992,0.0010080645161290322
VP1l,1,992,0.0010080645161290322
