glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,195,12880,0.015139751552795032
DP1m,146,12880,0.011335403726708075
VP1d,122,12880,0.009472049689440994
DA1,107,12880,0.008307453416149068
DM4,106,12880,0.008229813664596273
DM1,101,12880,0.007841614906832299
DP1l,96,12880,0.007453416149068323
DM2,94,12880,0.007298136645962733
DC1,92,12880,0.007142857142857143
VP1m,90,12880,0.006987577639751553
VC1,85,12880,0.006599378881987578
VC3l,85,12880,0.006599378881987578
VA1v,84,12880,0.006521739130434782
VM5d,78,12880,0.006055900621118012
DC3,62,12880,0.004813664596273292
V,56,12880,0.004347826086956522
VL2a,56,12880,0.004347826086956522
VA3,54,12880,0.004192546583850931
VC4,53,12880,0.004114906832298136
DC2,51,12880,0.003959627329192547
VA7m,45,12880,0.0034937888198757765
VA2,44,12880,0.0034161490683229812
VA6,44,12880,0.0034161490683229812
VP3,41,12880,0.0031832298136645963
DL2d,39,12880,0.003027950310559006
VM5v,39,12880,0.003027950310559006
DL2v,35,12880,0.002717391304347826
DL5,34,12880,0.002639751552795031
D,33,12880,0.002562111801242236
DM6,33,12880,0.002562111801242236
VA4,32,12880,0.002484472049689441
VC5,29,12880,0.0022515527950310557
VM3,29,12880,0.0022515527950310557
VL2p,28,12880,0.002173913043478261
VM4,28,12880,0.002173913043478261
VM7d,28,12880,0.002173913043478261
VA5,25,12880,0.0019409937888198758
VC3m,22,12880,0.0017080745341614906
VP2,21,12880,0.0016304347826086956
VM2,20,12880,0.0015527950310559005
DA2,18,12880,0.0013975155279503106
VC2,16,12880,0.0012422360248447205
VA1d,15,12880,0.0011645962732919255
VA7l,13,12880,0.0010093167701863354
DM5,12,12880,0.0009316770186335404
DL4,11,12880,0.0008540372670807453
VL1,11,12880,0.0008540372670807453
VM7v,9,12880,0.0006987577639751553
DA4l,8,12880,0.0006211180124223603
VP1l,6,12880,0.0004658385093167702
DL3,5,12880,0.00038819875776397513
DA4m,3,12880,0.0002329192546583851
DL1,3,12880,0.0002329192546583851
MZ,2,12880,0.00015527950310559007
VM1,2,12880,0.00015527950310559007
DA3,1,12880,7.763975155279503e-05
DC4,1,12880,7.763975155279503e-05
