glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,580,18397,0.03152687938250802
DA1,121,18397,0.006577159319454259
VA1v,104,18397,0.00565309561341523
DM1,103,18397,0.005598738924824699
MZ,85,18397,0.00462031853019514
DP1m,81,18397,0.004402891775833017
DL2v,66,18397,0.0035875414469750504
VL2a,65,18397,0.0035331847583845192
VL2p,65,18397,0.0035331847583845192
DL2d,44,18397,0.002391694297983367
VM4,42,18397,0.0022829809208023046
VC5,41,18397,0.0022286242322117735
DL1,40,18397,0.0021742675436212428
DC2,39,18397,0.0021199108550307116
D,36,18397,0.001956840789259118
DC3,36,18397,0.001956840789259118
DP1l,35,18397,0.0019024841006685873
VM1,31,18397,0.0016850573463064631
VA2,30,18397,0.001630700657715932
VM7d,30,18397,0.001630700657715932
VA3,28,18397,0.00152198728053487
DM4,25,18397,0.0013589172147632767
VA4,25,18397,0.0013589172147632767
DM2,23,18397,0.0012502038375822144
DL5,22,18397,0.0011958471489916835
VA6,21,18397,0.0011414904604011523
VA1d,20,18397,0.0010871337718106214
VC2,20,18397,0.0010871337718106214
VA7m,15,18397,0.000815350328857966
VC3m,14,18397,0.000760993640267435
VP2,12,18397,0.0006522802630863728
VC1,11,18397,0.0005979235744958417
DC4,10,18397,0.0005435668859053107
VM5d,10,18397,0.0005435668859053107
DC1,9,18397,0.0004892101973147795
DA4m,8,18397,0.0004348535087242485
VC4,7,18397,0.0003804968201337175
VM3,7,18397,0.0003804968201337175
VM7v,7,18397,0.0003804968201337175
VA5,6,18397,0.0003261401315431864
VM2,6,18397,0.0003261401315431864
DM6,5,18397,0.00027178344295265535
VM5v,5,18397,0.00027178344295265535
VA7l,4,18397,0.00021742675436212425
DM5,3,18397,0.0001630700657715932
VC3l,1,18397,5.4356688590531064e-05
VP1d,1,18397,5.4356688590531064e-05
VP5,1,18397,5.4356688590531064e-05
