glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,868,8085,0.10735930735930736
DP1l,50,8085,0.006184291898577613
VL2a,43,8085,0.005318491032776747
VC4,37,8085,0.004576376004947433
VM5d,34,8085,0.0042053184910327765
VC5,32,8085,0.003957946815089672
DA4m,24,8085,0.002968460111317254
DA4l,22,8085,0.0027210884353741495
MZ,21,8085,0.0025974025974025974
DL2d,19,8085,0.002350030921459493
D,18,8085,0.0022263450834879408
VM1,18,8085,0.0022263450834879408
DM1,17,8085,0.0021026592455163882
DC3,10,8085,0.0012368583797155227
VL1,10,8085,0.0012368583797155227
VC3m,9,8085,0.0011131725417439704
DA2,7,8085,0.0008658008658008658
DM2,7,8085,0.0008658008658008658
VM3,7,8085,0.0008658008658008658
DM6,6,8085,0.0007421150278293135
VM5v,6,8085,0.0007421150278293135
VP1d,6,8085,0.0007421150278293135
DC4,5,8085,0.0006184291898577613
DC1,4,8085,0.000494743351886209
VP1m,4,8085,0.000494743351886209
VL2p,3,8085,0.00037105751391465676
VP2,3,8085,0.00037105751391465676
VA7l,2,8085,0.0002473716759431045
DM5,1,8085,0.00012368583797155226
VM2,1,8085,0.00012368583797155226
VM7v,1,8085,0.00012368583797155226
VP5,1,8085,0.00012368583797155226
