glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,163,3012,0.05411686586985392
DL2v,9,3012,0.00298804780876494
DL1,7,3012,0.0023240371845949536
DP1m,7,3012,0.0023240371845949536
VM5d,5,3012,0.0016600265604249668
DM6,4,3012,0.0013280212483399733
DM4,3,3012,0.00099601593625498
VC4,3,3012,0.00099601593625498
D,2,3012,0.0006640106241699867
VC3l,2,3012,0.0006640106241699867
DC4,1,3012,0.00033200531208499334
DM2,1,3012,0.00033200531208499334
DP1l,1,3012,0.00033200531208499334
VA3,1,3012,0.00033200531208499334
VA4,1,3012,0.00033200531208499334
VA5,1,3012,0.00033200531208499334
VC1,1,3012,0.00033200531208499334
VP1l,1,3012,0.00033200531208499334
