glomerulus,weight,LN_total_connections,LN_to_PN_perct
DP1m,224,12760,0.01755485893416928
mPN,182,12760,0.014263322884012539
DP1l,101,12760,0.007915360501567398
VA1v,97,12760,0.007601880877742947
VP1d,93,12760,0.0072884012539184955
DM1,92,12760,0.007210031347962382
VL2a,90,12760,0.007053291536050157
DL1,88,12760,0.006896551724137931
DM2,80,12760,0.006269592476489028
VA6,79,12760,0.006191222570532916
VM7d,76,12760,0.0059561128526645765
DL2v,75,12760,0.005877742946708464
DC3,70,12760,0.0054858934169279
DC1,63,12760,0.00493730407523511
VC3l,60,12760,0.004702194357366771
DA1,57,12760,0.004467084639498433
DM4,54,12760,0.004231974921630094
VP3,54,12760,0.004231974921630094
DL2d,52,12760,0.0040752351097178684
DM6,47,12760,0.003683385579937304
VC4,43,12760,0.003369905956112853
VM5d,43,12760,0.003369905956112853
VA3,37,12760,0.0028996865203761756
DC2,36,12760,0.0028213166144200625
VM5v,35,12760,0.00274294670846395
VA2,34,12760,0.002664576802507837
DL5,33,12760,0.002586206896551724
VA7m,32,12760,0.0025078369905956114
VM4,32,12760,0.0025078369905956114
VC1,30,12760,0.0023510971786833857
VC2,29,12760,0.0022727272727272726
VP2,29,12760,0.0022727272727272726
VC5,27,12760,0.002115987460815047
VA4,25,12760,0.001959247648902821
VL1,25,12760,0.001959247648902821
VM1,23,12760,0.0018025078369905956
DL3,22,12760,0.0017241379310344827
VM3,20,12760,0.001567398119122257
D,19,12760,0.0014890282131661441
DL4,19,12760,0.0014890282131661441
VA1d,19,12760,0.0014890282131661441
DM3,18,12760,0.0014106583072100312
V,17,12760,0.0013322884012539186
VC3m,16,12760,0.0012539184952978057
DA4l,14,12760,0.00109717868338558
VA5,13,12760,0.0010188087774294671
VM2,11,12760,0.0008620689655172414
DA2,10,12760,0.0007836990595611285
DC4,10,12760,0.0007836990595611285
DM5,8,12760,0.0006269592476489029
DA4m,5,12760,0.00039184952978056425
VP1m,5,12760,0.00039184952978056425
VA7l,3,12760,0.00023510971786833856
VM7v,3,12760,0.00023510971786833856
MZ,2,12760,0.00015673981191222572
DA3,1,12760,7.836990595611286e-05
VP1l,1,12760,7.836990595611286e-05
VP5,1,12760,7.836990595611286e-05
