glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,676,12598,0.053659311001746306
DP1m,81,12598,0.006429591998729957
DP1l,80,12598,0.006350214319733291
DM1,55,12598,0.0043657723448166375
DM4,53,12598,0.004207016986823305
VC3l,43,12598,0.003413240196856644
DL2v,34,12598,0.0026988410858866485
VC3m,34,12598,0.0026988410858866485
VA4,22,12598,0.001746308937926655
VP1m,21,12598,0.001666931258929989
DL2d,19,12598,0.0015081759009366567
VM5d,17,12598,0.0013494205429433242
VP1d,11,12598,0.0008731544689633275
DM2,9,12598,0.0007143991109699952
VA2,9,12598,0.0007143991109699952
DC4,4,12598,0.00031751071598666456
DL5,3,12598,0.0002381330369899984
VA7m,3,12598,0.0002381330369899984
VM1,3,12598,0.0002381330369899984
VM5v,3,12598,0.0002381330369899984
VC4,2,12598,0.00015875535799333228
VM3,2,12598,0.00015875535799333228
VP1l,2,12598,0.00015875535799333228
VP2,2,12598,0.00015875535799333228
VP4,2,12598,0.00015875535799333228
DC2,1,12598,7.937767899666614e-05
VC2,1,12598,7.937767899666614e-05
VC5,1,12598,7.937767899666614e-05
VL2a,1,12598,7.937767899666614e-05
