glomerulus,weight,LN_total_connections,LN_to_PN_perct
VP1m,111,1864,0.05954935622317597
mPN,110,1864,0.059012875536480686
VA6,38,1864,0.0203862660944206
VM1,32,1864,0.017167381974248927
VP1d,28,1864,0.015021459227467811
VM5v,14,1864,0.0075107296137339056
VP2,14,1864,0.0075107296137339056
DC2,12,1864,0.006437768240343348
VP5,12,1864,0.006437768240343348
VA5,11,1864,0.005901287553648069
DL1,8,1864,0.004291845493562232
VA1v,7,1864,0.0037553648068669528
VC3m,7,1864,0.0037553648068669528
D,6,1864,0.003218884120171674
VL2a,5,1864,0.002682403433476395
DL5,4,1864,0.002145922746781116
VC5,3,1864,0.001609442060085837
VP3,3,1864,0.001609442060085837
VA7m,2,1864,0.001072961373390558
VL1,2,1864,0.001072961373390558
V,1,1864,0.000536480686695279
VC2,1,1864,0.000536480686695279
