glomerulus,weight,LN_total_connections,LN_to_PN_perct
DA1,792,7258,0.10912096996417746
DL3,479,7258,0.06599614218793055
VA1v,439,7258,0.060484982088729676
VA1d,312,7258,0.04298704877376688
mPN,251,7258,0.034582529622485536
DC3,155,7258,0.021355745384403418
VL2a,78,7258,0.01074676219344172
MZ,69,7258,0.00950675117112152
DL1,46,7258,0.006337834114081014
D,35,7258,0.0048222650868007715
DA4m,13,7258,0.0017911270322402866
DA4l,11,7258,0.0015155690272802425
VL2p,10,7258,0.0013777900248002205
DL4,7,7258,0.0009644530173601543
VP1d,4,7258,0.0005511160099200882
DL5,3,7258,0.00041333700744006614
VA5,3,7258,0.00041333700744006614
VA6,3,7258,0.00041333700744006614
VC1,3,7258,0.00041333700744006614
VL1,1,7258,0.00013777900248002206
