glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,277,8542,0.03242800280964645
VM5v,219,8542,0.025638023881994848
DP1m,159,8542,0.018613907749941466
VA1d,140,8542,0.016389604308124563
D,128,8542,0.014984781081713885
DL2v,122,8542,0.014282369468508546
DA1,101,8542,0.011823928822289862
VC5,100,8542,0.011706860220088973
VA1v,90,8542,0.010536174198080075
DL5,86,8542,0.010067899789276516
DL2d,84,8542,0.009833762584874737
DC2,78,8542,0.009131350971669398
VL2a,71,8542,0.00831187075626317
DM2,70,8542,0.008194802154062281
DM5,68,8542,0.0079606649496605
DP1l,65,8542,0.007609459143057832
DM6,62,8542,0.0072582533364551624
VM3,56,8542,0.006555841723249824
DM4,55,8542,0.006438773121048935
VA4,54,8542,0.006321704518848045
VC3m,52,8542,0.006087567314446265
VA6,38,8542,0.004448606883633809
VA7l,34,8542,0.00398033247483025
VP1d,30,8542,0.0035120580660266917
DA2,29,8542,0.0033949894638258017
VM7v,26,8542,0.0030437836572231327
DA4m,25,8542,0.002926715055022243
DC4,21,8542,0.002458440646218684
VA3,20,8542,0.0023413720440177946
VP1m,20,8542,0.0023413720440177946
VP2,15,8542,0.0017560290330133458
DA4l,12,8542,0.0014048232264106766
DM3,12,8542,0.0014048232264106766
VA7m,12,8542,0.0014048232264106766
VM1,11,8542,0.0012877546242097868
V,9,8542,0.0010536174198080075
VC3l,9,8542,0.0010536174198080075
VC4,7,8542,0.000819480215406228
VP5,6,8542,0.0007024116132053383
VM4,4,8542,0.0004682744088035589
VP1l,4,8542,0.0004682744088035589
VP3,4,8542,0.0004682744088035589
DM1,3,8542,0.00035120580660266915
VL2p,3,8542,0.00035120580660266915
VM7d,3,8542,0.00035120580660266915
MZ,1,8542,0.00011706860220088972
VA2,1,8542,0.00011706860220088972
VL1,1,8542,0.00011706860220088972
