glomerulus,weight,LN_total_connections,LN_to_PN_perct
mPN,75,2143,0.03499766682221185
VC3l,20,2143,0.009332711152589827
VC3m,11,2143,0.005132991133924405
VC4,10,2143,0.004666355576294913
VM5d,10,2143,0.004666355576294913
DP1m,6,2143,0.0027998133457769483
DL2v,2,2143,0.0009332711152589828
DM1,2,2143,0.0009332711152589828
DM2,2,2143,0.0009332711152589828
DM6,2,2143,0.0009332711152589828
VM5v,2,2143,0.0009332711152589828
DC2,1,2143,0.0004666355576294914
DL2d,1,2143,0.0004666355576294914
DM4,1,2143,0.0004666355576294914
VA2,1,2143,0.0004666355576294914
VM7d,1,2143,0.0004666355576294914
