combined_LN_type,glomerulus,broad_LN_group,n_ln_body_ids,orn_input_total,pn_output_weight_total,mean_pn_output_percent,sum_pn_output_percent,contra_orn_preference_weighted,same_glomerulus_convergence_score,type_order,glomerulus_order
lLN2X07,VL2a,other lLN,3,126.0,82.0,0.4773894735006759,1.4321684205020278,0.9841269841269841,0.047857961666993194,2,1
lLN2X07,DL1,other lLN,1,26.0,41.0,0.7890685142417244,0.7890685142417244,1.0,0.02949277412425291,2,3
lLN2X07,VC5,other lLN,3,196.0,109.0,0.6410844371260381,1.9232533113781145,0.7653061224489796,0.04830912714805144,2,6
lLN2X07,D,other lLN,1,25.0,10.0,0.1924557351809084,0.1924557351809084,0.92,0.004245696018041765,2,7
lLN2X07,DL5,other lLN,3,151.0,103.0,0.6092617338942324,1.8277852016826972,0.8278145695364238,0.05600691393969792,2,8
lLN2X07,DP1l,other lLN,3,338.0,137.0,0.7954631240242339,2.386389372072702,0.8757396449704142,0.08136608872518501,2,10
lLN2X07,VL2p,other lLN,3,139.0,47.0,0.2635702706392937,0.7907108119178812,0.6546762589928058,0.016241445933254762,2,13
lLN2X07,DL2d,other lLN,2,76.0,46.0,0.42087294154515204,0.8417458830903041,0.9210526315789473,0.024586891466059142,2,46
lLN2X07,DL2v,other lLN,3,121.0,125.0,0.7424955160629348,2.2274865481888044,0.8347107438016529,0.07341704312215012,2,47
lLN2X12,DP1m,other lLN,13,897.0,908.0,0.8589173862143533,11.165926020786593,0.6900780379041248,0.319922170111509,3,0
lLN2X12,VL2a,other lLN,13,587.0,352.0,0.34174971377641394,4.442746279093381,0.9114139693356048,0.13726803929614884,3,1
lLN2X12,VA6,other lLN,11,426.0,283.0,0.3249031787450803,3.5739349661958832,0.8685446009389671,0.10401850505869864,3,2
lLN2X12,DL1,other lLN,11,389.0,455.0,0.5189503720067545,5.7084540920743,0.7377892030848329,0.16191728143960776,3,3
lLN2X12,DC1,other lLN,4,110.0,131.0,0.37721965122735046,1.5088786049094018,0.9090909090909091,0.04851063502623189,3,4
lLN2X12,DM1,other lLN,9,360.0,350.0,0.48012797510670846,4.321151775960376,0.5888888888888889,0.09620337111165912,3,5
lLN2X12,VC5,other lLN,8,325.0,295.0,0.4443977550677089,3.555182040541671,0.7784615384615384,0.10101310447420359,3,6
lLN2X12,D,other lLN,4,137.0,59.0,0.1954044094125274,0.7816176376501096,0.9708029197080292,0.021371614285453394,3,7
lLN2X12,DL5,other lLN,13,634.0,389.0,0.37836244001627034,4.9187117202115145,0.6876971608832808,0.12323755079774515,3,8
lLN2X12,DP1l,other lLN,13,598.0,567.0,0.5406349661835262,7.028254560385841,0.8160535117056856,0.21569439695847858,3,10
lLN2X12,DC2,other lLN,1,25.0,14.0,0.16023806798672313,0.16023806798672313,0.84,0.0036450349507796713,3,11
lLN2X12,VM4,other lLN,1,29.0,28.0,0.3240365698414535,0.3240365698414535,0.7931034482758621,0.008653765785853687,3,12
lLN2X12,VL2p,other lLN,10,352.0,312.0,0.3999568105541647,3.999568105541647,0.7954545454545454,0.11696839701815405,3,13
lLN2X12,VC1,other lLN,4,113.0,93.0,0.2774659089209543,1.1098636356838172,0.6814159292035398,0.023451865430749362,3,17
lLN2X12,VM1,other lLN,2,62.0,44.0,0.2701028077834834,0.5402056155669668,0.8709677419354839,0.016019162074036253,3,18
lLN2X12,VA4,other lLN,1,39.0,23.0,0.28739222791453206,0.28739222791453206,0.48717948717948717,0.004449643959995938,3,23
lLN2X12,DC4,other lLN,3,93.0,41.0,0.17130029315074644,0.5139008794522393,0.5053763440860215,0.006485188380490599,3,29
lLN2X12,DA2,other lLN,2,52.0,44.0,0.26028146644674494,0.5205629328934899,0.6923076923076923,0.012021685112266369,3,30
lLN2X12,VC3l,other lLN,1,201.0,88.0,1.099587654629514,1.099587654629514,0.4925373134328358,0.02430991366614783,3,36
lLN2X12,DM4,other lLN,1,29.0,29.0,0.39983455122018474,0.39983455122018474,-0.10344827586206896,-0.0014068098917670573,3,37
lLN2X12,VM5d,other lLN,2,56.0,41.0,0.26773258233221015,0.5354651646644203,0.6785714285714286,0.011802115979290416,3,38
lLN2X12,VM7v,other lLN,2,63.0,54.0,0.32399608045374373,0.6479921609074875,0.14285714285714285,0.00306723411931825,3,39
lLN2X12,VM5v,other lLN,1,26.0,21.0,0.2624015994002249,0.2624015994002249,0.7692307692307693,0.006239188335193978,3,40
lLN2X12,DA1,other lLN,1,29.0,24.0,0.3163305654408857,0.3163305654408857,1.0,0.010182288097645554,3,41
lLN2X12,VM7d,other lLN,2,71.0,57.0,0.3300583529387804,0.6601167058775608,0.43661971830985913,0.009206969755515916,3,45
lLN2X12,DL2d,other lLN,6,181.0,142.0,0.29899286092035593,1.7939571655221356,0.8895027624309392,0.05356088845988048,3,46
lLN2X12,DL2v,other lLN,11,355.0,497.0,0.5734534131123676,6.3079875442360445,0.819718309859155,0.1984023024928495,3,47
lLN2F,DP1m,lLN2F,8,4525.0,1017.0,0.468562109188213,3.748496873505704,0.6464088397790055,0.11700129371685816,4,0
lLN2F,VL2a,lLN2F,8,1332.0,248.0,0.10034349179695068,0.8027479343756054,0.9054054054054054,0.024965973795460582,4,1
lLN2F,VA6,lLN2F,8,1629.0,225.0,0.08809110528113295,0.7047288422490636,0.8551258440761204,0.020452999749201957,4,2
lLN2F,DL1,lLN2F,8,1525.0,376.0,0.16391610725721373,1.3113288580577098,0.6983606557377049,0.032927464673008194,4,3
lLN2F,DC1,lLN2F,8,1446.0,180.0,0.07064269235387241,0.5651415388309793,0.7565698478561549,0.013326652536557588,4,4
lLN2F,DM1,lLN2F,8,2569.0,418.0,0.1839968244418896,1.471974595535117,0.6683534449202024,0.035180214929853244,4,5
lLN2F,VC5,lLN2F,8,1378.0,365.0,0.19440635137872492,1.5552508110297993,0.45863570391872277,0.03619143731780693,4,6
lLN2F,D,lLN2F,8,1207.0,118.0,0.04888555006619974,0.3910844005295979,0.8094449047224523,0.008376840597396552,4,7
lLN2F,DL5,lLN2F,8,1742.0,145.0,0.0597771366870126,0.4782170934961008,0.6716417910447762,0.009476233768196087,4,8
lLN2F,DM2,lLN2F,8,1069.0,270.0,0.11525337137282676,0.9220269709826141,0.646398503274088,0.020061581733965807,4,9
lLN2F,DP1l,lLN2F,8,1663.0,781.0,0.33245137738132574,2.659611019050606,0.7029464822609741,0.08817719950182043,4,10
lLN2F,DC2,lLN2F,8,999.0,316.0,0.1267786934362139,1.0142295474897112,0.8498498498498499,0.031294787833665405,4,11
lLN2F,VM4,lLN2F,8,827.0,70.0,0.035862518675517305,0.28690014940413844,0.7944377267230955,0.006049231222663723,4,12
lLN2F,VL2p,lLN2F,8,778.0,238.0,0.11531183578272715,0.80718285047909,0.8123393316195373,0.023774166245991688,4,13
lLN2F,VC3m,lLN2F,8,1066.0,253.0,0.11684978607978078,0.9347982886382462,0.6923076923076923,0.02231712607423866,4,14
lLN2F,VA2,lLN2F,8,1519.0,132.0,0.04950372966754759,0.3960298373403807,0.8327847267939433,0.009534084342351642,4,15
lLN2F,VM3,lLN2F,8,392.0,109.0,0.04421205507750767,0.35369644062006134,0.8418367346938775,0.008152017043065035,4,16
lLN2F,VC1,lLN2F,8,1347.0,309.0,0.1270111336906297,1.0160890695250375,0.7164068299925761,0.027174627117194386,4,17
lLN2F,VM1,lLN2F,6,538.0,162.0,0.10906968332199556,0.6544180999319733,0.6877323420074349,0.013537883695361262,4,18
lLN2F,VC4,lLN2F,7,682.0,158.0,0.06973965024313286,0.48817755170193,0.8181818181818182,0.012353939384892725,4,19
lLN2F,VC2,lLN2F,8,795.0,136.0,0.055524415782430864,0.4441953262594469,0.7886792452830189,0.010395403308576743,4,20
lLN2F,DM6,lLN2F,8,900.0,129.0,0.05096378397168452,0.4077102717734762,0.6222222222222222,0.006780148700869382,4,21
lLN2F,DA4m,lLN2F,5,396.0,143.0,0.12193510510625076,0.6096755255312538,0.7121212121212122,0.014115590992967891,4,22
lLN2F,VA4,lLN2F,8,684.0,115.0,0.049157294500971616,0.3932583560077729,0.7222222222222222,0.008088587499137139,4,23
lLN2F,DM3,lLN2F,8,711.0,152.0,0.12467990968489745,0.4987196387395898,0.6652601969057665,0.011476936748811228,4,24
lLN2F,VM2,lLN2F,6,575.0,103.0,0.07009762049168247,0.42058572295009483,0.6069565217391304,0.007171404272988749,4,25
lLN2F,VA7m,lLN2F,8,453.0,102.0,0.042950191992477724,0.3436015359398218,0.7306843267108167,0.005739361916420039,4,26
lLN2F,VA3,lLN2F,8,808.0,129.0,0.059689256366335125,0.477514050930681,0.9405940594059405,0.013487527296676642,4,27
lLN2F,DM5,lLN2F,6,266.0,50.0,0.02923665673227099,0.17541994039362593,0.5939849624060151,0.0024677203737475967,4,28
lLN2F,DC4,lLN2F,8,2042.0,227.0,0.07983648022095864,0.6386918417676691,0.6454456415279138,0.014384775771034282,4,29
lLN2F,DA2,lLN2F,6,471.0,76.0,0.04087191804067939,0.24523150824407636,0.34182590233545646,0.002152794460437608,4,30
lLN2F,DL4,lLN2F,7,359.0,56.0,0.026233337116638385,0.1836333598164687,0.6657381615598886,0.0024694845579210124,4,31
lLN2F,VA7l,lLN2F,5,156.0,89.0,0.06032096401715977,0.30160482008579886,0.7051282051282052,0.006335198162044254,4,32
lLN2F,VA5,lLN2F,2,72.0,43.0,0.06841675471227086,0.13683350942454173,0.8333333333333334,0.003425077748753418,4,33
lLN2F,DA4l,lLN2F,5,292.0,27.0,0.0163872954501188,0.081936477250594,0.7808219178082192,0.0013100579115188755,4,34
lLN2F,DA3,lLN2F,4,128.0,19.0,0.030041386649566654,0.06008277329913331,0.84375,0.0011947374111450062,4,35
lLN2F,VC3l,lLN2F,8,1193.0,462.0,0.17341987691608185,1.3873590153286548,0.7468566638725901,0.04172714383292766,4,36
lLN2F,DM4,lLN2F,8,1157.0,281.0,0.11545003039551094,0.9236002431640875,0.5626620570440796,0.017205339267500078,4,37
lLN2F,VM5d,lLN2F,8,1877.0,248.0,0.0975062718855432,0.7800501750843456,0.745338305807139,0.020014055951974054,4,38
lLN2F,VM7v,lLN2F,8,919.0,247.0,0.09356644408631234,0.7485315526904988,0.3906420021762786,0.010283306256023854,4,39
lLN2F,VM5v,lLN2F,8,950.0,172.0,0.07020054544739265,0.5616043635791412,0.8105263157894737,0.013024402578385913,4,40
