body_id,LN_instance,LN_type,combined_LN_type,broad_LN_group,orn_input_total,ipsi_orn_input_total,contra_orn_input_total,contra_orn_preference_weighted,contra_orn_preference_unweighted,pn_output_weight_total,ln_total_connections,sum_pn_output_fraction,sum_pn_output_percent,max_glomerulus_pn_output_percent,mean_glomerulus_pn_output_percent,pn_weighted_contra_orn_preference,n_orn_glomeruli,n_pn_glomeruli,n_convergent_glomeruli,orn_support_weight,body_convergence_score,body_score_rank,passes_body_orn_input_filter,log_pn_output_weight_total
1977881942,v2LN42_R,v2LN42,v2LN42,other v2LN,98.0,98.0,0.0,-1.0,-1.0,79.0,230.0,0.34347826086956523,34.34782608695652,33.47826086956522,11.449275362318842,,2,3,0,1.0,0.0,169,True,1.9030899869919435
1919208947,lLN12a_R,lLN12a,lLN12a,other lLN,34.0,19.0,15.0,-0.11764705882352941,-0.36507936507936506,262.0,354.0,0.7401129943502825,74.01129943502825,18.926553672316384,2.846588439808779,-0.26157407407407407,7,26,7,0.68,0.0,94,True,2.419955748489758
1946178096,lLN2P_b(Patchy)_R,lLN2P_b,lLN2P,lLN2P,1692.0,859.0,833.0,-0.015366430260047281,-0.14155678303326685,1388.0,4024.0,0.34493041749502984,34.493041749502986,13.469184890656063,1.077907554671968,-0.0013764179376383483,15,32,14,1.0,0.0,110,True,3.1427022457376155
1951971057,lLN14_R,lLN14,lLN14,other lLN,28.0,22.0,6.0,-0.5714285714285714,-0.48,78.0,137.0,0.5693430656934306,56.934306569343065,35.03649635036496,7.116788321167883,-1.0,5,8,1,0.56,0.0,98,True,1.8976270912904414
1702336197,l2LN19_R,l2LN19,l2LN19,l2LN,132.0,93.0,39.0,-0.4090909090909091,-0.602934102934103,270.0,585.0,0.46153846153846156,46.15384615384615,15.384615384615385,2.7149321266968327,-0.536487322201608,6,17,6,1.0,0.0,75,True,2.432969290874406
1793744512,l2LN19_R,l2LN19,l2LN19,l2LN,89.0,54.0,35.0,-0.21348314606741572,-0.5148607664736697,266.0,637.0,0.4175824175824176,41.75824175824176,16.012558869701728,2.6098901098901095,-0.2621655988049825,6,16,5,1.0,0.0,76,True,2.4265112613645754
1702318692,lLN16a_R,lLN16a,lLN16a,other lLN,36.0,33.0,3.0,-0.8333333333333335,-0.9142857142857144,66.0,114.0,0.5789473684210527,57.89473684210527,47.368421052631575,7.2368421052631575,-0.8714285714285714,2,8,2,0.72,0.0,102,True,1.8260748027008264
2011308218,lLN16a_R,lLN16a,lLN16a,other lLN,32.0,30.0,2.0,-0.875,-0.4821428571428572,79.0,114.0,0.6929824561403508,69.29824561403508,63.1578947368421,11.549707602339181,0.0,4,6,2,0.64,0.0,104,True,1.9030899869919435
1670597533,lLN1_a_R,lLN1_a,lLN1,lLN1,118.0,62.0,56.0,-0.05084745762711865,-0.12500942684766214,1753.0,3668.0,0.47791712104689205,47.7917121046892,14.258451472191929,1.0389502631454177,-0.11268181290805727,16,46,16,1.0,0.0,84,True,3.244029589030022
1918173122,lLN17_R,lLN17,lLN17,other lLN,27.0,21.0,6.0,-0.5555555555555556,-0.45,277.0,451.0,0.614190687361419,61.4190687361419,19.733924611973393,3.4121704853412167,-0.9241206030150754,8,18,7,0.54,0.0,108,True,2.444044795918076
