body_id,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs,source_orn_files,pn_output_weight,ln_total_connections,source_pn_files,LN_instance,LN_type,combined_LN_type,broad_LN_group,orn_total_inputs,contra_orn_preference,pn_output_fraction,pn_output_percent,has_orn_input,has_pn_output,same_glomerulus_convergence_score,passes_glomerulus_orn_input_filter
7205759406280236851,DM2,56.0,56.0,0.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,56.0,-1.0,0.001037344398340249,0.1037344398340249,True,True,-0.0007190323449791963,True
7205759406280236851,DM3,33.0,31.0,2.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,ALBN1_L,ALBN1,ALBN1,other,33.0,-0.8787878787878788,,,True,False,-0.0,True
7205759406280236851,DM4,125.0,111.0,14.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,ALBN1_L,ALBN1,ALBN1,other,125.0,-0.776,,,True,False,-0.0,True
7205759406280236851,DP1l,108.0,105.0,3.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,6.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,108.0,-0.9444444444444444,0.006224066390041493,0.6224066390041494,True,True,-0.011438614292510484,True
7205759406280236851,DP1m,1241.0,1156.0,85.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,7.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,1241.0,-0.863013698630137,0.007261410788381743,0.7261410788381742,True,True,-0.013031230032979135,True
7205759406280236851,VA2,107.0,103.0,4.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,107.0,-0.9252336448598131,0.001037344398340249,0.1037344398340249,True,True,-0.0006652729173172003,True
7205759406280236851,VA6,46.0,46.0,0.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,46.0,-1.0,0.001037344398340249,0.1037344398340249,True,True,-0.0007190323449791963,True
7205759406280236851,VC3m,27.0,27.0,0.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,ALBN1_L,ALBN1,ALBN1,other,27.0,-1.0,,,True,False,-0.0,True
7205759406280236851,VC4,27.0,23.0,4.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,2.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,27.0,-0.7037037037037037,0.002074688796680498,0.2074688796680498,True,True,-0.0016039367976559155,True
7205759406280236851,VC5,55.0,52.0,3.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,55.0,-0.8909090909090909,0.001037344398340249,0.1037344398340249,True,True,-0.0006405924527996477,True
7205759406280236851,VM5d,30.0,29.0,1.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,30.0,-0.9333333333333333,0.001037344398340249,0.1037344398340249,True,True,-0.0006710968553139166,True
7205759406280236851,VM7d,232.0,219.0,13.0,7205759406280236851_ALBN1_L_glomerular_ORN_inputs_ipsi_contra.csv,5.0,964.0,7205759406280236851_['ALBN1_L']_glomerular_PN_synapses.csv,ALBN1_L,ALBN1,ALBN1,other,232.0,-0.8879310344827587,0.005186721991701245,0.5186721991701244,True,True,-0.008251861198422953,True
7205759406239016951,DC1,83.0,31.0,52.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,6.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,83.0,0.25301204819277107,0.0009727626459143969,0.09727626459143969,True,True,0.00047892870857158096,True
7205759406239016951,DM1,116.0,61.0,55.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,15.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,116.0,-0.05172413793103448,0.0024319066147859923,0.24319066147859922,True,True,-0.00034875914760496376,True
7205759406239016951,DP1l,63.0,34.0,29.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,63.0,-0.07936507936507936,0.00016212710765239947,0.016212710765239946,True,True,-8.918884727111066e-06,True
7205759406239016951,DP1m,125.0,85.0,40.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,27.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,125.0,-0.36,0.004377431906614786,0.4377431906614786,True,True,-0.005251139403194387,True
7205759406239016951,VA2,86.0,27.0,59.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,4.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,86.0,0.37209302325581395,0.0006485084306095979,0.06485084306095978,True,True,0.00038836615990929334,True
7205759406239016951,VA3,26.0,5.0,21.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,3.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,26.0,0.6153846153846154,0.00048638132295719845,0.048638132295719845,True,True,0.0004149339602274441,True
7205759406239016951,VA6,36.0,21.0,15.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,36.0,-0.16666666666666666,0.00016212710765239947,0.016212710765239946,True,True,-1.8729657926933237e-05,True
7205759406239016951,VC2,29.0,8.0,21.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,4.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,29.0,0.4482758620689655,0.0006485084306095979,0.06485084306095978,True,True,0.000467880783166584,True
7205759406239016951,VC3m,110.0,63.0,47.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,3.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,110.0,-0.14545454545454545,0.00048638132295719845,0.048638132295719845,True,True,-9.807529969012314e-05,True
7205759406239016951,VL2p,37.0,13.0,24.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,7.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,37.0,0.2972972972972973,0.0011348897535667965,0.11348897535667965,True,True,0.0007016028618034992,True
7205759406239016951,VM5d,179.0,89.0,90.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,4.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,179.0,0.00558659217877095,0.0006485084306095979,0.06485084306095978,True,True,5.830916507018022e-06,True
7205759406239016951,VM5v,61.0,9.0,52.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,2.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,61.0,0.7049180327868853,0.00032425421530479895,0.03242542153047989,True,True,0.0002511127150854156,True
7205759406239016951,VM7d,79.0,41.0,38.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,9.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,79.0,-0.0379746835443038,0.0014591439688715954,0.14591439688715954,True,True,-0.0001275874614400976,True
7205759406239016951,VM7v,72.0,35.0,37.0,7205759406239016951_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,6168.0,7205759406239016951_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,72.0,0.027777777777777776,0.00016212710765239947,0.016212710765239946,True,True,3.1216096544888727e-06,True
7205759406315262151,DP1m,38.0,18.0,20.0,7205759406315262151_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,7.0,529.0,7205759406315262151_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,38.0,0.05263157894736842,0.013232514177693762,1.3232514177693762,True,True,0.0014482231411559895,True
7205759406315262151,VC3m,67.0,32.0,35.0,7205759406315262151_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,3.0,529.0,7205759406315262151_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,67.0,0.04477611940298507,0.005671077504725898,0.5671077504725899,True,True,0.0003520201238630763,True
7205759406315262151,VM5d,32.0,23.0,9.0,7205759406315262151_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,CB1266_L,CB1266,CB1266,other,32.0,-0.4375,,,True,False,-0.0,True
7205759406315262151,VM7d,30.0,10.0,20.0,7205759406315262151_CB1266_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,529.0,7205759406315262151_['CB1266_L']_glomerular_PN_synapses.csv,CB1266_L,CB1266,CB1266,other,30.0,0.3333333333333333,0.001890359168241966,0.1890359168241966,True,True,0.0004367657092375207,True
7205759406315262152,DC1,51.0,28.0,23.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,6.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,51.0,-0.09803921568627451,0.0010775862068965517,0.10775862068965517,True,True,-0.00020557705259627632,True
7205759406315262152,DM1,78.0,38.0,40.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,2.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,78.0,0.02564102564102564,0.00035919540229885057,0.035919540229885055,True,True,1.011837135893853e-05,True
7205759406315262152,DP1l,46.0,20.0,26.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,2.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,46.0,0.13043478260869565,0.00035919540229885057,0.035919540229885055,True,True,5.147171517373078e-05,True
7205759406315262152,DP1m,132.0,61.0,71.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,19.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,132.0,0.07575757575757576,0.0034123563218390806,0.34123563218390807,True,True,0.0007744322698635851,True
7205759406315262152,VA2,71.0,33.0,38.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,CB1266_R,CB1266,CB1266,other,71.0,0.07042253521126761,,,True,False,0.0,True
7205759406315262152,VC3m,26.0,11.0,15.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,3.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,26.0,0.15384615384615385,0.0005387931034482759,0.05387931034482758,True,True,0.00011491166786471242,True
7205759406315262152,VC5,42.0,9.0,33.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,1.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,42.0,0.5714285714285714,0.00017959770114942528,0.017959770114942528,True,True,7.113579439244102e-05,True
7205759406315262152,VM5d,38.0,12.0,26.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,1.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,38.0,0.3684210526315789,0.00017959770114942528,0.017959770114942528,True,True,4.586386743723171e-05,True
7205759406315262152,VM5v,32.0,13.0,19.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,CB1266_R,CB1266,CB1266,other,32.0,0.1875,,,True,False,0.0,True
7205759406315262152,VM7d,29.0,9.0,20.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,5.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,29.0,0.3793103448275862,0.0008979885057471264,0.08979885057471264,True,True,0.0006103025342322075,True
7205759406315262152,VM7v,58.0,23.0,35.0,7205759406315262152_CB1266_R_glomerular_ORN_inputs_ipsi_contra.csv,2.0,5568.0,7205759406315262152_['CB1266_R']_glomerular_PN_synapses.csv,CB1266_R,CB1266,CB1266,other,58.0,0.20689655172413793,0.00035919540229885057,0.035919540229885055,True,True,8.164478958591779e-05,True
7205759406283264172,VC5,27.0,25.0,2.0,7205759406283264172_CB1546_R_glomerular_ORN_inputs_ipsi_contra.csv,32.0,2119.0,7205759406283264172_['CB1546_R']_glomerular_PN_synapses.csv,CB1546_R,CB1546,CB1546,other,27.0,-0.8518518518518519,0.015101462954223691,1.510146295422369,True,True,-0.0449798046814418,True
7205759406308641701,DL2v,28.0,3.0,25.0,7205759406308641701_CB1546_L_glomerular_ORN_inputs_ipsi_contra.csv,38.0,2097.0,7205759406308641701_['CB1546_L']_glomerular_PN_synapses.csv,CB1546_L,CB1546,CB1546,other,28.0,0.7857142857142857,0.018121125417262757,1.8121125417262758,True,True,0.05216189004980558,True
7205759406083624181,DM4,65.0,17.0,48.0,7205759406083624181_CB1676_L_glomerular_ORN_inputs_ipsi_contra.csv,8.0,3538.0,7205759406083624181_['CB1676_L']_glomerular_PN_synapses.csv,CB1676_L,CB1676,CB1676,other,65.0,0.47692307692307695,0.0022611644997173543,0.22611644997173544,True,True,0.002369490347346969,True
7205759406083624181,VM2,30.0,7.0,23.0,7205759406083624181_CB1676_L_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,CB1676_L,CB1676,CB1676,other,30.0,0.5333333333333333,,,True,False,0.0,True
7205759406359341432,DL5,34.0,13.0,21.0,7205759406359341432_CB1676_R_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,CB1676_R,CB1676,CB1676,other,34.0,0.23529411764705882,,,True,False,0.0,True
7205759406359341432,DM4,44.0,28.0,16.0,7205759406359341432_CB1676_R_glomerular_ORN_inputs_ipsi_contra.csv,9.0,2726.0,7205759406359341432_['CB1676_R']_glomerular_PN_synapses.csv,CB1676_R,CB1676,CB1676,other,44.0,-0.2727272727272727,0.003301540719002201,0.3301540719002201,True,True,-0.002073294120951085,True
7205759406171407651,DC4,31.0,9.0,22.0,7205759406171407651_CB1824_L_glomerular_ORN_inputs_ipsi_contra.csv,4.0,528.0,7205759406171407651_['CB1824_L']_glomerular_PN_synapses.csv,CB1824_L,CB1824,CB1824,other,31.0,0.41935483870967744,0.007575757575757576,0.7575757575757576,True,True,0.005113072546833652,True
7205759406161985872,VA6,48.0,27.0,21.0,7205759406161985872_CB2471_R_glomerular_ORN_inputs_ipsi_contra.csv,3.0,1091.0,7205759406161985872_['CB2471_R']_glomerular_PN_synapses.csv,CB2471_R,CB2471,CB2471,other,48.0,-0.125,0.002749770852428964,0.27497708524289644,True,True,-0.0004764989783867635,True
7205759406319789562,DL1,49.0,29.0,20.0,7205759406319789562_CB2471_R_glomerular_ORN_inputs_ipsi_contra.csv,5.0,1139.0,7205759406319789562_['CB2471_R']_glomerular_PN_synapses.csv,CB2471_R,CB2471,CB2471,other,49.0,-0.1836734693877551,0.004389815627743635,0.4389815627743635,True,True,-0.0014446825198484615,True
7205759406319789562,VA6,41.0,29.0,12.0,7205759406319789562_CB2471_R_glomerular_ORN_inputs_ipsi_contra.csv,8.0,1139.0,7205759406319789562_['CB2471_R']_glomerular_PN_synapses.csv,CB2471_R,CB2471,CB2471,other,41.0,-0.4146341463414634,0.007023705004389816,0.7023705004389815,True,True,-0.006398906668616584,True
7205759406388445042,DL1,30.0,20.0,10.0,7205759406388445042_CB2471_R_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,CB2471_R,CB2471,CB2471,other,30.0,-0.3333333333333333,,,True,False,-0.0,True
7205759406388445042,VA6,47.0,32.0,15.0,7205759406388445042_CB2471_R_glomerular_ORN_inputs_ipsi_contra.csv,8.0,1027.0,7205759406388445042_['CB2471_R']_glomerular_PN_synapses.csv,CB2471_R,CB2471,CB2471,other,47.0,-0.3617021276595745,0.007789678675754625,0.7789678675754625,True,True,-0.006190775498098695,True
7205759406400601121,VA6,28.0,15.0,13.0,7205759406400601121_CB2471_L_glomerular_ORN_inputs_ipsi_contra.csv,1.0,662.0,7205759406400601121_['CB2471_L']_glomerular_PN_synapses.csv,CB2471_L,CB2471,CB2471,other,28.0,-0.07142857142857142,0.0015105740181268882,0.1510574018126888,True,True,-7.47892944065543e-05,True
7205759406332773641,VA1d,25.0,4.0,21.0,7205759406332773641_CB2527_L_glomerular_ORN_inputs_ipsi_contra.csv,3.0,1047.0,7205759406332773641_['CB2527_L']_glomerular_PN_synapses.csv,CB2527_L,CB2527,CB2527,other,25.0,0.68,0.0028653295128939827,0.28653295128939826,True,True,0.0027010892996032253,True
7205759406076857001,VL2p,33.0,33.0,0.0,7205759406076857001_CB2661_L_glomerular_ORN_inputs_ipsi_contra.csv,3.0,293.0,7205759406076857001_['CB2661_L']_glomerular_PN_synapses.csv,CB2661_L,CB2661,CB2661,other,33.0,-1.0,0.010238907849829351,1.023890784982935,True,True,-0.014194140216244613,True
7205759406265183021,VA6,32.0,21.0,11.0,7205759406265183021_CB2908_L_glomerular_ORN_inputs_ipsi_contra.csv,6.0,1162.0,7205759406265183021_['CB2908_L']_glomerular_PN_synapses.csv,CB2908_L,CB2908,CB2908,other,32.0,-0.3125,0.0051635111876075735,0.5163511187607573,True,True,-0.003139915257726947,True
7205759406281423522,VA6,52.0,39.0,13.0,7205759406281423522_CB2908_R_glomerular_ORN_inputs_ipsi_contra.csv,16.0,1379.0,7205759406281423522_['CB2908_R']_glomerular_PN_synapses.csv,CB2908_R,CB2908,CB2908,other,52.0,-0.5,0.011602610587382161,1.160261058738216,True,True,-0.016436335571029536,True
7205759406505818811,VA6,27.0,22.0,5.0,7205759406505818811_CB2908_L_glomerular_ORN_inputs_ipsi_contra.csv,2.0,1246.0,7205759406505818811_['CB2908_L']_glomerular_PN_synapses.csv,CB2908_L,CB2908,CB2908,other,27.0,-0.6296296296296297,0.0016051364365971107,0.16051364365971107,True,True,-0.001110303127480998,True
7205759406053057772,VC1,31.0,13.0,18.0,7205759406053057772_CB3202_R_glomerular_ORN_inputs_ipsi_contra.csv,16.0,1435.0,7205759406053057772_['CB3202_R']_glomerular_PN_synapses.csv,CB3202_R,CB3202,CB3202,other,31.0,0.16129032258064516,0.011149825783972125,1.1149825783972125,True,True,0.005095134708879337,True
7205759406386640142,D,25.0,6.0,19.0,7205759406386640142_CB3326_R_glomerular_ORN_inputs_ipsi_contra.csv,39.0,1071.0,7205759406386640142_['CB3326_R']_glomerular_PN_synapses.csv,CB3326_R,CB3326,CB3326,other,25.0,0.52,0.036414565826330535,3.6414565826330536,True,True,0.0698510507277597,True
7205759406318583732,VC5,27.0,10.0,17.0,7205759406318583732_CB3417_R_glomerular_ORN_inputs_ipsi_contra.csv,24.0,3086.0,7205759406318583732_['CB3417_R']_glomerular_PN_synapses.csv,CB3417_R,CB3417,CB3417,other,27.0,0.25925925925925924,0.007777057679844459,0.7777057679844459,True,True,0.006490136321474012,True
7205759406067050731,DC4,71.0,44.0,27.0,7205759406067050731_CB3633_L_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,CB3633_L,CB3633,CB3633,other,71.0,-0.23943661971830985,,,True,False,-0.0,True
7205759406270312261,DC4,87.0,23.0,64.0,7205759406270312261_CB3633_L_glomerular_ORN_inputs_ipsi_contra.csv,0.0,0.0,,CB3633_L,CB3633,CB3633,other,87.0,0.47126436781609193,,,True,False,0.0,True
7205759406311644762,DC4,82.0,37.0,45.0,7205759406311644762_CB3633_R_glomerular_ORN_inputs_ipsi_contra.csv,1.0,1999.0,7205759406311644762_['CB3633_R']_glomerular_PN_synapses.csv,CB3633_R,CB3633,CB3633,other,82.0,0.0975609756097561,0.0005002501250625312,0.05002501250625312,True,True,3.3828972074327176e-05,True
7205759406228127991,DA1,28.0,23.0,5.0,7205759406228127991_CB3679_L_glomerular_ORN_inputs_ipsi_contra.csv,84.0,1502.0,7205759406228127991_['CB3679_L']_glomerular_PN_synapses.csv,CB3679_L,CB3679,CB3679,other,28.0,-0.6428571428571429,0.0559254327563249,5.59254327563249,True,True,-0.15972248192441887,True
7205759406491546812,DA1,40.0,26.0,14.0,7205759406491546812_CB3679_R_glomerular_ORN_inputs_ipsi_contra.csv,83.0,2151.0,7205759406491546812_['CB3679_R']_glomerular_PN_synapses.csv,CB3679_R,CB3679,CB3679,other,40.0,-0.3,0.038586703858670385,3.8586703858670384,True,True,-0.05129118470069665,True
7205759406491546812,VA6,46.0,38.0,8.0,7205759406491546812_CB3679_R_glomerular_ORN_inputs_ipsi_contra.csv,24.0,2151.0,7205759406491546812_['CB3679_R']_glomerular_PN_synapses.csv,CB3679_R,CB3679,CB3679,other,46.0,-0.6521739130434783,0.011157601115760111,1.1157601115760112,True,True,-0.023422782061984358,True
7205759406134896171,DC4,40.0,37.0,3.0,7205759406134896171_LN60a_L_glomerular_ORN_inputs_ipsi_contra.csv,102.0,6338.0,7205759406134896171_['LN60a_L']_glomerular_PN_synapses.csv,LN60a_L,LN60a,LN60a,other,40.0,-0.85,0.016093404859577155,1.6093404859577154,True,True,-0.06340028451869824,True
