glomerulus,weight,LN_total_connections,LN_to_PN_perct
D,13,289,0.04498269896193772
DA2,2,289,0.006920415224913495
DC1,1,289,0.0034602076124567475
DC2,7,289,0.02422145328719723
DC3,1,289,0.0034602076124567475
DC4,2,289,0.006920415224913495
DL1,6,289,0.020761245674740483
DL5,1,289,0.0034602076124567475
DP1m,1,289,0.0034602076124567475
VA1d,1,289,0.0034602076124567475
VA6,4,289,0.01384083044982699
VA7m,3,289,0.010380622837370242
VC1,5,289,0.01730103806228374
VC2,2,289,0.006920415224913495
VL2a,1,289,0.0034602076124567475
VP1d,4,289,0.01384083044982699
VP1l,4,289,0.01384083044982699
VP1m,23,289,0.07958477508650519
VP3,2,289,0.006920415224913495
VP5,1,289,0.0034602076124567475
mPN,141,289,0.48788927335640137
