glomerulus,weight,LN_total_connections,LN_to_PN_perct
D,24,1192,0.020134228187919462
DA1,64,1192,0.053691275167785234
DA2,4,1192,0.003355704697986577
DA3,2,1192,0.0016778523489932886
DA4l,7,1192,0.00587248322147651
DA4m,32,1192,0.026845637583892617
DC1,6,1192,0.0050335570469798654
DC2,4,1192,0.003355704697986577
DC3,27,1192,0.022651006711409395
DL1,12,1192,0.010067114093959731
DL2d,2,1192,0.0016778523489932886
DL3,10,1192,0.008389261744966443
DL4,18,1192,0.015100671140939598
DL5,1,1192,0.0008389261744966443
DM6,4,1192,0.003355704697986577
VA1d,31,1192,0.026006711409395974
VA1v,67,1192,0.05620805369127517
VA3,3,1192,0.0025167785234899327
VA4,4,1192,0.003355704697986577
VA5,14,1192,0.01174496644295302
VA6,11,1192,0.009228187919463088
VA7l,10,1192,0.008389261744966443
VA7m,8,1192,0.006711409395973154
VC1,10,1192,0.008389261744966443
VC2,16,1192,0.013422818791946308
VC3,1,1192,0.0008389261744966443
VL1,13,1192,0.010906040268456376
VL2a,24,1192,0.020134228187919462
VM5d,14,1192,0.01174496644295302
VM5v,4,1192,0.003355704697986577
VM6,1,1192,0.0008389261744966443
VM7d,1,1192,0.0008389261744966443
VM7v,2,1192,0.0016778523489932886
VP1d,2,1192,0.0016778523489932886
VP1l,1,1192,0.0008389261744966443
mPN,199,1192,0.1669463087248322
