glomerulus,weight,LN_total_connections,LN_to_PN_perct
D,11,446,0.02466367713004484
DA1,1,446,0.002242152466367713
DA4m,1,446,0.002242152466367713
DC1,1,446,0.002242152466367713
DL1,2,446,0.004484304932735426
DL2d,4,446,0.008968609865470852
DL2v,4,446,0.008968609865470852
DP1l,13,446,0.02914798206278027
VA1v,25,446,0.05605381165919283
VA5,20,446,0.04484304932735426
VA6,10,446,0.02242152466367713
VA7l,7,446,0.01569506726457399
VA7m,13,446,0.02914798206278027
VC2,2,446,0.004484304932735426
VC3,4,446,0.008968609865470852
VC5,3,446,0.006726457399103139
VM1,1,446,0.002242152466367713
VM5v,3,446,0.006726457399103139
VM6,2,446,0.004484304932735426
VP1d,29,446,0.06502242152466367
VP1m,19,446,0.042600896860986545
VP2,2,446,0.004484304932735426
VP5,1,446,0.002242152466367713
mPN,224,446,0.5022421524663677
