glomerulus,weight,LN_total_connections,LN_to_PN_perct
DA1,53,4699,0.011278995530964035
DC2,22,4699,0.004681847201532241
DC3,17,4699,0.0036177910193658227
DC4,1,4699,0.00021281123643328368
DL1,5,4699,0.0010640561821664183
DL2d,14,4699,0.0029793573100659713
DL2v,39,4699,0.008299638220898064
DL5,13,4699,0.002766546073632688
DM1,27,4699,0.005745903383698659
DM2,14,4699,0.0029793573100659713
DM3,49,4699,0.0104277505852309
DM4,20,4699,0.004256224728665673
DM6,23,4699,0.004894658437965525
DP1l,77,4699,0.016386465205362844
DP1m,176,4699,0.037454777612257927
VA1d,10,4699,0.0021281123643328366
VA1v,24,4699,0.005107469674398808
VA2,23,4699,0.004894658437965525
VA3,29,4699,0.0061715258565652265
VA4,30,4699,0.00638433709299851
VA6,8,4699,0.0017024898914662695
VA7l,5,4699,0.0010640561821664183
VA7m,11,4699,0.0023409236007661204
VC2,3,4699,0.000638433709299851
VC3,14,4699,0.0029793573100659713
VC4,25,4699,0.005320280910832092
VC5,2,4699,0.00042562247286656737
VL1,9,4699,0.001915301127899553
VL2a,11,4699,0.0023409236007661204
VL2p,54,4699,0.011491806767397318
VM2,2,4699,0.00042562247286656737
VM3,8,4699,0.0017024898914662695
VM5d,30,4699,0.00638433709299851
VM5v,9,4699,0.001915301127899553
VM7d,1,4699,0.00021281123643328368
VM7v,2,4699,0.00042562247286656737
VP1d,3,4699,0.000638433709299851
VP4,1,4699,0.00021281123643328368
mPN,92,4699,0.0195786337518621
